               index         classified?        descriptor_1        descriptor_2
                   1                 YES   -0.2151600000E-01    0.1000000000E+01
                   2                 YES   -0.2162460000E-02    0.7558000000E+00
                   3                 YES    0.7381938000E-01   -0.3180000000E+00
                   4                 YES    0.5200000000E-01    0.6045000000E+00
                   5                 YES    0.4617685000E-01    0.5057000000E+00
                   6                 YES    0.2047025800E+00   -0.2104000000E+00
                   7                 YES   -0.9487170000E-02    0.1592000000E+00
                   8                 YES    0.1764720000E-01    0.1463000000E+00
                   9                 YES    0.2197154000E-01    0.1818000000E+00
                  10                 YES    0.6719706000E-01   -0.1537000000E+00
                  11                 YES    0.4608720000E-02    0.3100000000E-01
                  12                 YES    0.1097332500E+00   -0.1176400000E+01
                  13                 YES    0.1083250000E+00    0.8650000000E-01
                  14                 YES    0.9503200000E-01    0.3240000000E-01
                  15                 YES    0.5702468000E-01   -0.1134000000E+00
                  16                 YES    0.3532800000E-01    0.3440000000E+00
                  17                 YES    0.2994720000E-01    0.9560000000E-01
                  18                 YES    0.5601699000E-01   -0.8330000000E-01
                  19                 YES    0.5260878000E-01   -0.6272000000E+00
                  20                 YES   -0.2576100000E-02    0.3360000000E+00
                  21                 YES    0.5812479000E-01    0.1977000000E+00
                  22                 YES    0.6682236000E-01   -0.3198000000E+00
                  23                 YES    0.1165991400E+00   -0.2422000000E+00
                  24                 YES    0.1877488900E+00   -0.4450000000E-01
                  25                 YES    0.1134053200E+00   -0.1074900000E+01
                  26                 YES    0.4143425000E-01   -0.2180000000E+00
                  27                 YES    0.3916920000E-01   -0.6190000000E-01
                  28                 YES    0.2012742300E+00   -0.3490000000E-01
                  29                 YES    0.3160476000E-01    0.1068000000E+00
                  30                 YES    0.1016640000E-02    0.1242000000E+00
                  31                 YES    0.4436570000E-01   -0.1067000000E+00
                  32                 YES    0.0000000000E+00    0.5240000000E-01
                  33                 YES    0.1129216800E+00   -0.2035000000E+00
                  34                 YES    0.5562177000E-01   -0.3496000000E+00
                  35                 YES    0.3109281600E+00   -0.2013000000E+00
                  36                 YES    0.1288284400E+00    0.1575000000E+00
                  37                 YES    0.4349763000E-01   -0.6418000000E+00
                  38                 YES    0.1600620000E-01   -0.2945000000E+00
                  39                 YES    0.8536500000E-03    0.1490000000E-01
                  40                 YES   -0.3296300000E-02   -0.6400000000E-01
                  41                 YES    0.8536500000E-03   -0.4910000000E-01
                  42                  NO    0.3190116000E-01   -0.3729000000E+00
                  43                  NO    0.2630400000E-01   -0.2900000000E+00
                  44                 YES   -0.1510086000E-01    0.2330000000E-01
                  45                 YES    0.5044600000E-03   -0.4276000000E+00
                  46                 YES   -0.3182754000E-01   -0.7012000000E+00
                  47                 YES    0.4657640000E-01   -0.7364000000E+00
                  48                 YES    0.3287520000E-01   -0.4312000000E+00
                  49                  NO    0.4143104000E-01   -0.2343000000E+00
                  50                 YES    0.8176140000E-01   -0.1820100000E+01
                  51                 YES   -0.4721808000E-01   -0.1144100000E+01
                  52                 YES   -0.4313588000E-01   -0.2616000000E+00
                  53                 YES   -0.4372879000E-01   -0.4800000000E-01
                  54                 YES   -0.3744572000E-01    0.6360000000E-01
                  55                  NO    0.3474171000E-01   -0.2428000000E+00
                  56                 YES   -0.4081088000E-01   -0.2152000000E+00
                  57                 YES   -0.2613393000E-01    0.2730000000E-01
                  58                 YES   -0.1054720000E-01   -0.1564000000E+00
                  59                  NO    0.3420144000E-01   -0.1793000000E+00
                  60                 YES   -0.6237782000E-01    0.1736000000E+00
                  61                 YES    0.3230442000E-01   -0.9419000000E+00
                  62                 YES   -0.4619160000E-01    0.1575000000E+00
                  63                 YES   -0.3856960000E-01    0.4540000000E-01
                  64                 YES   -0.3293712000E-01   -0.1174000000E+00
                  65                 YES   -0.5419323000E-01   -0.2391000000E+00
                  66                 YES    0.3491023000E-01   -0.7491000000E+00
