               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.2170000000E-01    0.0000000000E+00
                   2                 YES   -0.8172353920E-02   -0.1044000000E+00
                   3                 YES   -0.6069213914E-01   -0.2440000000E-01
                   4                 YES   -0.1608655705E+00    0.5950000000E-01
                   5                 YES   -0.1995798400E+00    0.1628000000E+00
                   6                  NO   -0.3274990142E-01    0.6630000000E-01
                   7                 YES    0.1122811200E-01   -0.4180000000E-01
                   8                 YES   -0.1073836442E+00    0.2130000000E+00
                   9                 YES   -0.7624092089E-01    0.1761000000E+00
                  10                  NO   -0.1754371128E-01    0.7390000000E-01
                  11                 YES    0.8420672358E-02   -0.2010000000E-01
                  12                 YES   -0.4804768080E-01    0.1156000000E+00
                  13                 YES   -0.8477255752E-01    0.1674000000E+00
                  14                 YES   -0.9506517046E-01    0.6500000000E-01
                  15                 YES   -0.9205996800E-01   -0.4100000000E-02
                  16                 YES   -0.1023553520E+00    0.1799000000E+00
                  17                 YES   -0.7277341500E-01    0.1030000000E+00
                  18                  NO   -0.3850067442E-01    0.9100000000E-01
                  19                 YES   -0.3674899152E-01   -0.1000000000E-03
                  20                 YES   -0.1048642518E+00    0.1138000000E+00
                  21                 YES   -0.6984871056E-02   -0.4560000000E-01
                  22                 YES   -0.6057092118E-02   -0.8800000000E-01
                  23                  NO    0.5018536657E-02    0.1130000000E-01
                  24                 YES   -0.3107954918E-01   -0.9030000000E-01
                  25                 YES    0.1078270560E-03   -0.3040000000E-01
                  26                 YES   -0.5100500160E-01   -0.1098000000E+00
                  27                 YES   -0.1371638586E+00   -0.7290000000E-01
                  28                 YES   -0.6937095849E-01   -0.1304000000E+00
                  29                 YES   -0.1262578493E+00   -0.9380000000E-01
                  30                  NO    0.0000000000E+00    0.3770000000E-01
                  31                 YES   -0.7468004685E-01   -0.6567000000E+00
                  32                  NO   -0.2145000288E-02    0.5710000000E-01
                  33                 YES   -0.9575343072E-02   -0.5700000000E-02
                  34                 YES   -0.6972424973E-01    0.1480000000E+00
                  35                 YES   -0.7660010770E-01   -0.3680000000E-01
                  36                 YES   -0.1034675983E+00    0.1082000000E+00
                  37                 YES    0.0000000000E+00    0.1077000000E+00
                  38                 YES   -0.2382988464E-01    0.1708000000E+00
                  39                 YES   -0.2791041240E-01    0.1966000000E+00
                  40                 YES   -0.2382988464E-01    0.1076000000E+00
                  41                 YES   -0.2000638080E-02    0.1153000000E+00
                  42                 YES   -0.5857383675E-01    0.2677000000E+00
                  43                 YES    0.1008371535E+00   -0.1520000000E-01
                  44                 YES   -0.4619108658E-01    0.5336000000E+00
                  45                  NO   -0.2834835900E-01    0.1650000000E-01
                  46                 YES   -0.5363793813E-01    0.1749000000E+00
                  47                 YES   -0.2056441373E-01    0.1472000000E+00
                  48                 YES   -0.1015077442E-01    0.9980000000E-01
                  49                 YES    0.8978896349E-01    0.2025000000E+00
                  50                 YES   -0.3851955573E-01    0.1000000000E+01
                  51                 YES   -0.3590667323E-02    0.6202000000E+00
                  52                 YES   -0.1371764486E-01    0.2532000000E+00
                  53                 YES    0.4072735030E-02    0.5910000000E-01
                  54                 YES    0.3194385832E+00    0.1473000000E+00
                  55                 YES   -0.1155365120E-01    0.1136000000E+00
                  56                 YES    0.6821351486E-01    0.1140000000E+00
                  57                 YES   -0.1342757400E-01    0.1367000000E+00
                  58                 YES    0.7641878746E-01    0.1894000000E+00
                  59                  NO   -0.1062557426E-01    0.3370000000E-01
                  60                 YES   -0.3331600140E-01    0.1299000000E+00
                  61                 YES   -0.1796425938E-01    0.4509000000E+00
                  62                 YES    0.7692358464E-02    0.1156000000E+00
                  63                 YES   -0.2953304235E-02    0.1605000000E+00
                  64                 YES    0.1303651776E-02    0.7500000000E-01
                  65                 YES    0.2063564832E-02    0.5310000000E-01
                  66                 YES   -0.1197827462E-01    0.1002000000E+00
