               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.0000000000E+00    0.0000000000E+00
                   2                  NO   -0.1930000000E-01    0.0000000000E+00
                   3                 YES   -0.9890674000E-01    0.0000000000E+00
                   4                 YES   -0.7062338000E-01    0.1432061424E-02
                   5                 YES   -0.1363923000E+00    0.6498020100E-03
                   6                  NO   -0.7512470000E-02    0.0000000000E+00
                   7                 YES   -0.1565455200E+00    0.2926643227E-01
                   8                 YES   -0.6341720000E-01    0.0000000000E+00
                   9                 YES   -0.1173630000E+00    0.5887191915E-01
                  10                  NO   -0.3697422000E-01    0.2638661830E-01
                  11                 YES   -0.1157696400E+00    0.1593490752E+00
                  12                 YES   -0.1129915800E+00    0.1481740045E+00
                  13                 YES   -0.6633304000E-01    0.1323196101E+00
                  14                 YES   -0.4932393000E-01    0.5465606832E-01
                  15                 YES   -0.7162764000E-01    0.4274598133E-01
                  16                 YES   -0.5259936000E-01   -0.5729475506E-01
                  17                 YES   -0.3808092000E-01   -0.8750607102E-01
                  18                 YES   -0.7031079000E-01    0.1147537345E+00
                  19                 YES   -0.1114713900E+00    0.2182386096E-02
                  20                 YES   -0.1389799600E+00    0.1322782560E-01
                  21                 YES   -0.2725968000E+00    0.8615522520E-02
                  22                 YES   -0.4530990800E+00    0.0000000000E+00
                  23                 YES    0.1109093000E+00    0.4232553000E-01
                  24                 YES   -0.7015575000E-01    0.1262910000E-02
                  25                 YES   -0.8868600000E-01    0.2269200000E-02
                  26                 YES   -0.6638310000E-01    0.8346716928E-01
                  27                 YES   -0.2478540000E+00    0.5877327456E-02
                  28                  NO    0.9181984000E-01    0.1151004856E+00
                  29                  NO   -0.1517607000E-01    0.8824972860E-01
                  30                 YES   -0.5300261000E-01    0.0000000000E+00
                  31                 YES    0.1316269200E+00    0.2838049909E-01
                  32                  NO    0.9293085000E-01    0.8760280000E-01
                  33                 YES   -0.1311057000E+00    0.1070182080E+00
                  34                 YES   -0.7541688000E-01    0.1488659200E+00
                  35                 YES   -0.3420144000E+00    0.9017098675E-01
                  36                 YES   -0.1498955000E+00    0.1346515532E+00
                  37                  NO   -0.1705780000E-01    0.0000000000E+00
                  38                  NO   -0.2836495000E-01   -0.5793671755E-02
                  39                  NO   -0.9602100000E-02    0.0000000000E+00
                  40                  NO   -0.6024200000E-02    0.0000000000E+00
                  41                  NO   -0.1831209000E-01    0.0000000000E+00
                  42                  NO   -0.1123185000E-01    0.0000000000E+00
                  43                  NO   -0.5046291000E-01    0.1368170060E+00
                  44                 YES   -0.6680315000E-01    0.1840444313E+00
                  45                  NO   -0.7632800000E-02    0.7139003850E-02
                  46                 YES   -0.7690636000E-01    0.2319492953E+00
                  47                  NO   -0.2013198000E-01    0.4339765624E-01
                  48                  NO   -0.3634979000E-01    0.0000000000E+00
                  49                  NO   -0.2612800000E-01    0.0000000000E+00
                  50                 YES   -0.5533098000E-01    0.1929466000E+00
                  51                 YES   -0.1403965000E-01    0.1734531669E+00
                  52                 YES   -0.5958252000E-01    0.1677861619E+00
                  53                 YES    0.5861576000E-01    0.2194068429E+00
                  54                 YES    0.1463650800E+00    0.1806182809E+00
                  55                 YES    0.1004304300E+00    0.1797051200E+00
                  56                 YES    0.2525310300E+00    0.1047573458E+00
                  57                 YES   -0.2659140000E-01    0.1665248884E+00
                  58                 YES    0.1439769900E+00    0.1368698412E+00
                  59                 YES    0.2344318000E-01    0.2443611968E+00
                  60                  NO    0.5680080000E-02    0.4783139539E-01
                  61                  NO   -0.4370724000E-01    0.1388543666E+00
                  62                 YES   -0.6179160000E-01    0.3367558610E+00
                  63                 YES    0.1803496000E+00    0.7145197250E-01
                  64                 YES    0.2006651600E+00    0.1341461200E+00
                  65                 YES    0.1091162800E+00    0.1929787200E+00
                  66                 YES   -0.2616889000E-01    0.2258020800E+00
