               index         classified?        descriptor_1
                   1                  NO    0.2170000000E-01
                   2                  NO   -0.1300000000E-02
                   3                 YES   -0.1132879800E+00
                   4                 YES   -0.1091890800E+00
                   5                 YES   -0.5389461000E-01
                   6                  NO    0.1781520000E-02
                   7                  NO   -0.6456960000E-02
                   8                 YES   -0.9593640000E-01
                   9                  NO   -0.1365660000E-01
                  10                  NO   -0.2733192000E-01
                  11                 YES   -0.9926628000E-01
                  12                 YES   -0.3747452000E-01
                  13                 YES   -0.6362216000E-01
                  14                 YES   -0.6796764000E-01
                  15                 YES   -0.4421112000E-01
                  16                 YES   -0.4061744000E-01
                  17                 YES   -0.8056125000E-01
                  18                  NO   -0.2726130000E-01
                  19                  NO   -0.1296198000E-01
                  20                  NO   -0.1363407000E-01
                  21                  NO   -0.3587920000E-02
                  22                 YES   -0.1233654300E+00
                  23                 YES   -0.2084302000E+00
                  24                  NO    0.5933390000E-01
                  25                 YES   -0.7508328000E-01
                  26                 YES   -0.5307240000E-01
                  27                  NO   -0.3215422000E-01
                  28                 YES   -0.2528929200E+00
                  29                 YES   -0.4693608000E-01
                  30                  NO    0.0000000000E+00
                  31                  NO   -0.4648320000E-02
                  32                  NO    0.6729844000E-01
                  33                  NO    0.4129232000E-01
                  34                 YES   -0.7362050000E-01
                  35                 YES   -0.5367264000E-01
                  36                 YES   -0.2149140000E+00
                  37                  NO   -0.1338660000E-01
                  38                  NO   -0.1966572000E-01
                  39                  NO   -0.4669900000E-03
                  40                  NO   -0.4669900000E-03
                  41                  NO   -0.8555250000E-02
                  42                  NO   -0.3506750000E-01
                  43                  NO    0.4874142000E-01
                  44                  NO   -0.1426790000E-01
                  45                  NO   -0.3335440000E-01
                  46                  NO   -0.1560390000E-01
                  47                  NO   -0.1269295000E-01
                  48                  NO    0.5358528000E-01
                  49                  NO   -0.3311220000E-01
                  50                  NO   -0.1965303000E-01
                  51                  NO    0.1620740000E-01
                  52                  NO    0.1524920000E-02
                  53                  NO    0.4226760000E-01
                  54                 YES    0.1458226000E+00
                  55                  NO    0.2715612000E-01
                  56                  NO   -0.4755900000E-02
                  57                  NO    0.7128000000E-02
                  58                  NO   -0.5059200000E-02
                  59                  NO   -0.2485748000E-01
                  60                  NO    0.6387420000E-01
                  61                  NO   -0.1169094000E-01
                  62                 YES    0.1146903100E+00
                  63                 YES    0.1040842700E+00
                  64                  NO    0.6602994000E-01
                  65                  NO    0.8358960000E-02
                  66                  NO   -0.5177020000E-02
