               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.1000000000E+01   -0.9783000000E+00
                   2                 YES    0.9397000000E+00   -0.4035071800E+00
                   3                 YES    0.1577000000E+00    0.2242388656E-01
                   4                 YES    0.9454000000E+00   -0.5088070382E+00
                   5                 YES    0.8989000000E+00   -0.2562507624E+00
                   6                 YES    0.9666000000E+00   -0.1823792866E+00
                   7                  NO    0.7120000000E+00   -0.4013948416E-01
                   8                 YES    0.1408000000E+00    0.1893957120E-02
                   9                 YES    0.9054000000E+00   -0.1490885964E+00
                  10                  NO    0.6933000000E+00   -0.6588436833E-01
                  11                 YES    0.1216000000E+00    0.5712964992E-02
                  12                 YES    0.6170000000E-01    0.1107383949E-01
                  13                 YES    0.3957000000E+00   -0.1083321994E+00
                  14                 YES    0.5700000000E-01   -0.1074465232E+00
                  15                 YES    0.8356000000E+00   -0.2135362430E+00
                  16                 YES    0.8393000000E+00   -0.1457748612E+00
                  17                 YES    0.8725000000E+00   -0.1695158437E+00
                  18                  NO    0.8005000000E+00   -0.7912534245E-01
                  19                  NO    0.8105000000E+00   -0.2374415675E-01
                  20                  NO    0.8047000000E+00   -0.7876459929E-02
                  21                 YES    0.8550000000E+00   -0.1713513708E+00
                  22                 YES    0.1212000000E+00    0.2381226944E-01
                  23                 YES    0.0000000000E+00    0.0000000000E+00
                  24                 YES    0.2290000000E+00    0.3624707951E-01
                  25                 YES    0.1002000000E+00    0.7336892496E-02
                  26                 YES    0.1953000000E+00    0.1615866768E-01
                  27                 YES   -0.1147000000E+00   -0.1605206306E+00
                  28                 YES    0.3140000000E+00   -0.3320210880E-02
                  29                 YES    0.1228000000E+00   -0.1019582722E+00
                  30                  NO    0.4010000000E+00    0.0000000000E+00
                  31                  NO    0.8385000000E+00   -0.6889397736E-01
                  32                 YES    0.1081000000E+00    0.4917904643E-01
                  33                 YES    0.2777000000E+00    0.4057052596E-01
                  34                 YES    0.7950000000E-01   -0.3118910400E-02
                  35                  NO    0.6292000000E+00   -0.6032477651E-01
                  36                 YES    0.2250000000E-01   -0.2071705986E-01
                  37                 YES    0.8576000000E+00    0.1797553613E-01
                  38                 YES    0.8392000000E+00    0.4790756146E-01
                  39                 YES    0.9451000000E+00   -0.7317835582E-01
                  40                 YES    0.9451000000E+00   -0.7317835582E-01
                  41                  NO    0.3153000000E+00   -0.1628366850E-02
                  42                  NO    0.6893000000E+00   -0.2833660602E-01
                  43                 YES    0.3635000000E+00    0.5759496106E-01
                  44                 YES    0.1336100000E+01   -0.4310225932E-01
                  45                  NO    0.7288000000E+00   -0.1059501746E+00
                  46                 YES    0.8836000000E+00   -0.5865035492E-01
                  47                 YES    0.8713000000E+00   -0.8467729050E-02
                  48                 YES    0.4413000000E+00    0.6714111190E-01
                  49                  NO    0.8142000000E+00   -0.1311741173E+00
                  50                 YES    0.1499700000E+01    0.1615711991E-01
                  51                 YES    0.1065200000E+01    0.4031903938E-01
                  52                  NO    0.4007000000E+00    0.4096836940E-03
                  53                  NO    0.4229000000E+00    0.2053433240E-01
                  54                 YES    0.3843000000E+00    0.1315047507E+00
                  55                  NO    0.3944000000E+00    0.1311596131E-01
                  56                  NO    0.8069000000E+00   -0.2599880214E-01
                  57                  NO    0.5589000000E+00   -0.9472684320E-02
                  58                 YES    0.4103000000E+00    0.6573334240E-01
                  59                  NO    0.6686000000E+00   -0.1049135027E-01
                  60                 YES    0.5614000000E+00    0.2123228835E-01
                  61                 YES    0.1097400000E+01    0.5643673644E-02
                  62                 YES    0.1408400000E+01    0.6581029070E-01
                  63                 YES    0.3914000000E+00    0.6459330562E-01
                  64                 YES    0.3350000000E+00    0.7002871155E-01
                  65                 YES    0.1483700000E+01   -0.9089690400E-04
                  66                  NO    0.7045000000E+00   -0.1948868918E-01
