               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.2122911000E-01   -0.9783000000E+00
                   2                 YES    0.1411500000E-02   -0.9410000000E+00
                   3                 YES   -0.1344933959E-01   -0.5364119700E+00
                   4                 YES   -0.5198960000E-01   -0.6393000000E+00
                   5                 YES   -0.4687307222E-01   -0.6314205600E+00
                   6                 YES   -0.1108639334E+00   -0.7378398000E-01
                   7                 YES    0.2058505248E-02   -0.2189899200E+00
                   8                 YES   -0.4074685680E-01    0.2167386000E+00
                   9                  NO   -0.1420918765E-01    0.1173585600E+00
                  10                 YES   -0.2724246470E-01    0.1541904000E+00
                  11                 YES   -0.4302718697E-01    0.4410588500E+00
                  12                 YES   -0.5025562797E-01    0.1590040400E+00
                  13                 YES   -0.5198183318E-01    0.8837734000E-01
                  14                 YES   -0.2937814880E-01    0.1199848000E+00
                  15                  NO   -0.1389730586E-01   -0.7226856000E-01
                  16                 YES   -0.2463042450E-01   -0.4897360000E-01
                  17                  NO   -0.9783746922E-02    0.1387274200E+00
                  18                  NO   -0.1042259077E-01    0.1472759200E+00
                  19                 YES    0.6065250620E-03   -0.2011222200E+00
                  20                 YES   -0.3519231410E-01    0.4387185000E-01
                  21                 YES   -0.3848447230E-01    0.8983599000E-01
                  22                 YES   -0.6830257654E-01    0.6556220000E-01
                  23                 YES   -0.1465608816E+00   -0.9261000000E-02
                  24                  NO    0.0000000000E+00    0.0000000000E+00
                  25                 YES   -0.2765737278E-01    0.3246102000E+00
                  26                 YES   -0.2539196244E-01    0.1049872200E+00
                  27                 YES   -0.2671545377E-01    0.6114425000E-01
                  28                 YES   -0.1511305713E+00   -0.1119280000E-02
                  29                 YES   -0.3455616053E-01    0.3980656000E-01
                  30                  NO    0.0000000000E+00    0.1276921800E+00
                  31                  NO   -0.1206277776E-02   -0.1987362000E-01
                  32                 YES   -0.2177163247E-01   -0.4363052600E+00
                  33                  NO    0.1305170010E-02    0.2862000000E-03
                  34                 YES   -0.3913904125E-01    0.2258902000E+00
                  35                 YES   -0.1571756846E+00    0.1829342400E+00
                  36                 YES   -0.7499900125E-01    0.5677269000E-01
                  37                  NO   -0.1076972231E-01   -0.2202397200E+00
                  38                  NO   -0.1245031074E-01   -0.3007623000E+00
                  39                  NO   -0.1729822080E-03   -0.1081138800E+00
                  40                  NO    0.3405236760E-03   -0.1261198800E+00
                  41                  NO   -0.1729822080E-03   -0.1081138800E+00
                  42                 YES   -0.2488860000E-02    0.2723919000E+00
                  43                 YES   -0.2238395705E-01    0.5495902300E+00
                  44                 YES   -0.1523796700E-02    0.1621214000E+00
                  45                 YES    0.6913258716E-02    0.6653264000E-01
                  46                  NO   -0.1120501225E-01    0.9267043000E-01
                  47                  NO   -0.5489393900E-02    0.7423594000E-01
                  48                  NO   -0.1001761776E-01   -0.2692908000E+00
                  49                 YES    0.2291584068E-01    0.6844050000E-01
                  50                 YES   -0.2459818561E-01    0.3742610200E+00
                  51                 YES   -0.1471115580E-02    0.2919845500E+00
                  52                 YES   -0.1090883890E-01    0.3953626400E+00
                  53                 YES    0.1036907243E-01    0.2475525800E+00
                  54                  NO    0.2960892810E-03    0.1256532900E+00
                  55                 YES    0.1675159314E-01    0.1906534000E+00
                  56                 YES    0.2388852967E-01    0.1754137000E-01
                  57                 YES    0.4899908052E-02    0.9926982000E-01
                  58                 YES   -0.3471664240E-02    0.7924714000E+00
                  59                 YES    0.7307055360E-02    0.3477481200E+00
                  60                 YES    0.3916785210E-02    0.8633144000E-01
                  61                 YES   -0.1399119670E-01    0.2610413000E+00
                  62                 YES   -0.5789659176E-02    0.3815010000E+00
                  63                 YES    0.2496518260E-01    0.3860069000E-01
                  64                 YES    0.1715217797E-01    0.8461733000E-01
                  65                 YES    0.3644144640E-02    0.2410668000E+00
                  66                 YES   -0.3102175413E-02    0.7036608300E+00
