               index         classified?        descriptor_1
                   1                  NO   -0.4110000000E-01
                   2                 YES    0.1051000000E+00
                   3                  NO   -0.2080000000E-01
                   4                 YES    0.2090000000E-01
                   5                 YES    0.1270000000E-01
                   6                 YES    0.1953000000E+00
                   7                  NO   -0.2010000000E-01
                   8                 YES    0.2384000000E+00
                   9                  NO   -0.8130000000E-01
                  10                 YES    0.9920000000E-01
                  11                 YES    0.6830000000E-01
                  12                 YES    0.2210000000E-01
                  13                  NO   -0.2700000000E-02
                  14                  NO   -0.9200000000E-02
                  15                 YES    0.2610000000E-01
                  16                 YES    0.1050000000E-01
                  17                 YES    0.1710000000E-01
                  18                  NO   -0.4950000000E-01
                  19                 YES    0.2390000000E-01
                  20                 YES    0.1144000000E+00
                  21                 YES    0.1137000000E+00
                  22                 YES    0.3602000000E+00
                  23                 YES    0.1430000000E+00
                  24                  NO   -0.3000000000E-03
                  25                  NO    0.4000000000E-02
                  26                 YES    0.2518000000E+00
                  27                  NO   -0.5600000000E-02
                  28                 YES    0.1190000000E-01
                  29                  NO   -0.3878000000E+00
                  30                  NO   -0.4630000000E-01
                  31                  NO    0.8900000000E-02
                  32                  NO   -0.2803000000E+00
                  33                 YES    0.1043000000E+00
                  34                 YES    0.1164000000E+00
                  35                 YES    0.1990000000E-01
                  36                 YES    0.3565000000E+00
                  37                  NO    0.8000000000E-02
                  38                  NO   -0.2670000000E-01
                  39                  NO   -0.3690000000E-01
                  40                  NO   -0.4210000000E-01
                  41                  NO   -0.3690000000E-01
                  42                  NO   -0.4900000000E-02
                  43                  NO   -0.2330000000E-01
                  44                 YES   -0.9874000000E+00
                  45                  NO   -0.8370000000E-01
                  46                 YES   -0.4058000000E+00
                  47                  NO   -0.3225000000E+00
                  48                  NO   -0.4850000000E-01
                  49                  NO   -0.6800000000E-02
                  50                  NO   -0.2373000000E+00
                  51                  NO    0.3800000000E-02
                  52                  NO   -0.7810000000E-01
                  53                 YES   -0.9467000000E+00
                  54                 YES   -0.5150000000E+00
                  55                  NO   -0.3888000000E+00
                  56                  NO   -0.2464000000E+00
                  57                 YES   -0.4034000000E+00
                  58                  NO   -0.8900000000E-02
                  59                  NO   -0.1289000000E+00
                  60                  NO   -0.1158000000E+00
                  61                  NO   -0.1040000000E-01
                  62                  NO   -0.3481000000E+00
                  63                  NO   -0.3735000000E+00
                  64                  NO   -0.3259000000E+00
                  65                  NO   -0.2526000000E+00
                  66                  NO   -0.8300000000E-02
