               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.3587040000E-02    0.0000000000E+00
                   2                 YES   -0.3956173408E-01   -0.5680084200E+00
                   3                 YES   -0.3179364000E-01   -0.5498000000E+00
                   4                 YES   -0.6481623773E-01   -0.9592404000E+00
                   5                 YES   -0.1207916009E+00   -0.9253270000E+00
                   6                 YES   -0.1851170580E-02   -0.1264567500E+00
                   7                 YES   -0.4273035174E-01   -0.6115421700E+00
                   8                  NO   -0.2036199330E-01   -0.9761721000E+00
                   9                 YES   -0.2911560850E-01   -0.5914945500E+00
                  10                 YES   -0.4434121153E-01   -0.6700362300E+00
                  11                 YES   -0.4742740321E-01   -0.1203995360E+01
                  12                 YES   -0.5768670082E-01   -0.1033980500E+01
                  13                 YES   -0.6022593834E-01   -0.1038520440E+01
                  14                 YES   -0.3696332640E-01   -0.1089152960E+01
                  15                 YES   -0.3390206256E-01   -0.7563771600E+00
                  16                 YES   -0.2063465527E-01   -0.7533802100E+00
                  17                 YES   -0.3197013600E-01   -0.7863521600E+00
                  18                  NO   -0.1287888604E-01   -0.9552229800E+00
                  19                  NO   -0.1339361423E-01   -0.1038947000E+01
                  20                 YES   -0.8311288540E-02    0.1162629000E+00
                  21                 YES   -0.4048319861E-01   -0.5634532800E+00
                  22                 YES   -0.3611078394E-01   -0.4896008000E+00
                  23                 YES   -0.7102740572E-01   -0.5832721700E+00
                  24                 YES   -0.1519941944E+00   -0.6420782700E+00
                  25                 YES    0.0000000000E+00    0.0000000000E+00
                  26                 YES   -0.2894895871E-01   -0.7408467600E+00
                  27                 YES   -0.5218010112E-01   -0.1051907220E+01
                  28                 YES   -0.3811613940E-01   -0.1310159670E+01
                  29                 YES   -0.1598654443E+00   -0.9124164000E+00
                  30                 YES   -0.4473027638E-01   -0.1210999420E+01
                  31                  NO    0.0000000000E+00   -0.2072414400E+00
                  32                 YES   -0.7073624000E-02    0.1416420000E+00
                  33                 YES   -0.2963752469E-01   -0.8842222000E+00
                  34                 YES    0.1331228592E-02   -0.1889910000E-01
                  35                 YES   -0.5501316308E-01   -0.8768030700E+00
                  36                 YES   -0.3824096024E-01   -0.1139481400E+01
                  37                  NO   -0.1475999280E-01   -0.9072150000E+00
                  38                  NO   -0.2267422146E-01   -0.1134566700E+01
                  39                  NO   -0.2114275584E-02   -0.2540750400E+00
                  40                  NO   -0.2114275584E-02   -0.2540750400E+00
                  41                 YES   -0.1434076680E-02   -0.4731022800E+00
                  42                 YES   -0.2805659175E-02   -0.4609213400E+00
                  43                  NO   -0.2751412950E-01   -0.1094100150E+01
                  44                 YES   -0.3122094402E-02   -0.7377657000E+00
                  45                  NO   -0.1483789069E-01   -0.8007317400E+00
                  46                 YES    0.2217837326E-01   -0.4660645200E+00
                  47                 YES   -0.3321704579E-01   -0.1399516650E+01
                  48                 YES   -0.3746036580E-02   -0.8437371800E+00
                  49                 YES   -0.2222272005E-01   -0.1549464180E+01
                  50                 YES   -0.1213941229E-01   -0.1076503470E+01
                  51                 YES    0.9478285740E-02   -0.7647215400E+00
                  52                  NO    0.2977830410E-03   -0.1851678900E+00
                  53                 YES    0.1630613960E-01   -0.4606405400E+00
                  54                 YES    0.2408290874E-01   -0.2115949000E+00
                  55                 YES   -0.4070929408E-02   -0.8998526600E+00
                  56                 YES    0.4933850292E-02   -0.1917344400E+00
                  57                 YES   -0.4697005690E-02   -0.1288730430E+01
                  58                 YES    0.2231439210E-02   -0.6153319900E+00
                  59                  NO   -0.1805731840E-01   -0.1053558000E+01
                  60                 YES   -0.7271393952E-02   -0.9831477400E+00
                  61                 YES    0.2505339772E-01   -0.2391872000E+00
                  62                 YES    0.1729228813E-01   -0.2287584000E+00
                  63                 YES    0.1349094720E-01   -0.2920984000E+00
                  64                 YES    0.6778859060E-02   -0.4578416500E+00
                  65                 YES    0.3538616424E-02   -0.4016273800E+00
                  66                 YES   -0.4077112481E-02   -0.1111008600E+01
