               index         classified?        descriptor_1
                   1                  NO    0.3587040000E-02
                   2                 YES   -0.3956173408E-01
                   3                  NO   -0.3179364000E-01
                   4                 YES   -0.6481623773E-01
                   5                 YES   -0.1207916009E+00
                   6                  NO   -0.1851170580E-02
                   7                 YES   -0.4273035174E-01
                   8                  NO   -0.2036199330E-01
                   9                  NO   -0.2911560850E-01
                  10                 YES   -0.4434121153E-01
                  11                 YES   -0.4742740321E-01
                  12                 YES   -0.5768670082E-01
                  13                 YES   -0.6022593834E-01
                  14                 YES   -0.3696332640E-01
                  15                  NO   -0.3390206256E-01
                  16                  NO   -0.2063465527E-01
                  17                  NO   -0.3197013600E-01
                  18                  NO   -0.1287888604E-01
                  19                  NO   -0.1339361423E-01
                  20                  NO   -0.8311288540E-02
                  21                 YES   -0.4048319861E-01
                  22                 YES   -0.3611078394E-01
                  23                 YES   -0.7102740572E-01
                  24                 YES   -0.1519941944E+00
                  25                  NO    0.0000000000E+00
                  26                  NO   -0.2894895871E-01
                  27                 YES   -0.5218010112E-01
                  28                 YES   -0.3811613940E-01
                  29                 YES   -0.1598654443E+00
                  30                 YES   -0.4473027638E-01
                  31                  NO    0.0000000000E+00
                  32                  NO   -0.7073624000E-02
                  33                  NO   -0.2963752469E-01
                  34                  NO    0.1331228592E-02
                  35                 YES   -0.5501316308E-01
                  36                 YES   -0.3824096024E-01
                  37                  NO   -0.1475999280E-01
                  38                  NO   -0.2267422146E-01
                  39                  NO   -0.2114275584E-02
                  40                  NO   -0.2114275584E-02
                  41                  NO   -0.1434076680E-02
                  42                  NO   -0.2805659175E-02
                  43                  NO   -0.2751412950E-01
                  44                  NO   -0.3122094402E-02
                  45                  NO   -0.1483789069E-01
                  46                 YES    0.2217837326E-01
                  47                  NO   -0.3321704579E-01
                  48                  NO   -0.3746036580E-02
                  49                  NO   -0.2222272005E-01
                  50                  NO   -0.1213941229E-01
                  51                 YES    0.9478285740E-02
                  52                  NO    0.2977830410E-03
                  53                 YES    0.1630613960E-01
                  54                 YES    0.2408290874E-01
                  55                  NO   -0.4070929408E-02
                  56                 YES    0.4933850292E-02
                  57                  NO   -0.4697005690E-02
                  58                  NO    0.2231439210E-02
                  59                  NO   -0.1805731840E-01
                  60                  NO   -0.7271393952E-02
                  61                 YES    0.2505339772E-01
                  62                 YES    0.1729228813E-01
                  63                 YES    0.1349094720E-01
                  64                 YES    0.6778859060E-02
                  65                  NO    0.3538616424E-02
                  66                  NO   -0.4077112481E-02
