               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.3600000000E-02    0.9964000000E+00
                   2                 YES   -0.1870000000E-01    0.7270422400E+00
                   3                 YES   -0.1167642400E+00    0.1006903800E+00
                   4                 YES   -0.3339332000E-01    0.4804281500E+00
                   5                 YES   -0.7149285000E-01    0.3238184800E+00
                   6                 YES   -0.2261160000E-02    0.1613178000E+00
                   7                 YES   -0.2332300000E-01    0.1458226000E+00
                   8                 YES   -0.7884292000E-01    0.4125618000E-01
                   9                 YES   -0.1017244600E+00    0.9198330000E-01
                  10                  NO   -0.3866284000E-01   -0.2278614000E-01
                  11                 YES   -0.7370139000E-01    0.4568886000E-01
                  12                 YES   -0.7097020000E-01    0.2310350000E-01
                  13                 YES   -0.7637656000E-01    0.9366840000E-02
                  14                 YES   -0.4699695000E-01   -0.2466513000E-01
                  15                 YES   -0.4254816000E-01    0.1890827900E+00
                  16                 YES   -0.3576375000E-01    0.3364694000E-01
                  17                 YES   -0.6357219000E-01   -0.3920994000E-01
                  18                 YES   -0.6983544000E-01   -0.2221315200E+00
                  19                 YES   -0.1038493300E+00   -0.3253149900E+00
                  20                 YES   -0.1377505000E-01    0.1604751000E+00
                  21                 YES   -0.5451600000E-01    0.5390919000E-01
                  22                 YES   -0.1267554000E+00    0.1087058400E+00
                  23                 YES   -0.1260787500E+00    0.1199839700E+00
                  24                 YES   -0.2122755700E+00    0.8092617000E-01
                  25                 YES    0.5933390000E-01    0.3673000000E+00
                  26                 YES   -0.7689756000E-01    0.3190366000E+00
                  27                 YES   -0.9807360000E-01    0.1690705800E+00
                  28                 YES   -0.5955840000E-01    0.2028024000E-01
                  29                 YES   -0.2617779500E+00    0.1509030000E-02
                  30                 YES   -0.2530752000E-01    0.6763131000E-01
                  31                 YES   -0.5784666000E-01   -0.8599080000E-02
                  32                 YES    0.0000000000E+00    0.2201130000E+00
                  33                  NO   -0.1140560000E-01    0.6022700000E-01
                  34                 YES   -0.7774500000E-01    0.1441800000E-01
                  35                 YES   -0.9645702000E-01    0.1628781000E-01
                  36                 YES   -0.2221611000E+00   -0.1285623000E-01
                  37                 YES   -0.1746288000E-01   -0.5827380000E+00
                  38                 YES   -0.2314740000E-02   -0.5366400000E-01
                  39                 YES   -0.1699400000E-02   -0.3382106400E+00
                  40                  NO   -0.9190500000E-02    0.8552964000E-01
                  41                  NO   -0.4106700000E-01    0.1708630000E-02
                  42                 YES    0.2832690000E+00    0.4140501400E+00
                  43                 YES   -0.1812725000E-01   -0.1302087600E+00
                  44                  NO   -0.2409200000E-01    0.4777740000E-02
                  45                 YES   -0.2244561000E-01   -0.1532650700E+00
                  46                 YES   -0.1767000000E-01   -0.3893765300E+00
                  47                 YES    0.5023620000E-01   -0.7754580000E-02
                  48                  NO   -0.4230369000E-01   -0.3038240000E-01
                  49                 YES   -0.1646132000E-01   -0.1378959000E-01
                  50                 YES   -0.2718235000E-01   -0.1261098300E+00
                  51                 YES    0.1406196000E-01    0.1432005300E+00
                  52                  NO    0.1503480000E-02    0.1401319700E+00
                  53                 YES    0.1441683100E+00   -0.4231100000E-01
                  54                 YES   -0.6423040000E-02   -0.9688640000E-02
                  55                 YES   -0.6075600000E-02    0.2932754000E-01
                  56                 YES    0.3991680000E-02   -0.1474176000E-01
                  57                 YES   -0.9169800000E-02    0.4433246000E-01
                  58                  NO   -0.2994968000E-01   -0.2599520000E-02
                  59                 YES    0.5922371000E-01   -0.9851830000E-01
                  60                 YES   -0.1370718000E-01    0.2185646000E-01
                  61                 YES    0.1127725900E+00   -0.8836991000E-01
                  62                 YES    0.1029311000E+00   -0.4545360000E-01
                  63                 YES    0.6477723000E-01    0.8863722000E-01
                  64                 YES    0.1914980000E-01    0.1592740500E+00
                  65                 YES    0.7892640000E-02    0.8307539000E-01
                  66                 YES   -0.6351360000E-02    0.5229117000E-01
