               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.0000000000E+00    0.0000000000E+00
                   2                 YES   -0.1880000000E-01   -0.4991000000E+00
                   3                 YES   -0.1016000000E+00   -0.6772000000E+00
                   4                 YES   -0.1024700000E+01   -0.6513000000E+00
                   5                 YES   -0.2191000000E+00   -0.5735000000E+00
                   6                 YES    0.5250000000E-01   -0.1295000000E+00
                   7                 YES   -0.1641000000E+00   -0.5157000000E+00
                   8                 YES   -0.1280000000E-01   -0.5612000000E+00
                   9                 YES   -0.9530000000E-01   -0.5969000000E+00
                  10                 YES   -0.9600000000E-02   -0.5588000000E+00
                  11                 YES   -0.1000000000E-01   -0.5295000000E+00
                  12                  NO    0.2000000000E-01   -0.4788000000E+00
                  13                 YES    0.3000000000E-03   -0.4778000000E+00
                  14                 YES   -0.2340000000E-01   -0.4593000000E+00
                  15                 YES   -0.7100000000E-02   -0.5885000000E+00
                  16                  NO    0.4270000000E-01   -0.7117000000E+00
                  17                 YES    0.3410000000E-01    0.4656000000E+00
                  18                 YES   -0.2150000000E-01   -0.4989000000E+00
                  19                 YES   -0.7230000000E-01   -0.7533000000E+00
                  20                 YES   -0.1174000000E+00   -0.6994000000E+00
                  21                 YES   -0.2675000000E+00   -0.7987000000E+00
                  22                 YES   -0.3526000000E+00   -0.6971000000E+00
                  23                 YES   -0.2247000000E+00   -0.7197000000E+00
                  24                 YES   -0.1346000000E+00   -0.7433000000E+00
                  25                  NO    0.1011000000E+00   -0.6455000000E+00
                  26                 YES   -0.2564000000E+00   -0.6282000000E+00
                  27                 YES   -0.2080000000E+00   -0.5307000000E+00
                  28                  NO    0.3357000000E+00   -0.4343000000E+00
                  29                 YES    0.6910000000E-01    0.3578000000E+00
                  30                 YES    0.1960000000E-01    0.4820000000E-01
                  31                  NO    0.1641000000E+00   -0.6369000000E+00
                  32                  NO    0.2628000000E+00   -0.5571000000E+00
                  33                 YES   -0.3420000000E-01   -0.5793000000E+00
                  34                 YES   -0.3230000000E-01   -0.6207000000E+00
                  35                 YES   -0.5965000000E+00   -0.6529000000E+00
                  36                 YES   -0.1250000000E-01   -0.5162000000E+00
                  37                 YES   -0.6820000000E-01   -0.9755000000E+00
                  38                 YES    0.9710000000E-01   -0.9244000000E+00
                  39                  NO    0.6340000000E-01   -0.2628000000E+00
                  40                 YES    0.9777000000E+00   -0.2628000000E+00
                  41                  NO    0.4390000000E-01   -0.3476000000E+00
                  42                  NO    0.4000000000E-02   -0.6585000000E+00
                  43                 YES    0.1100000000E+00   -0.8219000000E+00
                  44                 YES    0.4243000000E+00   -0.8756000000E+00
                  45                  NO    0.3090000000E-01   -0.6601000000E+00
                  46                  NO    0.2120000000E-01   -0.5108000000E+00
                  47                 YES    0.5650000000E-01   -0.7381000000E+00
                  48                 YES    0.6110000000E-01   -0.8598000000E+00
                  49                 YES    0.2291000000E+00   -0.6113000000E+00
                  50                  NO    0.1000000000E-03   -0.5755000000E+00
                  51                 YES    0.9620000000E-01   -0.1587600000E+01
                  52                 YES    0.9800000000E-02   -0.1000000000E+01
                  53                 YES   -0.1450000000E-01   -0.8845000000E+00
                  54                 YES    0.2201000000E+00   -0.7820000000E+00
                  55                 YES    0.3318000000E+00   -0.3177000000E+00
                  56                  NO    0.2006000000E+00   -0.4279000000E+00
                  57                 YES    0.3635000000E+00   -0.6875000000E+00
                  58                 YES    0.3403000000E+00   -0.4358000000E+00
                  59                 YES    0.1493000000E+00   -0.1471000000E+01
                  60                 YES    0.1194000000E+00   -0.7061000000E+00
                  61                  NO    0.2600000000E-01   -0.6759000000E+00
                  62                  NO    0.2045000000E+00   -0.5023000000E+00
                  63                 YES    0.3931000000E+00   -0.5210000000E+00
                  64                 YES    0.3381000000E+00   -0.6720000000E+00
                  65                 YES    0.3644000000E+00   -0.3853000000E+00
                  66                  NO    0.3270000000E-01   -0.4220000000E+00
