               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.1985750000E-01   -0.5670000000E-01
                   2                 YES   -0.7620964000E-01   -0.5662000000E+00
                   3                 YES    0.1810000000E-01   -0.2000000000E-03
                   4                 YES   -0.1830631000E-01   -0.2679000000E+00
                   5                 YES   -0.1383915000E-01   -0.3240000000E+00
                   6                 YES   -0.1243168000E+00   -0.5807000000E+00
                   7                 YES   -0.2493816000E-01   -0.8023000000E+00
                   8                 YES   -0.1812942000E+00   -0.8026000000E+00
                   9                 YES   -0.5025540000E-02   -0.4359000000E+00
                  10                 YES   -0.4682295000E-01   -0.4801000000E+00
                  11                 YES   -0.5909346000E-01   -0.6691000000E+00
                  12                 YES   -0.5592400000E-01   -0.5722000000E+00
                  13                 YES   -0.2249258000E-01   -0.5976000000E+00
                  14                 YES   -0.2602335000E-01   -0.7475000000E+00
                  15                 YES   -0.2949016000E-01   -0.6883000000E+00
                  16                 YES   -0.2902725000E-01   -0.1003000000E+01
                  17                 YES   -0.4275531000E-01   -0.1064900000E+01
                  18                 YES    0.1984794000E-01    0.4784000000E+00
                  19                 YES   -0.2601356000E-01   -0.5022000000E+00
                  20                 YES   -0.1538250000E-01   -0.3141000000E+00
                  21                 YES   -0.7113824000E-01   -0.5300000000E+00
                  22                 YES   -0.1467247600E+00   -0.6727000000E+00
                  23                 YES   -0.1561140000E+00   -0.2668000000E+00
                  24                 YES    0.1388872000E-01   -0.3496000000E+00
                  25                 YES   -0.1141115500E+00   -0.8751000000E+00
                  26                 YES    0.0000000000E+00   -0.3362000000E+00
                  27                  NO   -0.8723040000E-02   -0.5842000000E+00
                  28                 YES   -0.7626384000E-01   -0.1093000000E+00
                  29                  NO   -0.4657600000E-02   -0.7101000000E+00
                  30                 YES   -0.1573344000E-01   -0.4179000000E+00
                  31                 YES    0.9601550000E-02    0.4305000000E+00
                  32                  NO   -0.2246400000E-03   -0.4824000000E+00
                  33                 YES    0.1689600000E-01   -0.8900000000E-02
                  34                 YES    0.2236572000E-01   -0.2974000000E+00
                  35                 YES   -0.9096000000E-01   -0.7422000000E+00
                  36                 YES   -0.2010270000E-01   -0.2830000000E+00
                  37                 YES   -0.5986000000E-03   -0.7659000000E+00
                  38                 YES    0.1186800000E-01   -0.7933000000E+00
                  39                 YES    0.1973432000E-01   -0.7431000000E+00
                  40                 YES    0.2204436000E-01   -0.8452000000E+00
                  41                 YES    0.1973432000E-01   -0.7431000000E+00
                  42                  NO   -0.8052300000E-03   -0.5478000000E+00
                  43                  NO    0.7338500000E-03   -0.5354000000E+00
                  44                 YES    0.4451232000E+00   -0.1504300000E+01
                  45                 YES   -0.1131057000E-01   -0.8353000000E+00
                  46                 YES    0.9710080000E-02   -0.5857000000E+00
                  47                 YES    0.4475840000E-01   -0.3567000000E+00
                  48                  NO   -0.1377248000E-01   -0.5799000000E+00
                  49                 YES    0.9494280000E-02   -0.1008900000E+01
                  50                 YES   -0.2509850000E-01   -0.1138600000E+01
                  51                 YES   -0.8887050000E-02   -0.8287000000E+00
                  52                 YES    0.3769029000E-01   -0.8768000000E+00
                  53                 YES    0.2566573800E+00   -0.1197700000E+01
                  54                 YES    0.5113374000E-01   -0.3193000000E+00
                  55                 YES    0.2454516300E+00   -0.9204000000E+00
                  56                  NO   -0.1320186000E-01   -0.8036000000E+00
                  57                 YES    0.2561561600E+00   -0.1196100000E+01
                  58                 YES   -0.1407605000E-01   -0.9852000000E+00
                  59                  NO   -0.5314400000E-02   -0.4581000000E+00
                  60                 YES    0.5688072000E-01   -0.2628000000E+00
                  61                 YES    0.7581500000E-01   -0.1938000000E+00
                  62                 YES    0.2606956800E+00   -0.9595000000E+00
                  63                 YES    0.2317688000E-01   -0.3494000000E+00
                  64                 YES    0.1313827500E+00   -0.6782000000E+00
                  65                 YES    0.7834125000E-01   -0.7073000000E+00
                  66                  NO   -0.9750620000E-02   -0.6693000000E+00
