               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.3587040000E-02   -0.1003600000E+01
                   2                  NO   -0.1792208000E-01   -0.6024000000E+00
                   3                 YES   -0.9879108000E-01   -0.4368000000E+00
                   4                 YES   -0.3340000000E-01   -0.9176000000E+00
                   5                 YES   -0.6938360000E-01   -0.6809000000E+00
                   6                 YES   -0.2402967000E+00   -0.1741000000E+00
                   7                  NO   -0.9667350000E-02   -0.3140000000E-01
                   8                  NO   -0.6589721000E-01   -0.3310000000E-01
                   9                 YES   -0.1710240900E+00   -0.3571000000E+00
                  10                  NO   -0.3929635000E-01    0.5960000000E-01
                  11                  NO   -0.4617540000E-01   -0.2719000000E+00
                  12                 YES   -0.1404999400E+00   -0.4050000000E-01
                  13                 YES   -0.1375397500E+00   -0.7270000000E-01
                  14                 YES   -0.1235343800E+00   -0.1666000000E+00
                  15                 YES   -0.8255688000E-01   -0.1152000000E+00
                  16                 YES   -0.8316264000E-01   -0.1456000000E+00
                  17                 YES   -0.7162836000E-01    0.2131000000E+00
                  18                 YES   -0.7767578000E-01    0.2698000000E+00
                  19                  NO   -0.1884475000E-01   -0.3839000000E+00
                  20                 YES   -0.9783360000E-01   -0.1809000000E+00
                  21                 YES   -0.8974875000E-01   -0.4500000000E+00
                  22                 YES   -0.1450848100E+00   -0.5893000000E+00
                  23                  NO    0.0000000000E+00   -0.3057000000E+00
                  24                 YES   -0.1424224800E+00   -0.1806000000E+00
                  25                 YES   -0.1541083600E+00    0.2194000000E+00
                  26                 YES   -0.6697152000E-01   -0.3381000000E+00
                  27                 YES   -0.6217578000E-01   -0.3051000000E+00
                  28                 YES   -0.2390332500E+00   -0.2962000000E+00
                  29                  NO   -0.5461932000E-01   -0.1036000000E+00
                  30                 YES   -0.7366134000E-01   -0.2581000000E+00
                  31                  NO    0.3967584000E-01   -0.6925000000E+00
                  32                  NO   -0.2292250000E-01    0.7490000000E-01
                  33                  NO    0.1859026000E-01   -0.3209000000E+00
                  34                 YES   -0.1332954000E+00   -0.2610000000E+00
                  35                 YES   -0.1439633800E+00   -0.3963000000E+00
                  36                 YES   -0.3557333500E+00   -0.1410000000E+00
                  37                  NO   -0.3867540000E-01   -0.3589000000E+00
                  38                 YES   -0.2097956000E-01    0.2410000000E+00
                  39                 YES   -0.2097956000E-01    0.2410000000E+00
                  40                 YES   -0.5477928000E-01    0.7987000000E+00
                  41                  NO   -0.7644780000E-01   -0.1382000000E+00
                  42                  NO   -0.2064510000E-01   -0.1370000000E-01
                  43                 YES   -0.4497325000E-01    0.2757000000E+00
                  44                 YES   -0.5271717000E-01    0.3370000000E+00
                  45                 YES   -0.5587800000E-01    0.5281000000E+00
                  46                 YES    0.3277260000E-01   -0.4741000000E+00
                  47                  NO   -0.6582303000E-01   -0.2494000000E+00
                  48                 YES   -0.2140996000E-01    0.3187000000E+00
                  49                 YES    0.1305395000E-01    0.3498000000E+00
                  50                 YES    0.1660000000E-03    0.4662000000E+00
                  51                 YES    0.1034748000E-01   -0.4600000000E-01
                  52                 YES    0.3956172000E-01   -0.7049000000E+00
                  53                 YES    0.3235678000E-01   -0.3932000000E+00
                  54                 YES    0.3505970000E-01   -0.1268000000E+01
                  55                 YES   -0.5976824000E-01    0.2214000000E+00
                  56                 YES    0.3779223000E-01   -0.8066000000E+00
                  57                  NO   -0.6442332000E-01    0.1962000000E+00
                  58                 YES    0.6883380000E-02    0.3971000000E+00
                  59                  NO   -0.5939120000E-01    0.1966000000E+00
                  60                 YES   -0.2937012000E-01    0.2044000000E+00
                  61                 YES    0.4164139000E-01   -0.6068000000E+00
                  62                 YES    0.3624640000E-01   -0.1114500000E+01
                  63                 YES    0.2800441000E-01   -0.3326000000E+00
                  64                 YES    0.8741725000E-01   -0.1315000000E+00
                  65                 YES    0.4199202000E-01   -0.1467000000E+00
                  66                 YES   -0.6000384000E-01    0.3449000000E+00
