               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.2170000000E-01    0.2170000000E-01
                   2                 YES    0.1500000000E-02   -0.4526000000E+00
                   3                 YES   -0.5198960000E-01   -0.4619000000E+00
                   4                  NO    0.2146960000E-02   -0.8631000000E+00
                   5                  NO   -0.5201440000E-02   -0.8692000000E+00
                   6                  NO   -0.1118380000E-01   -0.1004400000E+01
                   7                 YES   -0.1917828000E-01   -0.7421000000E+00
                   8                 YES   -0.8805256000E-01   -0.8559000000E+00
                   9                 YES   -0.1905556000E-01   -0.2985000000E+00
                  10                 YES   -0.5787152000E-01   -0.9548000000E+00
                  11                 YES   -0.6111196000E-01   -0.8884000000E+00
                  12                 YES   -0.2698176000E-01   -0.7270000000E+00
                  13                  NO   -0.1574944000E-01   -0.9298000000E+00
                  14                 YES   -0.4033540000E-01   -0.1115900000E+01
                  15                 YES   -0.3888526000E-01   -0.1402400000E+01
                  16                 YES   -0.5832837000E-01   -0.1508000000E+01
                  17                 YES   -0.3970700000E-01   -0.8077000000E+00
                  18                 YES   -0.1026401100E+00   -0.5724000000E+00
                  19                 YES   -0.1826272100E+00   -0.6355000000E+00
                  20                 YES   -0.3323376000E+00   -0.4020000000E+00
                  21                  NO    0.6858377000E-01   -0.3518000000E+00
                  22                 YES   -0.6538386000E-01   -0.9282000000E+00
                  23                 YES   -0.8225280000E-01   -0.9704000000E+00
                  24                 YES   -0.4077720000E-01   -0.7356000000E+00
                  25                  NO   -0.2861859000E-01   -0.9281000000E+00
                  26                  NO   -0.1545136000E-01   -0.1025600000E+01
                  27                 YES   -0.4027994000E-01   -0.8414000000E+00
                  28                 YES    0.0000000000E+00   -0.6196000000E+00
                  29                  NO   -0.1420320000E-02   -0.1077300000E+01
                  30                 YES   -0.2386717000E-01   -0.4097000000E+00
                  31                  NO    0.5325852000E-01   -0.3760000000E+00
                  32                 YES   -0.6369250000E-01   -0.8433000000E+00
                  33                 YES   -0.7983099000E-01   -0.8384000000E+00
                  34                 YES   -0.4423328000E-01   -0.7305000000E+00
                  35                 YES   -0.2000199600E+00   -0.9553000000E+00
                  36                 YES   -0.8758496000E-01   -0.8123000000E+00
                  37                 YES   -0.1179468000E-01   -0.1671900000E+01
                  38                  NO   -0.3466022000E-01   -0.1107300000E+01
                  39                 YES   -0.1822400000E-03   -0.1104700000E+01
                  40                 YES    0.3612600000E-03   -0.1204800000E+01
                  41                 YES   -0.1822400000E-03   -0.1104700000E+01
                  42                 YES   -0.1041100000E-02   -0.1407700000E+01
                  43                  NO   -0.5940000000E-02   -0.6929000000E+00
                  44                  NO   -0.2898350000E-01   -0.1024800000E+01
                  45                  NO   -0.3269950000E-02   -0.9239000000E+00
                  46                 YES    0.2548051800E+00   -0.8184000000E+00
                  47                 YES   -0.1249026000E-01   -0.1339900000E+01
                  48                 YES   -0.1344336000E-01   -0.1279200000E+01
                  49                 YES   -0.1095540000E-01   -0.1501300000E+01
                  50                 YES    0.6730056000E-01   -0.4356000000E+00
                  51                  NO   -0.2820246000E-01   -0.8913000000E+00
                  52                  NO   -0.2757480000E-02   -0.7181000000E+00
                  53                 YES   -0.1669039000E-01   -0.1432700000E+01
                  54                 YES    0.2091804000E-01   -0.1064100000E+01
                  55                  NO    0.5289420000E-01   -0.3574000000E+00
                  56                 YES    0.1632845500E+00   -0.2384000000E+00
                  57                 YES   -0.4017200000E-02   -0.1257200000E+01
                  58                  NO    0.1362240000E-01   -0.7025000000E+00
                  59                  NO    0.9327900000E-02   -0.6168000000E+00
                  60                  NO   -0.1904860000E-01   -0.1050200000E+01
                  61                 YES    0.7524829000E-01   -0.4020000000E+00
                  62                 YES   -0.8650320000E-02   -0.1234100000E+01
                  63                 YES    0.1292862900E+00   -0.1560000000E+00
                  64                 YES    0.7847622000E-01   -0.4564000000E+00
                  65                  NO    0.2094532000E-01   -0.6471000000E+00
                  66                 YES   -0.4044030000E-02   -0.1117000000E+01
