               index         classified?        descriptor_1        descriptor_2
                   1                  NO    0.1972425000E-01    0.1419200000E+01
                   2                 YES   -0.3570465694E-01    0.1578600000E+01
                   3                  NO    0.1809638000E-01    0.1453500000E+01
                   4                 YES   -0.1827548417E-01    0.1731400000E+01
                   5                 YES   -0.6625625188E-01    0.1654300000E+01
                   6                  NO   -0.2347682688E-02    0.1573000000E+01
                   7                 YES   -0.5078446350E-01    0.1383200000E+01
                   8                  NO    0.1953512000E-02    0.1520400000E+01
                   9                 YES   -0.1734364310E-01    0.1568100000E+01
                  10                 YES   -0.5151249871E-01    0.1496500000E+01
                  11                 YES   -0.1592032198E-01    0.1353100000E+01
                  12                 YES   -0.2213473200E-01    0.2196200000E+01
                  13                 YES   -0.2529916480E-01    0.1884800000E+01
                  14                 YES   -0.1115502388E-01    0.2017500000E+01
                  15                  NO   -0.2476236672E-02    0.1657300000E+01
                  16                 YES   -0.1069763062E-01    0.1669500000E+01
                  17                 YES   -0.7073534160E-02    0.1741500000E+01
                  18                  NO   -0.3121750125E-02    0.1984600000E+01
                  19                 YES   -0.1525980720E-01    0.1930900000E+01
                  20                 YES   -0.6569919076E-02    0.1626800000E+01
                  21                 YES   -0.1153876147E+00    0.1397400000E+01
                  22                  NO    0.2891303424E-02    0.1826300000E+01
                  23                 YES   -0.2615003174E-01    0.1836300000E+01
                  24                 YES   -0.1341970320E-01    0.1925200000E+01
                  25                 YES   -0.5427540266E-01    0.1678400000E+01
                  26                  NO   -0.1994093220E-02    0.1722800000E+01
                  27                 YES   -0.1067622898E-01    0.2174500000E+01
                  28                  NO    0.0000000000E+00    0.1549600000E+01
                  29                  NO    0.4065020400E-02    0.1884900000E+01
                  30                  NO    0.0000000000E+00    0.1837300000E+01
                  31                  NO    0.1108827878E-01    0.1485200000E+01
                  32                  NO    0.7471227348E-02    0.1831300000E+01
                  33                 YES   -0.3293760000E-01    0.1721500000E+01
                  34                 YES   -0.4850754948E-01    0.1780100000E+01
                  35                 YES   -0.1080780926E-01    0.2157400000E+01
                  36                 YES   -0.9211064100E-01    0.1746800000E+01
                  37                  NO   -0.9394740000E-04    0.1865400000E+01
                  38                 YES    0.2235601864E-02    0.1163100000E+01
                  39                 YES    0.2933254584E-02    0.1297300000E+01
                  40                 YES    0.2235601864E-02    0.1163100000E+01
                  41                 YES   -0.2149074000E-04    0.1364400000E+01
                  42                 YES   -0.2323267650E-02    0.1369100000E+01
                  43                 YES   -0.1042696200E-01    0.3081500000E+01
                  44                 YES    0.2590569800E-03    0.2008100000E+01
                  45                 YES    0.4826403754E-01    0.2000700000E+01
                  46                  NO   -0.2610076066E-02    0.1832500000E+01
                  47                 YES    0.6135091200E-02    0.1956900000E+01
                  48                  NO   -0.3742695440E-03    0.1628400000E+01
                  49                 YES    0.2325005760E-01    0.1785000000E+01
                  50                 YES   -0.7810511445E-02    0.2380200000E+01
                  51                 YES    0.3961295496E-02    0.2053100000E+01
                  52                 YES   -0.5417915570E-02    0.2539700000E+01
                  53                 YES    0.8614146816E-02    0.2095900000E+01
                  54                 YES    0.1995149324E-01    0.1831400000E+01
                  55                 YES    0.1501651113E+00    0.1813200000E+01
                  56                  NO   -0.1087232640E-02    0.1835900000E+01
                  57                 YES    0.2979415373E-01    0.1544600000E+01
                  58                 YES   -0.1161887950E-02    0.2250000000E+01
                  59                 YES    0.1779332544E-01    0.1978200000E+01
                  60                 YES   -0.1914818080E-02    0.2080400000E+01
                  61                 YES    0.3130299728E-01    0.2050100000E+01
                  62                 YES    0.3937356164E-01    0.1611100000E+01
                  63                 YES    0.1112593870E+00    0.1903300000E+01
                  64                 YES    0.8590850802E-02    0.2014800000E+01
                  65                 YES    0.9375423520E-02    0.1953800000E+01
                  66                 YES   -0.7927762590E-03    0.2102200000E+01
