               index         classified?        descriptor_1
                   1                  NO    0.0000000000E+00
                   2                  NO   -0.5750000000E-01
                   3                 YES   -0.2795000000E+00
                   4                  NO   -0.3160000000E-01
                   5                  NO   -0.5180000000E-01
                   6                 YES   -0.9630000000E-01
                   7                  NO    0.1144000000E+00
                   8                 YES   -0.1014000000E+00
                   9                  NO    0.3478000000E+00
                  10                  NO    0.1333000000E+00
                  11                 YES   -0.1071000000E+00
                  12                 YES   -0.1140000000E+00
                  13                 YES   -0.3193000000E+00
                  14                  NO    0.1723000000E+00
                  15                 YES   -0.7148000000E+00
                  16                  NO    0.1946000000E+00
                  17                  NO    0.4044000000E+00
                  18                  NO    0.4468000000E+00
                  19                  NO    0.6174000000E+00
                  20                  NO    0.6214000000E+00
                  21                  NO    0.2210000000E+00
                  22                 YES   -0.3294000000E+00
                  23                 YES   -0.3583000000E+00
                  24                 YES   -0.7536000000E+00
                  25                  NO    0.5600000000E-02
                  26                 YES   -0.9070000000E-01
                  27                  NO   -0.5800000000E-02
                  28                 YES   -0.1013600000E+01
                  29                  NO    0.4457000000E+00
                  30                  NO    0.4288000000E+00
                  31                  NO    0.4156000000E+00
                  32                  NO    0.3840000000E+00
                  33                 YES   -0.5620000000E+00
                  34                 YES   -0.9818000000E+00
                  35                 YES   -0.1114200000E+01
                  36                 YES   -0.8697000000E+00
                  37                 YES    0.6230000000E+00
                  38                  NO    0.1393000000E+00
                  39                 YES    0.8337000000E+00
                  40                 YES    0.8115000000E+00
                  41                 YES    0.8337000000E+00
                  42                 YES    0.8529000000E+00
                  43                  NO    0.2645000000E+00
                  44                  NO    0.2812000000E+00
                  45                  NO    0.7280000000E-01
                  46                  NO    0.1875000000E+00
                  47                  NO    0.6098000000E+00
                  48                  NO    0.1074000000E+00
                  49                  NO    0.4889000000E+00
                  50                  NO    0.5827000000E+00
                  51                  NO   -0.6450000000E-01
                  52                  NO    0.1091000000E+00
                  53                  NO    0.3952000000E+00
                  54                  NO    0.3522000000E+00
                  55                  NO    0.5160000000E-01
                  56                 YES    0.6278000000E+00
                  57                  NO    0.3060000000E+00
                  58                  NO   -0.8940000000E-01
                  59                  NO    0.3068000000E+00
                  60                  NO    0.2140000000E-01
                  61                 YES    0.9031000000E+00
                  62                  NO   -0.7500000000E-02
                  63                  NO   -0.3830000000E-01
                  64                  NO    0.5414000000E+00
                  65                 YES    0.1438000000E+01
                  66                 YES    0.6355000000E+00
