               index         classified?        descriptor_1        descriptor_2
                   1                 YES   -0.9783000000E+00   -0.1000000000E+01
                   2                 YES   -0.6567340000E+00   -0.5742120900E+00
                   3                 YES    0.3700844015E-01    0.3679830000E+00
                   4                 YES   -0.8322918683E+00   -0.6529353700E+00
                   5                 YES   -0.5731409489E+00   -0.3113911800E+00
                   6                 YES   -0.4143495209E+00    0.1228200000E-03
                   7                 YES   -0.4913045729E-01    0.5518260000E-01
                   8                 YES    0.4227123600E-02    0.2737476000E+00
                   9                 YES   -0.2642948984E+00   -0.3845786000E+00
                  10                 YES   -0.1427550201E+00   -0.2454324000E+00
                  11                 YES    0.9547604300E-02    0.1850342600E+00
                  12                 YES    0.8144574552E-02    0.3356022400E+00
                  13                 YES    0.1068276338E-01    0.2068441200E+00
                  14                  NO   -0.3342678461E-01   -0.7272000000E-04
                  15                 YES   -0.1699438991E+00   -0.2713794300E+00
                  16                 YES   -0.3185689704E+00   -0.4097317500E+00
                  17                 YES   -0.2020723582E+00   -0.3491837800E+00
                  18                 YES   -0.1274893244E+00   -0.2624230700E+00
                  19                  NO   -0.4082483416E-01   -0.1153950600E+00
                  20                  NO   -0.9638829816E-02    0.1482000000E-03
                  21                 YES   -0.3082325114E+00   -0.4280528800E+00
                  22                 YES    0.3466417263E-01    0.4045212000E+00
                  23                 YES    0.2700131328E-01    0.3794737000E+00
                  24                 YES    0.0000000000E+00    0.4580671500E+00
                  25                 YES    0.4346153505E-01    0.2458647000E+00
                  26                 YES    0.1251915304E-01    0.4108348400E+00
                  27                 YES    0.3302502912E-01    0.2764416000E+00
                  28                  NO    0.4855056384E-01    0.1306791800E+00
                  29                 YES   -0.2233028912E+00   -0.3423470200E+00
                  30                  NO    0.0000000000E+00   -0.2129616000E-01
                  31                 YES   -0.1991727648E+00   -0.3918989600E+00
                  32                 YES   -0.1364345202E+00   -0.1807310600E+00
                  33                 YES    0.6839321346E-01    0.3177068400E+00
                  34                 YES   -0.4908585750E-03    0.1127401000E+00
                  35                 YES   -0.1697888573E-01    0.1300520700E+00
                  36                 YES   -0.1788396897E+00   -0.1914259500E+00
                  37                  NO   -0.7337265408E-02    0.8828280000E-02
                  38                 YES    0.7966109214E-01    0.5909715000E-01
                  39                 YES   -0.9241107017E-01   -0.7784551400E+00
                  40                 YES   -0.9494939180E-01   -0.6528964400E+00
                  41                 YES   -0.8550344521E-01   -0.7150977000E+00
                  42                 YES   -0.1336298975E-01   -0.4000825200E+00
                  43                  NO   -0.1508669250E-02    0.1562335000E-01
                  44                  NO   -0.1120870952E+00   -0.2242068000E+00
                  45                 YES    0.6020968553E-01    0.2214389600E+00
                  46                 YES    0.6254378650E-01    0.2028117000E+00
                  47                 YES   -0.8525149776E-01   -0.2162563200E+00
                  48                  NO   -0.1188750380E+00   -0.1394567800E+00
                  49                  NO   -0.1254870439E+00   -0.2341012800E+00
                  50                  NO   -0.4998789990E-01   -0.1075344000E+00
                  51                 YES    0.4392610268E-01    0.3179966000E-01
                  52                 YES   -0.3169999008E-01   -0.1002745200E+00
                  53                  NO    0.1925103934E-01    0.9226380000E-01
                  54                 YES    0.5138435139E-01    0.1205573500E+00
                  55                 YES    0.2240338816E-01   -0.5868940000E-02
                  56                 YES   -0.2605195008E-01   -0.3191018400E+00
                  57                 YES    0.8088030720E-02   -0.7466184000E-01
                  58                 YES    0.6002913656E-01    0.1641189000E+00
                  59                  NO   -0.4700847456E-01   -0.9577224000E-01
                  60                 YES   -0.2076151869E-01   -0.1520838000E+00
                  61                 YES    0.4155496814E-01   -0.4873687000E-01
                  62                 YES    0.4125440903E-01    0.9616020000E-02
                  63                 YES    0.5111607992E-01    0.1019358400E+00
                  64                 YES   -0.4666107600E-03   -0.2434675800E+00
                  65                 YES   -0.2165665248E-02   -0.1661903500E+00
                  66                 YES   -0.2622295431E-01   -0.3202830800E+00
