               index         classified?        descriptor_1        descriptor_2
                   1                 YES   -0.2170000000E-01   -0.2122911000E-01
                   2                  NO    0.1300000000E-02   -0.5551900000E-01
                   3                 YES    0.1529694000E-01   -0.1747782000E-01
                   4                 YES    0.5458908000E-01    0.0000000000E+00
                   5                 YES    0.5389461000E-01   -0.4468632000E-01
                   6                 YES    0.1344397600E+00   -0.1018289700E+00
                   7                 YES   -0.1781520000E-02   -0.3911904000E-01
                   8                 YES    0.9593640000E-01   -0.2492061000E+00
                   9                 YES    0.1365660000E-01   -0.6117426000E-01
                  10                 YES    0.2733192000E-01   -0.1918190100E+00
                  11                 YES    0.7576816000E-01   -0.2459184000E+00
                  12                 YES    0.9926628000E-01   -0.2495428000E+00
                  13                 YES    0.6362216000E-01   -0.1136735600E+00
                  14                 YES    0.3898895000E-01   -0.1167909600E+00
                  15                 YES    0.3191112000E-01   -0.1014865600E+00
                  16                  NO    0.1906744000E-01   -0.1035055200E+00
                  17                  NO    0.1296198000E-01   -0.1091625600E+00
                  18                  NO    0.1363407000E-01   -0.1085744000E+00
                  19                 YES    0.3587920000E-02    0.1937660000E-01
                  20                 YES    0.1233654300E+00   -0.2336182500E+00
                  21                 YES    0.1231008900E+00   -0.2229383700E+00
                  22                 YES    0.2084302000E+00   -0.2340492000E+00
                  23                 YES   -0.5933390000E-01    0.0000000000E+00
                  24                 YES    0.7508328000E-01   -0.2439441000E+00
                  25                 YES    0.9384960000E-01   -0.2413437600E+00
                  26                 YES    0.5307240000E-01   -0.2347579000E+00
                  27                 YES    0.2528929200E+00   -0.2247119200E+00
                  28                 YES    0.4693608000E-01   -0.1185617800E+00
                  29                  NO    0.0000000000E+00   -0.1438497900E+00
                  30                 YES    0.4648320000E-02    0.2263514000E-01
                  31                  NO   -0.6729844000E-01   -0.1331370000E-01
                  32                 YES    0.7362050000E-01   -0.2363981500E+00
                  33                 YES    0.9137805000E-01   -0.2308769800E+00
                  34                 YES    0.5367264000E-01   -0.1981075000E+00
                  35                 YES    0.2149140000E+00   -0.1680826200E+00
                  36                 YES    0.9583904000E-01   -0.1225365300E+00
                  37                  NO    0.1338660000E-01   -0.7934839000E-01
                  38                  NO    0.1966572000E-01   -0.1152243000E+00
                  39                  NO    0.4669900000E-03   -0.4774476000E-01
                  40                  NO   -0.1338000000E-04   -0.5372820000E-01
                  41                  NO    0.4669900000E-03   -0.4166988000E-01
                  42                  NO    0.1206400000E-02   -0.7498426000E-01
                  43                 YES    0.8555250000E-02   -0.2432295000E+00
                  44                 YES   -0.4793250000E-01   -0.1754665600E+00
                  45                 YES    0.1342603000E-01   -0.2487042000E+00
                  46                 YES   -0.4874142000E-01   -0.1102104600E+00
                  47                 YES    0.1527940000E-01   -0.1858157200E+00
                  48                  NO    0.1560390000E-01   -0.7094794000E-01
                  49                  NO    0.1269295000E-01   -0.7799832000E-01
                  50                  NO    0.3311220000E-01   -0.1111182800E+00
                  51                 YES    0.1232510000E-01   -0.2487177000E+00
                  52                  NO    0.2361673000E-01   -0.1067769600E+00
                  53                 YES    0.1965303000E-01   -0.2261456000E+00
                  54                 YES   -0.1620740000E-01   -0.2498328000E+00
                  55                 YES   -0.1524920000E-02   -0.1430844600E+00
                  56                 YES   -0.4226760000E-01   -0.2163061000E+00
                  57                 YES   -0.1458226000E+00   -0.1248377900E+00
                  58                 YES   -0.2715612000E-01   -0.1350823500E+00
                  59                 YES    0.2485748000E-01   -0.1947159500E+00
                  60                 YES   -0.6387420000E-01   -0.2470542800E+00
                  61                 YES    0.1169094000E-01   -0.2210697900E+00
                  62                 YES   -0.1040842700E+00    0.2181529000E-01
                  63                 YES   -0.6602994000E-01   -0.1420333200E+00
                  64                 YES   -0.1958420000E-01   -0.2190699500E+00
                  65                 YES   -0.8358960000E-02   -0.2312132400E+00
                  66                 YES    0.5177020000E-02   -0.1782740400E+00
