               index         classified?        descriptor_1        descriptor_2
                   1                 YES   -0.9964000000E+00    0.1000000000E+01
                   2                 YES   -0.7170000000E+00    0.9425000000E+00
                   3                 YES    0.1803369400E+00    0.1967000000E+00
                   4                 YES   -0.8791241400E+00    0.9682000000E+00
                   5                 YES   -0.4818518100E+00    0.9036000000E+00
                   6                 YES   -0.8880326000E-01    0.6513000000E+00
                   7                 YES   -0.2085977200E+00    0.9682000000E+00
                   8                  NO   -0.5713088000E-01    0.7253000000E+00
                   9                 YES    0.1906320000E-01    0.1806000000E+00
                  10                 YES   -0.3028618000E+00    0.9098000000E+00
                  11                 YES    0.2964676000E-01    0.2725000000E+00
                  12                 YES    0.9858812000E-01    0.1051000000E+00
                  13                 YES   -0.6788586000E-01    0.5524000000E+00
                  14                 YES   -0.2384233600E+00    0.4083000000E+00
                  15                 YES   -0.1992432000E+00    0.6980000000E-01
                  16                 YES   -0.1380379000E+00   -0.2048000000E+00
                  17                 YES   -0.3906517800E+00    0.8432000000E+00
                  18                 YES   -0.2475670400E+00    0.8468000000E+00
                  19                 YES   -0.2486962500E+00    0.8784000000E+00
                  20                 YES   -0.1896533800E+00    0.8193000000E+00
                  21                 YES   -0.3700683200E+00    0.8617000000E+00
                  22                 YES   -0.3053250000E+00    0.8190000000E+00
                  23                 YES    0.2061986100E+00    0.1619000000E+00
                  24                 YES    0.2549428800E+00    0.0000000000E+00
                  25                 YES    0.1623002400E+00    0.2647000000E+00
                  26                 YES    0.8427098000E-01    0.1419000000E+00
                  27                  NO    0.7944960000E-01    0.3782000000E+00
                  28                 YES   -0.1549673300E+00   -0.1094000000E+00
                  29                 YES   -0.8694154000E-01    0.1325000000E+00
                  30                  NO    0.0000000000E+00    0.4288000000E+00
                  31                 YES   -0.2436494400E+00    0.8460000000E+00
                  32                 YES   -0.1694616900E+00    0.8623000000E+00
                  33                 YES   -0.4591700000E-01    0.1067000000E+00
                  34                 YES   -0.9333150000E-02    0.1190000000E+00
                  35                 YES   -0.1919153600E+00    0.6464000000E+00
                  36                 YES   -0.2660221200E+00    0.3702000000E+00
                  37                 YES   -0.1500264000E-01    0.8642000000E+00
                  38                 YES    0.1801307000E+00    0.8467000000E+00
                  39                 YES   -0.9963972000E-01    0.9476000000E+00
                  40                 YES   -0.1030661400E+00    0.9453000000E+00
                  41                 YES   -0.9244124000E-01    0.9476000000E+00
                  42                 YES   -0.1577600000E-01    0.8819000000E+00
                  43                  NO   -0.5329500000E-02    0.3470000000E+00
                  44                 YES    0.1247582100E+00    0.4575000000E+00
                  45                 YES   -0.1061438200E+00    0.1177000000E+01
                  46                 YES   -0.1506376500E+00    0.8890000000E+00
                  47                 YES   -0.6440715000E-01    0.8772000000E+00
                  48                 YES    0.8755452000E-01    0.4671000000E+00
                  49                 YES   -0.6613774000E-01    0.1526900000E+01
                  50                 YES    0.2326457000E-01    0.1781400000E+01
                  51                 YES    0.3387881000E-01    0.1189600000E+01
                  52                  NO    0.5514100000E-03    0.4284000000E+00
                  53                 YES    0.2396882400E+00    0.4128000000E+00
                  54                 YES   -0.3811392000E-01    0.7110000000E+00
                  55                  NO    0.1835628000E-01    0.4224000000E+00
                  56                 YES   -0.4585750000E-01    0.8158000000E+00
                  57                 YES   -0.8385696000E-01    0.1579400000E+01
                  58                 YES    0.1289569000E+00    0.4376000000E+00
                  59                  NO   -0.7619440000E-01    0.6840000000E+00
                  60                  NO   -0.4280692000E-01    0.5817000000E+00
                  61                 YES   -0.1458522000E-01    0.9494000000E+00
                  62                 YES    0.9114497000E-01    0.4358000000E+00
                  63                 YES    0.1361008800E+00    0.3658000000E+00
                  64                 YES   -0.1462480000E-02    0.6138000000E+00
                  65                  NO   -0.4969440000E-02    0.5076000000E+00
                  66                 YES   -0.3800065000E-01    0.7182000000E+00
