               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.3058250000E-01    0.5215963000E+00
                   2                 YES   -0.7611344000E-01   -0.6729156000E-01
                   3                 YES    0.1777239000E-01    0.9817036200E+00
                   4                 YES   -0.2090000000E-01    0.6080000000E+00
                   5                 YES    0.3950256000E-01    0.1788162000E+00
                   6                 YES   -0.2434848000E-01   -0.2341200000E-02
                   7                 YES   -0.1416545000E+00   -0.8994700000E-01
                   8                  NO    0.9297000000E-02   -0.2008152000E-01
                   9                  NO   -0.7557180000E-02    0.4208312000E-01
                  10                 YES   -0.6783504000E-01   -0.7801248000E-01
                  11                  NO   -0.6210000000E-02   -0.1371000000E-01
                  12                 YES   -0.1002503500E+00   -0.1776615500E+00
                  13                 YES   -0.8901100000E-01   -0.2309944000E-01
                  14                 YES   -0.3608176000E-01   -0.5136040000E-01
                  15                 YES   -0.1229872000E-01    0.1973104000E+00
                  16                  NO   -0.6882720000E-02    0.1447136000E-01
                  17                 YES   -0.4412352000E-01   -0.1628616000E+00
                  18                 YES    0.2530164000E-01    0.1321021000E+00
                  19                 YES   -0.3580652000E-01    0.1255887100E+00
                  20                 YES   -0.7036272000E-01   -0.6398442000E-01
                  21                 YES   -0.1219988000E+00   -0.8336460000E-01
                  22                 YES   -0.1944810000E+00    0.3845520000E-01
                  23                  NO    0.0000000000E+00    0.0000000000E+00
                  24                 YES   -0.1169595000E+00   -0.1955952000E+00
                  25                 YES   -0.1195463200E+00   -0.1991648800E+00
                  26                 YES   -0.3375034000E-01   -0.3923010000E-01
                  27                 YES   -0.1983100800E+00    0.9474376000E-01
                  28                  NO   -0.6475200000E-02   -0.4933920000E-01
                  29                 YES   -0.2779596000E-01    0.5807983000E-01
                  30                 YES   -0.1970352000E-01    0.4144160000E-01
                  31                  NO    0.1900800000E-02    0.1499850000E-02
                  32                  NO    0.2582253000E-01   -0.2544970000E-01
                  33                 YES   -0.9832000000E-01   -0.1067386500E+00
                  34                 YES   -0.1075178000E+00   -0.9549362000E-01
                  35                 YES   -0.4311110000E-01    0.4071200000E-01
                  36                 YES   -0.1110621100E+00    0.9042528000E-01
                  37                 YES   -0.1871855000E-01   -0.6726807700E+00
                  38                 YES    0.1400250000E-01   -0.1828503000E+00
                  39                 YES    0.2809632000E-01   -0.7251888000E-01
                  40                 YES    0.2809632000E-01   -0.7251888000E-01
                  41                 YES   -0.6332820000E-02   -0.3956635800E+00
                  42                  NO   -0.2539140000E-01   -0.8455420000E-01
                  43                 YES   -0.3513965000E-01   -0.1571630500E+00
                  44                 YES    0.3029000000E-02   -0.1968850000E+00
                  45                 YES   -0.2305547000E-01   -0.3545339200E+00
                  46                  NO    0.9637120000E-02    0.1301764100E+00
                  47                 YES    0.4835100000E-01   -0.1413075000E-01
                  48                  NO   -0.1945006000E-01    0.3288194000E-01
                  49                 YES    0.5761800000E-02   -0.6924830000E-01
                  50                 YES   -0.6234510000E-01   -0.6893963100E+00
                  51                 YES   -0.7418360000E-01   -0.4904614400E+00
                  52                 YES    0.5398173000E-01   -0.2630679900E+00
                  53                 YES    0.4663314000E-01   -0.4240950000E-01
                  54                 YES    0.4677659000E-01    0.8519230000E-02
                  55                 YES    0.4097863000E-01   -0.6451830000E-02
                  56                 YES   -0.1961316000E-01   -0.2219023800E+00
                  57                 YES    0.4433472000E-01   -0.4273983000E-01
                  58                 YES   -0.1858030000E-01   -0.2856181000E+00
                  59                 YES    0.3325680000E-01   -0.5498100000E-01
                  60                 YES    0.1347879000E-01   -0.6340490000E-01
                  61                 YES   -0.2056600000E-01   -0.1970663500E+00
                  62                 YES    0.4962670000E-01    0.1954172000E-01
                  63                 YES    0.4218312000E-01   -0.6897590000E-02
                  64                 YES    0.3538392000E-01   -0.4066920000E-01
                  65                 YES    0.1004327500E+00   -0.8232565000E-01
                  66                 YES   -0.1940763000E-01   -0.2177796900E+00
