               index         classified?        descriptor_1
                   1                  NO    0.1985750000E-01
                   2                 YES   -0.7620964000E-01
                   3                  NO    0.1810000000E-01
                   4                  NO   -0.1830631000E-01
                   5                  NO    0.3498704000E-01
                   6                  NO   -0.2493816000E-01
                   7                 YES   -0.1812942000E+00
                   8                  NO    0.3544000000E-02
                   9                  NO   -0.5025540000E-02
                  10                 YES   -0.4682295000E-01
                  11                 YES   -0.3755394000E-01
                  12                 YES   -0.5909346000E-01
                  13                 YES   -0.9008725000E-01
                  14                 YES   -0.6429258000E-01
                  15                  NO   -0.9795330000E-02
                  16                  NO   -0.5619900000E-02
                  17                  NO   -0.1969016000E-01
                  18                  NO    0.1984794000E-01
                  19                  NO   -0.2601356000E-01
                  20                 YES   -0.7113824000E-01
                  21                 YES   -0.1467247600E+00
                  22                 YES   -0.1561140000E+00
                  23                  NO    0.1388872000E-01
                  24                 YES   -0.1141115500E+00
                  25                  NO    0.0000000000E+00
                  26                 YES   -0.4217302000E-01
                  27                 YES   -0.7626384000E-01
                  28                  NO   -0.4657600000E-02
                  29                 YES   -0.3733452000E-01
                  30                  NO   -0.2246400000E-03
                  31                  NO    0.1689600000E-01
                  32                  NO    0.2236572000E-01
                  33                 YES   -0.1442880000E+00
                  34                 YES   -0.1686620000E+00
                  35                  NO   -0.2010270000E-01
                  36                 YES   -0.1131891900E+00
                  37                  NO   -0.5986000000E-03
                  38                  NO    0.4368000000E-02
                  39                  NO    0.1973432000E-01
                  40                  NO    0.1973432000E-01
                  41                  NO   -0.8052300000E-03
                  42                  NO   -0.2850018000E-01
                  43                  NO   -0.2489305000E-01
                  44                  NO    0.7338500000E-03
                  45                  NO   -0.1131057000E-01
                  46                  NO    0.9710080000E-02
                  47                 YES    0.4475840000E-01
                  48                  NO   -0.1377248000E-01
                  49                  NO    0.9494280000E-02
                  50                  NO   -0.2509850000E-01
                  51                  NO   -0.8887050000E-02
                  52                 YES    0.3769029000E-01
                  53                 YES    0.2566573800E+00
                  54                 YES    0.5113374000E-01
                  55                 YES    0.2454516300E+00
                  56                  NO   -0.1320186000E-01
                  57                 YES    0.2561561600E+00
                  58                  NO   -0.1407605000E-01
                  59                 YES    0.5622780000E-01
                  60                  NO    0.2821590000E-02
                  61                  NO   -0.5314400000E-02
                  62                 YES    0.7581500000E-01
                  63                 YES    0.2606956800E+00
                  64                  NO    0.2317688000E-01
                  65                 YES    0.1313827500E+00
                  66                  NO   -0.9750620000E-02
