               index         classified?        descriptor_1
                   1                  NO    0.3600000000E-02
                   2                  NO   -0.8916720000E-02
                   3                 YES   -0.3569295194E-01
                   4                 YES   -0.2918020279E-01
                   5                 YES   -0.4350916865E-01
                   6                 YES   -0.7215320713E-01
                   7                  NO   -0.4819928064E-02
                   8                 YES   -0.4928076900E-01
                   9                  NO   -0.6782570060E-02
                  10                  NO   -0.1220370228E-01
                  11                  NO   -0.1685505449E-01
                  12                 YES   -0.3266195565E-01
                  13                  NO   -0.2076454380E-01
                  14                 YES   -0.2433183984E-01
                  15                  NO   -0.1518381833E-01
                  16                 YES   -0.2307435900E-01
                  17                  NO   -0.1372212600E-01
                  18                  NO   -0.6879629436E-02
                  19                  NO   -0.6453505311E-02
                  20                  NO   -0.5876218492E-02
                  21                 YES   -0.3291055945E-01
                  22                 YES   -0.7699452828E-01
                  23                 YES   -0.1099597278E+00
                  24                  NO    0.3196003682E-02
                  25                 YES   -0.2545465543E-01
                  26                  NO    0.0000000000E+00
                  27                  NO   -0.1929756456E-01
                  28                 YES   -0.5541048360E-01
                  29                  NO   -0.1368279475E-01
                  30                 YES   -0.2281561476E-01
                  31                  NO    0.0000000000E+00
                  32                  NO   -0.3062650560E-03
                  33                  NO    0.1062088898E-01
                  34                  NO    0.6721675296E-02
                  35                 YES   -0.3538691060E-01
                  36                  NO   -0.1607101530E-01
                  37                  NO   -0.4253417280E-03
                  38                  NO   -0.1372522239E-01
                  39                  NO   -0.1338151872E-02
                  40                  NO   -0.1338151872E-02
                  41                  NO   -0.1643021100E-03
                  42                  NO   -0.2838535425E-02
                  43                  NO   -0.1756846260E-01
                  44                  NO   -0.6815191320E-03
                  45                 YES    0.4197446770E-01
                  46                  NO   -0.6605242440E-02
                  47                  NO   -0.1121132632E-01
                  48                  NO   -0.4109755182E-02
                  49                  NO   -0.1731857315E-02
                  50                 YES    0.1850116316E-01
                  51                  NO   -0.2119489086E-01
                  52                  NO   -0.5562526530E-02
                  53                  NO   -0.8061109676E-02
                  54                  NO    0.5964055020E-02
                  55                  NO    0.1477091715E-02
                  56                 YES    0.1606351880E-01
                  57                 YES    0.1299992181E+00
                  58                  NO   -0.2469269504E-02
                  59                  NO   -0.3206943210E-02
                  60                  NO    0.4210361100E-03
                  61                 YES    0.2402443134E-01
                  62                  NO   -0.3356766432E-02
                  63                 YES    0.3449140876E-01
                  64                  NO    0.7969466232E-02
                  65                  NO    0.7991054432E-02
                  66                  NO    0.4275390192E-02
