               index         classified?        descriptor_1        descriptor_2
                   1                  NO   -0.3587040000E-02   -0.3600000000E-02
                   2                 YES    0.1523856000E-01   -0.4160000000E-01
                   3                 YES    0.8307798000E-01   -0.7330000000E-01
                   4                 YES    0.3180000000E-01    0.2000000000E-03
                   5                 YES    0.6482272000E-01   -0.2950000000E-01
                   6                 YES    0.2249797000E+00    0.3641000000E+00
                   7                  NO    0.5532504000E-01    0.7005000000E+00
                   8                 YES    0.1515260700E+00    0.2079000000E+00
                   9                  NO    0.3512999000E-01    0.3849000000E+00
                  10                  NO    0.3546150000E-01    0.1803000000E+00
                  11                 YES    0.7288560000E-02   -0.2716000000E+00
                  12                 YES    0.1263950500E+00    0.4281000000E+00
                  13                 YES    0.7385280000E-01    0.3787000000E+00
                  14                 YES    0.5226960000E-01    0.2526000000E+00
                  15                  NO    0.4664253000E-01    0.4563000000E+00
                  16                 YES    0.7750336000E-01    0.5467000000E+00
                  17                 YES    0.7312760000E-01    0.5288000000E+00
                  18                 YES    0.6378844000E-01    0.6890000000E+00
                  19                 YES    0.6964958000E-01    0.6995000000E+00
                  20                  NO    0.1297220000E-01    0.2358000000E+00
                  21                 YES    0.7518381000E-01   -0.1384000000E+00
                  22                 YES    0.1274491400E+00   -0.1764000000E+00
                  23                 YES    0.2016908100E+00   -0.3045000000E+00
                  24                 YES    0.0000000000E+00   -0.2591000000E+00
                  25                 YES    0.1244581200E+00    0.1982000000E+00
                  26                 YES    0.1358856800E+00    0.2194000000E+00
                  27                 YES    0.5314596000E-01    0.7020000000E-01
                  28                 YES    0.2177113500E+00   -0.6380000000E-01
                  29                  NO    0.4904592000E-01    0.4985000000E+00
                  30                 YES    0.6518548000E-01    0.1876000000E+00
                  31                  NO   -0.4461312000E-01    0.1776000000E+00
                  32                 YES    0.6196430000E-01    0.4507000000E+00
                  33                 YES   -0.1871280000E-02   -0.6976000000E+00
                  34                  NO   -0.2412111000E-01   -0.1921000000E+00
                  35                 YES    0.1162736400E+00    0.2608000000E+00
                  36                 YES    0.6968105000E-01    0.1917000000E+00
                  37                  NO    0.6119400000E-01    0.6888000000E+00
                  38                  NO    0.3205290000E-01    0.1756000000E+00
                  39                 YES    0.1856256000E-01    0.8529000000E+00
                  40                 YES    0.1856256000E-01    0.8529000000E+00
                  41                 YES    0.4945092000E-01    0.9058000000E+00
                  42                  NO    0.3400799000E-01    0.3442000000E+00
                  43                 YES    0.6512220000E-01    0.1364000000E+01
                  44                  NO    0.8115660000E-02    0.8990000000E-01
                  45                 YES   -0.3397540000E-01   -0.7690000000E-01
                  46                 YES    0.4056297000E-01    0.1013000000E+01
                  47                  NO    0.1947672000E-01    0.1328000000E+00
                  48                  NO    0.4764279000E-01    0.5396000000E+00
                  49                  NO    0.5038333000E-01    0.6368000000E+00
                  50                 YES   -0.4172004000E-01   -0.1848000000E+00
                  51                  NO    0.5818365000E-01    0.3174000000E+00
                  52                  NO    0.8966100000E-02    0.1256000000E+00
                  53                 YES   -0.1193353000E-01    0.1674200000E+01
                  54                 YES   -0.1381380000E-01    0.6050000000E+00
                  55                  NO   -0.4444523000E-01    0.1696000000E+00
                  56                 YES   -0.4097020000E-01   -0.7540000000E-01
                  57                 YES   -0.3930620000E-01   -0.4637000000E+00
                  58                 YES    0.4892944000E-01    0.6910000000E+00
                  59                 YES    0.5659043000E-01    0.7971000000E+00
                  60                  NO   -0.4234230000E-02   -0.9930000000E-01
                  61                 YES   -0.5741820000E-01   -0.1046000000E+00
                  62                 YES    0.2285504000E-01    0.8524000000E+00
                  63                 YES   -0.4703097000E-01   -0.3360000000E+00
                  64                 YES   -0.3338517000E-01   -0.2294000000E+00
                  65                 YES   -0.9363065000E-01    0.2581000000E+00
                  66                 YES   -0.5084219000E-01    0.3007000000E+00
