               index         classified?        descriptor_1        descriptor_2
                   1                  NO    0.0000000000E+00    0.4292911000E-01
                   2                 YES    0.5750000000E-01    0.2911500000E-02
                   3                 YES    0.2795000000E+00   -0.1734010200E+00
                   4                 YES    0.3160000000E-01   -0.2714929000E-01
                   5                 YES    0.5180000000E-01   -0.1039896000E+00
                   6                 YES    0.9630000000E-01   -0.9607284000E-01
                   7                 YES    0.1014000000E+00   -0.2292052000E+00
                   8                 YES   -0.1333000000E+00   -0.4392434000E-01
                   9                 YES    0.3193000000E+00   -0.2579056000E-01
                  10                 YES   -0.1723000000E+00   -0.1736735600E+00
                  11                 YES   -0.2852000000E+00   -0.1679846400E+00
                  12                 YES   -0.2009000000E+00   -0.1581654200E+00
                  13                 YES   -0.2947000000E+00   -0.9273160000E-01
                  14                 YES   -0.1946000000E+00   -0.6378944000E-01
                  15                  NO   -0.4044000000E+00   -0.4716288000E-01
                  16                  NO   -0.4659000000E+00   -0.8586262000E-01
                  17                  NO   -0.6174000000E+00   -0.5964364000E-01
                  18                  NO   -0.6214000000E+00   -0.6610301000E-01
                  19                  NO   -0.2210000000E+00    0.1651430000E-02
                  20                 YES   -0.2290000000E+00   -0.9935499000E-01
                  21                 YES    0.3294000000E+00   -0.1817014400E+00
                  22                 YES    0.5110000000E+00   -0.3051870100E+00
                  23                 YES    0.7536000000E+00   -0.5268186000E+00
                  24                  NO   -0.5600000000E-02    0.6858377000E-01
                  25                 YES    0.9070000000E-01   -0.1842891600E+00
                  26                 YES    0.1360000000E-01   -0.8579841000E-01
                  27                 YES    0.3885000000E+00   -0.4353580200E+00
                  28                 YES   -0.1130000000E+00   -0.9063867000E-01
                  29                  NO   -0.4288000000E+00    0.4435935000E-01
                  30                  NO   -0.4156000000E+00   -0.4223010000E-02
                  31                 YES    0.5620000000E+00    0.9851391000E-01
                  32                 YES   -0.7500000000E-01   -0.1709227500E+00
                  33                 YES   -0.1820000000E-01   -0.1968281700E+00
                  34                 YES   -0.9760000000E-01   -0.1028294800E+00
                  35                 YES    0.1142000000E+00   -0.5144971200E+00
                  36                 YES   -0.1303000000E+00   -0.2184276000E+00
                  37                 YES   -0.6230000000E+00   -0.5644527000E-01
                  38                  NO   -0.1393000000E+00   -0.3196032000E-01
                  39                 YES   -0.8115000000E+00    0.2906280000E-02
                  40                 YES   -0.8337000000E+00   -0.1700960000E-02
                  41                  NO   -0.2645000000E+00   -0.3610800000E-01
                  42                  NO   -0.2812000000E+00   -0.8196328000E-01
                  43                  NO   -0.7280000000E-01   -0.7230950000E-02
                  44                 YES   -0.1875000000E+00    0.8843772000E-01
                  45                 YES   -0.9431000000E+00   -0.6039540000E-01
                  46                  NO   -0.1074000000E+00   -0.1594935000E-01
                  47                  NO   -0.4889000000E+00   -0.4444272000E-01
                  48                  NO   -0.5827000000E+00   -0.4497108000E-01
                  49                 YES    0.6450000000E-01    0.1104078600E+00
                  50                  NO   -0.2519000000E+00   -0.7128914000E-01
                  51                 YES   -0.1109100000E+01   -0.6278580000E-02
                  52                 YES   -0.1561300000E+01   -0.1061959400E+00
                  53                 YES   -0.1061900000E+01   -0.1021159100E+00
                  54                 YES   -0.6855000000E+00    0.6538233000E-01
                  55                 YES   -0.4217000000E+00    0.4590294000E-01
                  56                 YES    0.1999000000E+00    0.2022735000E+00
                  57                 YES   -0.6278000000E+00   -0.4149528000E-01
                  58                 YES   -0.7328000000E+00   -0.4584448000E-01
                  59                 YES   -0.1262600000E+01    0.3668760000E-01
                  60                  NO    0.8940000000E-01    0.1676013000E-01
                  61                 YES   -0.7868000000E+00   -0.4425708000E-01
                  62                 YES    0.9690000000E-01    0.1761516600E+00
                  63                 YES    0.3830000000E-01    0.1118009400E+00
                  64                 YES   -0.5414000000E+00    0.1148231700E+00
                  65                 YES   -0.4380000000E+00    0.6238080000E-01
                  66                 YES   -0.6355000000E+00   -0.4155522000E-01
