               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.9940000000E+00    0.1826481000E+01
                   2                 YES    0.1668000000E+00    0.3448840800E+00
                   3                 YES    0.1000000000E+01    0.1999800000E+01
                   4                 YES    0.9508000000E+00    0.1860532560E+01
                   5                 YES    0.6710000000E+00    0.1257689520E+01
                   6                  NO    0.7531000000E+00    0.1015730280E+01
                   7                 YES    0.1489000000E+00    0.6574771000E+00
                   8                 YES    0.7333000000E+00    0.1241322890E+01
                   9                 YES    0.1286000000E+00    0.5179248000E+00
                  10                 YES    0.5613000000E+00    0.1017698680E+01
                  11                 YES    0.7655000000E+00    0.1808852380E+01
                  12                 YES    0.8306000000E+00    0.1713625420E+01
                  13                 YES    0.8878000000E+00    0.1565781120E+01
                  14                 YES    0.8573000000E+00    0.1485492680E+01
                  15                 YES    0.8512000000E+00    0.1401191590E+01
                  16                 YES    0.9043000000E+00    0.1634915700E+01
                  17                 YES    0.8570000000E+00    0.1570783200E+01
                  18                 YES    0.1282000000E+00    0.3434537200E+00
                  19                 YES    0.8400000000E-01    0.4603056000E+00
                  20                 YES    0.0000000000E+00    0.7548186500E+00
                  21                 YES    0.2423000000E+00    0.4935168000E-01
                  22                 YES    0.1060000000E+00    0.2856449200E+00
                  23                 YES    0.3681000000E+00    0.5932606400E+00
                  24                 YES    0.5591000000E+00    0.9649057700E+00
                  25                 YES    0.9364000000E+00    0.1798914340E+01
                  26                 YES    0.3322000000E+00    0.9558100100E+00
                  27                 YES    0.9203000000E+00    0.2328297750E+01
                  28                 YES    0.8350000000E+00    0.1665620670E+01
                  29                  NO    0.4242000000E+00    0.1020526500E+00
                  30                  NO    0.8869000000E+00    0.1392185630E+01
                  31                 YES    0.9050000000E+00    0.1967140350E+01
                  32                 YES    0.1144000000E+00    0.2360999300E+00
                  33                 YES    0.2938000000E+00    0.2027866500E+00
                  34                 YES    0.4366000000E+00    0.9723496500E+00
                  35                 YES    0.3763000000E+00    0.1760757760E+01
                  36                 YES    0.7289000000E+00    0.1782872400E+01
                  37                 YES    0.9071000000E+00    0.1053991330E+01
                  38                 YES    0.8877000000E+00    0.1365004800E+01
                  39                 YES    0.9996000000E+00    0.1227667880E+01
                  40                 YES    0.9971000000E+00    0.1205890920E+01
                  41                 YES    0.9996000000E+00    0.1386813950E+01
                  42                 YES    0.9267000000E+00    0.1258297200E+01
                  43                  NO    0.3335000000E+00    0.4305879000E+00
                  44                 YES    0.1729100000E+01    0.1378560240E+01
                  45                 YES    0.3844000000E+00    0.6078228000E-01
                  46                 YES    0.1384300000E+01    0.2145620100E+01
                  47                  NO    0.7709000000E+00    0.1121586030E+01
                  48                 YES    0.9346000000E+00    0.1492270140E+01
                  49                 YES    0.9216000000E+00    0.1320239690E+01
                  50                  NO    0.4667000000E+00    0.6798891600E+00
                  51                  NO    0.5331000000E+00    0.8575969500E+00
                  52                 YES    0.1528500000E+01    0.1230469370E+01
                  53                 YES    0.1097900000E+01    0.9440712800E+00
                  54                  NO    0.4065000000E+00    0.2678511000E+00
                  55                 YES    0.7372000000E+00    0.9036187600E+00
                  56                  NO    0.4171000000E+00    0.1753522500E+00
                  57                 YES    0.8535000000E+00    0.1103677440E+01
                  58                  NO    0.4340000000E+00    0.4240218200E+00
                  59                  NO    0.7072000000E+00    0.1062007010E+01
                  60                  NO    0.5938000000E+00    0.6503695800E+00
                  61                 YES    0.1131900000E+01    0.1348593090E+01
                  62                 YES    0.1432000000E+01    0.2819733000E+00
                  63                  NO    0.4140000000E+00    0.3519537800E+00
                  64                 YES    0.6294000000E+00    0.2527062300E+00
                  65                 YES    0.1511600000E+01    0.2927565600E+00
                  66                 YES    0.7452000000E+00    0.9085211800E+00
