               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.2170000000E-01   -0.2170000000E-01
                   2                 YES    0.1500000000E-02    0.1187000000E+00
                   3                 YES   -0.9471618000E-01    0.2999000000E+00
                   4                 YES   -0.5198960000E-01    0.4368000000E+00
                   5                 YES   -0.4919508000E-01    0.9529000000E+00
                   6                 YES   -0.1253124600E+00    0.7536000000E+00
                   7                  NO   -0.5201440000E-02    0.7809000000E+00
                   8                  NO   -0.1118380000E-01    0.5894000000E+00
                   9                 YES   -0.1917828000E-01    0.3947000000E+00
                  10                 YES   -0.6236828000E-01    0.3359000000E+00
                  11                 YES   -0.5787152000E-01    0.6882000000E+00
                  12                 YES   -0.6111196000E-01    0.6888000000E+00
                  13                 YES   -0.2698176000E-01    0.4782000000E+00
                  14                  NO   -0.1574944000E-01    0.7466000000E+00
                  15                 YES   -0.4033540000E-01    0.7989000000E+00
                  16                 YES   -0.3888526000E-01    0.1069400000E+01
                  17                 YES   -0.5832837000E-01    0.1188900000E+01
                  18                  NO    0.7047700000E-03    0.4543000000E+00
                  19                 YES   -0.3970700000E-01    0.5180000000E+00
                  20                 YES   -0.1033695200E+00    0.2548000000E+00
                  21                 YES   -0.1826272100E+00    0.3059000000E+00
                  22                 YES   -0.3323376000E+00    0.1119000000E+00
                  23                  NO    0.6858377000E-01    0.7410000000E-01
                  24                 YES   -0.6538386000E-01    0.5680000000E+00
                  25                 YES   -0.8225280000E-01    0.5822000000E+00
                  26                 YES   -0.4077720000E-01    0.4870000000E+00
                  27                 YES   -0.2295421800E+00    0.3169000000E+00
                  28                 YES   -0.4027994000E-01    0.6469000000E+00
                  29                  NO    0.0000000000E+00    0.4023000000E+00
                  30                  NO   -0.2386717000E-01    0.7900000000E+00
                  31                 YES    0.9667926000E-01   -0.3241000000E+00
                  32                 YES    0.5325852000E-01    0.8740000000E-01
                  33                 YES   -0.6369250000E-01    0.5764000000E+00
                  34                 YES   -0.7983099000E-01    0.5797000000E+00
                  35                 YES   -0.2000199600E+00    0.8690000000E+00
                  36                 YES   -0.8758496000E-01    0.6240000000E+00
                  37                 YES   -0.1179468000E-01    0.1027500000E+01
                  38                  NO   -0.3466022000E-01    0.7740000000E+00
                  39                 YES   -0.1822400000E-03    0.9239000000E+00
                  40                 YES    0.3612600000E-03    0.9418000000E+00
                  41                 YES   -0.1822400000E-03    0.9239000000E+00
                  42                  NO   -0.5940000000E-02    0.5265000000E+00
                  43                  NO   -0.2898350000E-01    0.6223000000E+00
                  44                  NO   -0.3269950000E-02    0.4494000000E+00
                  45                 YES    0.2548051800E+00    0.5213000000E+00
                  46                 YES   -0.1249026000E-01    0.1091500000E+01
                  47                  NO   -0.7291000000E-02    0.5409000000E+00
                  48                  NO   -0.1344336000E-01    0.7886000000E+00
                  49                 YES   -0.1095540000E-01    0.9316000000E+00
                  50                  NO   -0.2820246000E-01    0.5268000000E+00
                  51                 YES   -0.2757480000E-02    0.1385600000E+01
                  52                 YES   -0.1669039000E-01    0.1305300000E+01
                  53                 YES    0.2091804000E-01    0.8417000000E+00
                  54                  NO    0.5289420000E-01    0.1562000000E+00
                  55                 YES    0.1632845500E+00   -0.1492000000E+00
                  56                 YES   -0.4093440000E-02    0.8609000000E+00
                  57                 YES   -0.4017200000E-02    0.9621000000E+00
                  58                 YES    0.1362240000E-01    0.1445100000E+01
                  59                  NO    0.9327900000E-02    0.2160000000E+00
                  60                  NO   -0.1904860000E-01    0.6297000000E+00
                  61                 YES    0.7524829000E-01    0.1186000000E+00
                  62                 YES   -0.8650320000E-02    0.9845000000E+00
                  63                 YES    0.1161284900E+00   -0.4880000000E-01
                  64                 YES    0.7847622000E-01    0.9440000000E-01
                  65                  NO    0.2094532000E-01    0.4396000000E+00
                  66                 YES   -0.4044030000E-02    0.8681000000E+00
