               index         classified?        descriptor_1
                   1                  NO    0.2200000000E-01
                   2                  NO    0.2300000000E-02
                   3                 YES   -0.1906000000E+00
                   4                  NO   -0.1340000000E-01
                   5                  NO   -0.5200000000E-01
                   6                  NO   -0.4850000000E-01
                   7                  NO   -0.5210000000E-01
                   8                  NO   -0.1900000000E-01
                   9                 YES   -0.1566000000E+00
                  10                 YES   -0.3117000000E+00
                  11                  NO   -0.3330000000E-01
                  12                 YES   -0.1551000000E+00
                  13                 YES   -0.4583000000E+00
                  14                 YES   -0.7787000000E+00
                  15                 YES   -0.1066200000E+01
                  16                  NO   -0.4000000000E-01
                  17                  NO   -0.6410000000E-01
                  18                  NO   -0.5370000000E-01
                  19                 YES   -0.2018000000E+00
                  20                 YES   -0.2046000000E+00
                  21                 YES   -0.3191000000E+00
                  22                 YES   -0.4333000000E+00
                  23                 YES   -0.2732000000E+00
                  24                 YES   -0.2086000000E+00
                  25                 YES   -0.4004000000E+00
                  26                 YES   -0.1042000000E+01
                  27                 YES   -0.3079000000E+00
                  28                  NO   -0.3470000000E-01
                  29                 YES   -0.7235000000E+00
                  30                  NO    0.2658000000E+00
                  31                  NO   -0.1200000000E-02
                  32                  NO   -0.4870000000E-01
                  33                  NO    0.1494000000E+00
                  34                  NO    0.1606000000E+00
                  35                 YES   -0.7690000000E-01
                  36                 YES   -0.4841000000E+00
                  37                  NO   -0.4770000000E-01
                  38                  NO   -0.1850000000E-01
                  39                  NO   -0.9000000000E-03
                  40                  NO    0.3500000000E-02
                  41                  NO   -0.9000000000E-03
                  42                  NO   -0.3480000000E-01
                  43                  NO   -0.6400000000E-01
                  44                  NO   -0.6540000000E-01
                  45                 YES    0.2787000000E+00
                  46                 YES    0.4480000000E+00
                  47                  NO   -0.3260000000E-01
                  48                  NO   -0.3600000000E-01
                  49                  NO    0.1357000000E+00
                  50                  NO   -0.4760000000E-01
                  51                  NO   -0.2000000000E-03
                  52                 YES    0.8740000000E+00
                  53                 YES    0.5966000000E+00
                  54                  NO    0.2666000000E+00
                  55                  NO    0.1423000000E+00
                  56                 YES    0.2782000000E+00
                  57                 YES    0.2728000000E+00
                  58                  NO   -0.4650000000E-01
                  59                  NO    0.4930000000E-01
                  60                  NO    0.2560000000E-01
                  61                  NO   -0.4680000000E-01
                  62                  NO    0.1418000000E+00
                  63                 YES    0.4514000000E+00
                  64                  NO    0.2056000000E+00
                  65                 YES    0.2985000000E+00
                  66                  NO   -0.4570000000E-01
