               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.3600000000E-02    0.0000000000E+00
                   2                 YES   -0.1870000000E-01    0.7582327200E+00
                   3                 YES   -0.1167642400E+00    0.1080470720E+01
                   4                 YES   -0.3339332000E-01    0.1054406440E+01
                   5                 YES   -0.7149285000E-01    0.1603149300E+01
                   6                 YES   -0.1431912300E+00    0.1478058400E+01
                   7                 YES   -0.2261160000E-02    0.2274020000E+00
                   8                  NO   -0.7825760000E-02    0.1392922050E+01
                   9                 YES   -0.9844620000E-01    0.1316831670E+01
                  10                  NO   -0.3514104000E-01    0.1561228460E+01
                  11                 YES   -0.7884292000E-01    0.9595001500E+00
                  12                 YES   -0.1017244600E+00    0.1422408000E+01
                  13                 YES   -0.3866284000E-01    0.1272545560E+01
                  14                 YES   -0.7370139000E-01    0.1843711360E+01
                  15                 YES   -0.7097020000E-01    0.1619415700E+01
                  16                 YES   -0.7637656000E-01    0.1634683680E+01
                  17                 YES   -0.4254816000E-01    0.1299236400E+01
                  18                  NO   -0.2627856000E-01    0.1307748000E+01
                  19                 YES   -0.3314190000E-01    0.1283807200E+01
                  20                  NO   -0.1674933000E-01    0.1539547500E+01
                  21                  NO   -0.1377505000E-01    0.1408522680E+01
                  22                 YES   -0.5451600000E-01    0.1700314240E+01
                  23                 YES   -0.2122755700E+00    0.1215545940E+01
                  24                 YES    0.5933390000E-01    0.7437360000E-01
                  25                 YES   -0.7689756000E-01    0.1392269120E+01
                  26                 YES   -0.9807360000E-01    0.1051907220E+01
                  27                 YES   -0.2617779500E+00    0.1228666320E+01
                  28                  NO   -0.2530752000E-01    0.1328754900E+01
                  29                 YES   -0.5784666000E-01    0.1828695050E+01
                  30                  NO    0.0000000000E+00    0.1222561130E+01
                  31                 YES   -0.3510722000E-01    0.8933594800E+00
                  32                 YES    0.6708502000E-01    0.1696810500E+00
                  33                 YES   -0.7774500000E-01    0.1505536440E+01
                  34                 YES   -0.6108144000E-01    0.1618355960E+01
                  35                 YES   -0.2221611000E+00    0.1720513900E+01
                  36                 YES   -0.1048956000E+00    0.1579957470E+01
                  37                  NO   -0.1746288000E-01    0.9333584000E+00
                  38                 YES   -0.3098412000E-01    0.1821345750E+01
                  39                  NO   -0.2471630000E-02    0.4148823600E+00
                  40                  NO   -0.1699400000E-02    0.5273055900E+00
                  41                  NO   -0.9190500000E-02    0.9272436800E+00
                  42                 YES   -0.4106700000E-01    0.1792710570E+01
                  43                 YES    0.4826900000E-01    0.1449631480E+01
                  44                 YES    0.7703500000E-02    0.1314042480E+01
                  45                 YES   -0.2409200000E-01    0.1819094200E+01
                  46                  NO   -0.1767000000E-01    0.8941920000E+00
                  47                 YES    0.5023620000E-01    0.8548547900E+00
                  48                 YES   -0.4230369000E-01    0.2292510050E+01
                  49                 YES   -0.1646132000E-01    0.2096610810E+01
                  50                 YES    0.9631765000E-01    0.2111519620E+01
                  51                 YES    0.8947400000E-01    0.1192611250E+01
                  52                  NO    0.1503480000E-02    0.1103655240E+01
                  53                 YES    0.1441683100E+00    0.1353781330E+01
                  54                 YES   -0.6423040000E-02    0.1445668740E+01
                  55                 YES    0.2680692000E-01    0.1189898560E+01
                  56                 YES   -0.6075600000E-02    0.2168628300E+01
                  57                  NO   -0.9169800000E-02    0.7314350800E+00
                  58                  NO   -0.2994968000E-01    0.1298918700E+01
                  59                 YES    0.5922371000E-01    0.1195830800E+01
                  60                 YES    0.1439001000E-01    0.1437008080E+01
                  61                 YES    0.1127725900E+00    0.5684800000E+00
                  62                 YES    0.1029311000E+00    0.1503052200E+01
                  63                 YES    0.6477723000E-01    0.4646488000E+00
                  64                 YES    0.1914980000E-01    0.9975545300E+00
                  65                  NO    0.7892640000E-02    0.8868774200E+00
                  66                 YES   -0.6351360000E-02    0.1613970000E+01
