               index         classified?        descriptor_1
                   1                  NO    0.2200000000E-01
                   2                  NO    0.2300000000E-02
                   3                  NO   -0.1339732000E-01
                   4                 YES   -0.5198960000E-01
                   5                 YES   -0.4849515000E-01
                   6                 YES   -0.1244534200E+00
                   7                  NO    0.2261160000E-02
                   8                  NO   -0.4918240000E-02
                   9                  NO   -0.1067800000E-01
                  10                  NO   -0.1711116000E-01
                  11                  NO   -0.1413252000E-01
                  12                 YES   -0.5895351000E-01
                  13                 YES   -0.5705000000E-01
                  14                 YES   -0.5998720000E-01
                  15                 YES   -0.3313310000E-01
                  16                  NO   -0.2594400000E-01
                  17                  NO   -0.1504160000E-01
                  18                 YES   -0.3929330000E-01
                  19                 YES   -0.3769203000E-01
                  20                 YES   -0.5672646000E-01
                  21                  NO    0.1922100000E-02
                  22                 YES   -0.3876300000E-01
                  23                 YES   -0.9826938000E-01
                  24                 YES   -0.3265348800E+00
                  25                 YES   -0.3784440000E-01
                  26                  NO   -0.2801820000E-01
                  27                 YES   -0.2260909700E+00
                  28                  NO   -0.1493488000E-01
                  29                 YES   -0.3897616000E-01
                  30                  NO    0.0000000000E+00
                  31                  NO    0.1062831600E+00
                  32                  NO    0.5736632000E-01
                  33                 YES   -0.6175800000E-01
                  34                 YES   -0.7766049000E-01
                  35                 YES   -0.4220272000E-01
                  36                 YES   -0.1985205600E+00
                  37                  NO   -0.1150524000E-01
                  38                  NO   -0.3158690000E-01
                  39                  NO    0.4683000000E-03
                  40                  NO   -0.1025100000E-03
                  41                  NO   -0.1009200000E-02
                  42                  NO   -0.5280000000E-02
                  43                  NO   -0.2763150000E-01
                  44                  NO   -0.4231700000E-03
                  45                 YES    0.2662699800E+00
                  46                  NO   -0.1216280000E-01
                  47                  NO   -0.5135400000E-02
                  48                  NO    0.7213812000E-01
                  49                  NO   -0.2717484000E-01
                  50                  NO   -0.8356000000E-04
                  51                  NO   -0.2090950000E-01
                  52                  NO   -0.1609020000E-01
                  53                  NO    0.2252712000E-01
                  54                  NO    0.1786220000E-02
                  55                  NO    0.5663540000E-01
                  56                 YES    0.1704531400E+00
                  57                  NO   -0.3818880000E-02
                  58                  NO   -0.3859500000E-02
                  59                  NO    0.1561824000E-01
                  60                  NO   -0.1765296000E-01
                  61                  NO    0.7945054000E-01
                  62                 YES    0.1351992600E+00
                  63                 YES    0.1211255600E+00
                  64                  NO    0.8308296000E-01
                  65                  NO    0.2161140000E-01
                  66                  NO   -0.3779390000E-02
