               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.2200000000E-01    0.0000000000E+00
                   2                 YES    0.2300000000E-02    0.4416000000E+00
                   3                 YES   -0.1339732000E-01    0.6470000000E-01
                   4                 YES   -0.5198960000E-01    0.3985000000E+00
                   5                 YES   -0.4849515000E-01    0.5550000000E+00
                   6                 YES   -0.1244534200E+00    0.6879000000E+00
                   7                  NO    0.2261160000E-02    0.8693000000E+00
                   8                  NO   -0.4918240000E-02    0.8096000000E+00
                   9                  NO   -0.1067800000E-01    0.9688000000E+00
                  10                 YES   -0.1711116000E-01    0.6945000000E+00
                  11                 YES   -0.1413252000E-01    0.2395000000E+00
                  12                 YES   -0.5895351000E-01    0.8339000000E+00
                  13                 YES   -0.5705000000E-01    0.8147000000E+00
                  14                 YES   -0.5998720000E-01    0.7602000000E+00
                  15                 YES   -0.3313310000E-01    0.8940000000E+00
                  16                 YES   -0.2594400000E-01    0.6734000000E+00
                  17                  NO   -0.1504160000E-01    0.8822000000E+00
                  18                 YES   -0.3929330000E-01    0.1035300000E+01
                  19                 YES   -0.3769203000E-01    0.1329100000E+01
                  20                 YES   -0.5672646000E-01    0.1425900000E+01
                  21                  NO    0.1922100000E-02    0.7554000000E+00
                  22                 YES   -0.3876300000E-01    0.7279000000E+00
                  23                 YES   -0.9826938000E-01    0.3411000000E+00
                  24                 YES   -0.3265348800E+00   -0.5650000000E-01
                  25                 YES   -0.3784440000E-01    0.6467000000E+00
                  26                  NO   -0.2801820000E-01    0.8690000000E+00
                  27                 YES   -0.2260909700E+00    0.2397000000E+00
                  28                  NO   -0.1493488000E-01    0.9764000000E+00
                  29                 YES   -0.3897616000E-01    0.7663000000E+00
                  30                  NO    0.0000000000E+00    0.8631000000E+00
                  31                 YES    0.1062831600E+00    0.7490000000E-01
                  32                  NO    0.5736632000E-01    0.5111000000E+00
                  33                 YES   -0.6175800000E-01    0.6543000000E+00
                  34                 YES   -0.7766049000E-01    0.6389000000E+00
                  35                 YES   -0.4220272000E-01    0.6364000000E+00
                  36                 YES   -0.1985205600E+00    0.5387000000E+00
                  37                 YES   -0.1150524000E-01    0.1598500000E+01
                  38                  NO   -0.3158690000E-01    0.1063700000E+01
                  39                 YES    0.4683000000E-03    0.1197800000E+01
                  40                 YES   -0.1025100000E-03    0.1096500000E+01
                  41                 YES   -0.1009200000E-02    0.1359000000E+01
                  42                  NO   -0.5280000000E-02    0.6121000000E+00
                  43                  NO   -0.2763150000E-01    0.9397000000E+00
                  44                  NO   -0.4231700000E-03    0.8947000000E+00
                  45                 YES    0.2662699800E+00    0.1063100000E+01
                  46                 YES   -0.1216280000E-01    0.1269900000E+01
                  47                  NO   -0.5135400000E-02    0.6182000000E+00
                  48                 YES    0.7213812000E-01    0.5468000000E+00
                  49                  NO   -0.2717484000E-01    0.8274000000E+00
                  50                 YES   -0.8356000000E-04    0.1696700000E+01
                  51                 YES   -0.2090950000E-01    0.1561300000E+01
                  52                 YES   -0.1609020000E-01    0.1279700000E+01
                  53                 YES    0.2252712000E-01    0.1134200000E+01
                  54                  NO    0.1786220000E-02    0.7394000000E+00
                  55                  NO    0.5663540000E-01    0.4795000000E+00
                  56                 YES    0.1704531400E+00    0.4876000000E+00
                  57                 YES   -0.3818880000E-02    0.1057500000E+01
                  58                 YES   -0.3859500000E-02    0.1197100000E+01
                  59                 YES    0.1561824000E-01    0.1733600000E+01
                  60                  NO   -0.1765296000E-01    0.9827000000E+00
                  61                 YES    0.7945054000E-01    0.5237000000E+00
                  62                 YES    0.1351992600E+00    0.3865000000E+00
                  63                 YES    0.1211255600E+00    0.5135000000E+00
                  64                 YES    0.8308296000E-01    0.6337000000E+00
                  65                 YES    0.2161140000E-01    0.9267000000E+00
                  66                 YES   -0.3779390000E-02    0.1057500000E+01
