               index         classified?        descriptor_1        descriptor_2
                   1                 YES   -0.9791000000E+00   -0.5902634178E+00
                   2                 YES   -0.9333000000E+00   -0.4591760400E+00
                   3                 YES   -0.6727000000E+00   -0.1422670234E+00
                   4                 YES   -0.1000000000E+01   -0.1960160653E+00
                   5                 YES   -0.9397000000E+00   -0.1917362054E+00
                   6                  NO   -0.7307000000E+00   -0.2451558384E-02
                   7                 YES   -0.2815000000E+00    0.3486470364E-01
                   8                  NO   -0.5706000000E+00    0.4784415625E-01
                   9                 YES   -0.4326000000E+00   -0.5965496806E-01
                  10                 YES   -0.9400000000E-01   -0.6409663920E-01
                  11                 YES    0.1786000000E+00   -0.6303591744E-01
                  12                 YES   -0.8746000000E+00   -0.1749145240E+00
                  13                 YES   -0.9073000000E+00   -0.1902464107E+00
                  14                  NO   -0.8405000000E+00   -0.4835803099E-01
                  15                 YES   -0.8900000000E+00   -0.2060828179E+00
                  16                 YES   -0.8459000000E+00   -0.9840670468E-01
                  17                 YES   -0.1672000000E+00    0.1219884284E-01
                  18                 YES   -0.1261000000E+00    0.6691150557E-01
                  19                 YES   -0.4780000000E-01    0.9368546207E-01
                  20                 YES    0.0000000000E+00    0.8054897418E-01
                  21                 YES   -0.2734000000E+00    0.1117152000E-01
                  22                 YES   -0.1465000000E+00    0.5761435589E-01
                  23                 YES   -0.2352000000E+00    0.2872209355E-01
                  24                 YES    0.8010000000E-01   -0.9020924304E-01
                  25                 YES   -0.3572000000E+00    0.1411163054E-01
                  26                 YES   -0.1588000000E+00   -0.4359004939E-01
                  27                  NO   -0.4429000000E+00    0.0000000000E+00
                  28                 YES   -0.8738000000E+00   -0.7745989285E-01
                  29                 YES    0.1094000000E+00    0.0000000000E+00
                  30                 YES   -0.1543000000E+00    0.5975951112E-01
                  31                 YES   -0.3214000000E+00    0.4149429946E-01
                  32                 YES   -0.1212000000E+00    0.2566129945E-01
                  33                 YES   -0.1339000000E+00    0.2920518880E-01
                  34                  NO   -0.6677000000E+00    0.5251275120E-01
                  35                 YES   -0.6500000000E-01   -0.1334785872E-01
                  36                 YES   -0.3933000000E+00   -0.7012523045E-01
                  37                 YES   -0.8926000000E+00   -0.4404794400E-02
                  38                 YES   -0.9788000000E+00   -0.7567971600E-01
                  39                 YES   -0.9764000000E+00   -0.8634166985E-01
                  40                 YES   -0.9788000000E+00   -0.7567971600E-01
                  41                  NO   -0.3584000000E+00    0.1269280320E-01
                  42                  NO   -0.7268000000E+00   -0.9604958450E-02
                  43                  NO   -0.4725000000E+00    0.1120991949E-01
                  44                 YES   -0.4058000000E+00    0.1104798947E+00
                  45                 YES   -0.1204700000E+01   -0.6003234362E-01
                  46                  NO   -0.7657000000E+00   -0.1027203954E-01
                  47                 YES   -0.9182000000E+00   -0.8283327914E-01
                  48                 YES   -0.9061000000E+00   -0.3102230016E-01
                  49                 YES   -0.4825000000E+00    0.6777670821E-01
                  50                 YES   -0.8499000000E+00    0.4725783288E-01
                  51                 YES   -0.5443000000E+00    0.1671268020E+00
                  52                 YES   -0.1807100000E+01   -0.1172310669E-01
                  53                 YES   -0.1206800000E+01    0.7303929200E-03
                  54                 YES   -0.9379000000E+00    0.1978326315E-01
                  55                 YES   -0.4644000000E+00    0.9741370788E-01
                  56                 YES   -0.4264000000E+00    0.3318352935E+00
                  57                  NO   -0.7344000000E+00   -0.1227842304E-02
                  58                 YES   -0.8427000000E+00    0.7746833220E-02
                  59                 YES   -0.5984000000E+00    0.1299181652E+00
                  60                  NO   -0.4520000000E+00    0.1361189354E-01
                  61                  NO   -0.7065000000E+00   -0.1371372310E-03
                  62                 YES   -0.9696000000E+00    0.3649748868E-02
                  63                 YES   -0.4501000000E+00    0.8726848416E-01
                  64                  NO   -0.3778000000E+00    0.3642150067E-01
                  65                  NO   -0.6340000000E+00    0.2159697792E-01
                  66                  NO   -0.7418000000E+00    0.7704332000E-02
