               index         classified?        descriptor_1        descriptor_2
                   1                 YES   -0.1000000000E+01    0.1000000000E+01
                   2                 YES   -0.4627000000E+00    0.8850000000E+00
                   3                 YES    0.1299073600E+00   -0.8280000000E-01
                   4                 YES   -0.3225677400E+00    0.8073000000E+00
                   5                 YES   -0.1776065200E+00    0.7657000000E+00
                   6                 YES   -0.1942770400E+00    0.1708000000E+01
                   7                  NO   -0.5844304000E-01    0.1356200000E+01
                   8                 YES    0.6768000000E-02    0.7920000000E-01
                   9                 YES   -0.1851228000E+00    0.1257600000E+01
                  10                 YES    0.5709184000E-01    0.1654000000E+00
                  11                 YES    0.1720942000E+00   -0.2142000000E+00
                  12                 YES   -0.1634824800E+00    0.6935000000E+00
                  13                 YES   -0.1660895600E+00    0.2707000000E+00
                  14                 YES   -0.1416915500E+00    0.8990000000E-01
                  15                 YES   -0.2760441600E+00    0.1037800000E+01
                  16                 YES   -0.1876218400E+00    0.1251200000E+01
                  17                 YES   -0.2076525000E+00    0.1344300000E+01
                  18                 YES   -0.1878845000E+00    0.1256600000E+01
                  19                 YES   -0.1280265600E+00    0.1436700000E+01
                  20                  NO   -0.8527815000E-01    0.1435100000E+01
                  21                 YES   -0.2401300000E+00    0.1048000000E+01
                  22                 YES    0.1710828600E+00   -0.2363000000E+00
                  23                 YES    0.2320597200E+00   -0.4647000000E+00
                  24                 YES    0.1856116800E+00   -0.7536000000E+00
                  25                 YES    0.1544236000E+00    0.2703000000E+00
                  26                 YES    0.6682598000E-01    0.5120000000E-01
                  27                 YES    0.5287680000E-01    0.3724000000E+00
                  28                 YES    0.1342320000E-01    0.2035000000E+00
                  29                 YES   -0.2059337700E+00    0.1141000000E+00
                  30                 YES   -0.1728486400E+00    0.1321800000E+01
                  31                  NO    0.0000000000E+00    0.8576000000E+00
                  32                  NO   -0.9722736000E-01    0.1261600000E+01
                  33                 YES    0.1398080800E+00    0.2652000000E+00
                  34                 YES   -0.1781200000E-01    0.1817000000E+00
                  35                 YES   -0.1284936000E-01    0.1372000000E+00
                  36                 YES   -0.2058361200E+00    0.5005000000E+00
                  37                 YES    0.1015452000E-01    0.1487200000E+01
                  38                 YES    0.6522268000E-01    0.9860000000E+00
                  39                 YES   -0.8058425000E-01    0.1781300000E+01
                  40                 YES   -0.7722936000E-01    0.1756800000E+01
                  41                 YES   -0.8058425000E-01    0.1781300000E+01
                  42                 YES   -0.1253090000E-01    0.1734800000E+01
                  43                  NO   -0.6657750000E-02    0.6115000000E+00
                  44                  NO   -0.5530525000E-01    0.9849000000E+00
                  45                 YES    0.1329523200E+00    0.5303000000E+00
                  46                 YES    0.7133016400E+00    0.5804000000E+00
                  47                 YES   -0.6008891000E-01    0.1453500000E+01
                  48                  NO   -0.1640792000E+00    0.8488000000E+00
                  49                 YES   -0.2205805000E-01    0.1459900000E+01
                  50                 YES    0.1399702800E+00    0.4026000000E+00
                  51                  NO    0.1763116000E-01    0.6360000000E+00
                  52                 YES    0.2256025000E-01    0.1342700000E+01
                  53                  NO    0.2763428000E-01    0.9181000000E+00
                  54                  NO    0.9426900000E-03    0.8501000000E+00
                  55                  NO    0.4147160000E-01    0.5012000000E+00
                  56                 YES    0.3296326000E+00    0.2129000000E+00
                  57                 YES   -0.2889536000E-01    0.1338800000E+01
                  58                  NO    0.3155604000E-01    0.7284000000E+00
                  59                 YES   -0.3477700000E-01    0.1548600000E+01
                  60                 YES    0.1459263000E+00    0.3482000000E+00
                  61                  NO   -0.2825228000E-01    0.9908000000E+00
                  62                 YES    0.4146300000E-02    0.1069600000E+01
                  63                 YES    0.2006760600E+00    0.3275000000E+00
                  64                 YES    0.3880640000E-02    0.1155200000E+01
                  65                  NO   -0.1371120000E-02    0.9456000000E+00
                  66                 YES   -0.2994567000E-01    0.1353700000E+01
