               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.2151600000E-01   -0.9780000000E+00
                   2                 YES    0.2162460000E-02   -0.7132357200E+00
                   3                 YES   -0.7381938000E-01    0.1196369700E+00
                   4                 YES   -0.1315344000E-01   -0.8629245600E+00
                   5                 YES   -0.5200000000E-01   -0.6090000000E+00
                   6                 YES   -0.2047025800E+00    0.1782095800E+00
                   7                 YES    0.9487170000E-02   -0.1533280000E+00
                   8                 YES   -0.4050254000E-01    0.7890610000E-01
                   9                 YES   -0.1389948700E+00    0.1328815600E+00
                  10                 YES   -0.1764720000E-01   -0.1403416800E+00
                  11                 YES   -0.2197154000E-01   -0.1372852600E+00
                  12                 YES   -0.6719706000E-01    0.6333516000E-01
                  13                 YES   -0.1477146300E+00    0.1819302100E+00
                  14                 YES   -0.1097332500E+00    0.1203457500E+00
                  15                 YES   -0.9503200000E-01   -0.3232785000E-01
                  16                 YES   -0.5702468000E-01    0.9156682000E-01
                  17                 YES   -0.3532800000E-01   -0.3068236800E+00
                  18                 YES   -0.5890660000E-01   -0.4912020000E-01
                  19                 YES   -0.5260878000E-01    0.7654542000E-01
                  20                 YES   -0.5812479000E-01   -0.1787978700E+00
                  21                 YES   -0.7339466000E-01    0.1131107000E+00
                  22                 YES   -0.6682236000E-01    0.1014746200E+00
                  23                 YES   -0.1165991400E+00    0.8517474000E-01
                  24                 YES   -0.1877488900E+00    0.1533882000E-01
                  25                 YES   -0.1134053200E+00    0.2348220700E+00
                  26                 YES   -0.4143425000E-01    0.1290575000E+00
                  27                 YES   -0.3916920000E-01    0.4998736000E-01
                  28                 YES   -0.3160476000E-01   -0.1006434000E+00
                  29                 YES   -0.4862080000E-01    0.5392800000E-01
                  30                 YES   -0.1016640000E-02   -0.1081027200E+00
                  31                 YES   -0.4436570000E-01    0.9110000000E-01
                  32                  NO    0.0000000000E+00    0.0000000000E+00
                  33                 YES   -0.1030766400E+00    0.8486156000E-01
                  34                 YES   -0.5562177000E-01   -0.1120391700E+00
                  35                 YES   -0.3109281600E+00    0.1513152400E+00
                  36                 YES   -0.1288284400E+00   -0.1386528900E+00
                  37                 YES   -0.4349763000E-01    0.5760472300E+00
                  38                  NO   -0.1600620000E-01   -0.3814840000E-01
                  39                  NO   -0.8536500000E-03   -0.1508115000E-01
                  40                 YES    0.3296300000E-02    0.5820324000E-01
                  41                 YES   -0.8536500000E-03    0.4486405000E-01
                  42                 YES   -0.3190116000E-01    0.3377122800E+00
                  43                 YES   -0.2630400000E-01    0.1174638000E+00
                  44                 YES   -0.5044600000E-03    0.1918782400E+00
                  45                  NO   -0.6070950000E-02   -0.1028314000E+00
                  46                 YES   -0.3004416000E-01    0.1540915200E+00
                  47                 YES   -0.3287520000E-01    0.3861922800E+00
                  48                 YES    0.4497098000E-01   -0.5600660000E-02
                  49                  NO   -0.1054200000E-03   -0.1518048000E-01
                  50                 YES   -0.8325800000E-01    0.6881492800E+00
                  51                 YES    0.4721808000E-01    0.3099480800E+00
                  52                 YES    0.4313588000E-01    0.4184148000E-01
                  53                 YES    0.4372879000E-01    0.1318317000E-01
                  54                 YES    0.3744572000E-01   -0.9408540000E-02
                  55                 YES   -0.3474171000E-01    0.1809747900E+00
                  56                 YES    0.4081088000E-01    0.3162544000E-01
                  57                 YES   -0.4009695000E-01    0.2162648400E+00
                  58                 YES    0.2613393000E-01   -0.1622106000E-01
                  59                 YES    0.1054720000E-01    0.6122320000E-01
                  60                 YES   -0.3420144000E-01    0.1264284000E+00
                  61                 YES    0.6237782000E-01   -0.7830220000E-01
                  62                 YES   -0.3230442000E-01    0.2892109700E+00
                  63                 YES    0.2999916000E+00   -0.2944760000E-01
                  64                 YES    0.3856960000E-01   -0.6759200000E-02
                  65                 YES    0.9411705000E-01    0.7699626000E-01
                  66                 YES   -0.3491023000E-01    0.1873846700E+00
