               index         classified?        descriptor_1        descriptor_2
                   1                 YES   -0.1000000000E+01    0.2122911000E-01
                   2                 YES   -0.1000000000E+01    0.1411500000E-02
                   3                 YES   -0.4727000000E+00   -0.7868484000E-01
                   4                 YES   -0.9998000000E+00   -0.1345203000E-01
                   5                 YES   -0.9998000000E+00   -0.5200000000E-01
                   6                 YES   -0.1999900000E+01   -0.4687776000E-01
                   7                  NO   -0.5713000000E+00   -0.2474606000E-01
                   8                 YES   -0.3754000000E+00   -0.7176624000E-01
                   9                 YES   -0.2713000000E+00   -0.1533428000E+00
                  10                  NO   -0.4205000000E+00   -0.6735000000E-02
                  11                 YES   -0.4528000000E+00   -0.1101131200E+00
                  12                 YES   -0.5324000000E+00   -0.9705346000E-01
                  13                 YES   -0.4971000000E+00   -0.5869760000E-01
                  14                 YES   -0.6463000000E+00   -0.3680768000E-01
                  15                  NO   -0.4386000000E+00   -0.3141344000E-01
                  16                 YES   -0.4085000000E+00   -0.5971012000E-01
                  17                 YES   -0.3586000000E+00   -0.7954562000E-01
                  18                 YES   -0.1965000000E+00   -0.8539356000E-01
                  19                 YES   -0.4879000000E+00   -0.7833192000E-01
                  20                 YES   -0.4767000000E+00   -0.7173909000E-01
                  21                 YES   -0.7520000000E+00   -0.1944810000E+00
                  22                  NO   -0.2541000000E+00    0.0000000000E+00
                  23                 YES   -0.2274000000E+00   -0.1189053000E+00
                  24                 YES   -0.3798000000E+00   -0.1268920800E+00
                  25                 YES   -0.5611000000E+00   -0.4502121000E-01
                  26                 YES   -0.6648000000E+00   -0.4004715000E-01
                  27                 YES   -0.7325000000E+00   -0.2058158400E+00
                  28                 YES   -0.6766000000E+00   -0.3274080000E-01
                  29                 YES   -0.6841000000E+00   -0.5035873000E-01
                  30                  NO   -0.4265000000E+00   -0.2802690000E-02
                  31                  NO   -0.4747000000E+00   -0.4551878000E-01
                  32                 YES   -0.7094000000E+00    0.1834650000E-02
                  33                  NO   -0.3529000000E+00    0.2416911000E-01
                  34                 YES   -0.4302000000E+00   -0.1169971800E+00
                  35                 YES   -0.5457000000E+00   -0.5859620000E-01
                  36                 YES   -0.7464000000E+00   -0.3144771600E+00
                  37                  NO   -0.2361000000E+00   -0.4465059000E-01
                  38                 YES   -0.1079000000E+00   -0.1518720000E-02
                  39                 YES   -0.1079000000E+00   -0.1518720000E-02
                  40                 YES   -0.2240000000E-01   -0.3294902000E-01
                  41                 YES   -0.7630000000E-01   -0.3016800000E-01
                  42                  NO   -0.4186000000E+00   -0.5297978000E-01
                  43                  NO   -0.3805000000E+00   -0.3961000000E-02
                  44                 YES   -0.2000000000E+00    0.3003575400E+00
                  45                 YES    0.1046000000E+00   -0.4790514000E-01
                  46                  NO   -0.6315000000E+00   -0.8658350000E-02
                  47                  NO   -0.2897000000E+00   -0.3401568000E-01
                  48                  NO   -0.5680000000E+00   -0.4308668000E-01
                  49                 YES    0.5861000000E+00   -0.3521100000E-02
                  50                 YES    0.7852000000E+00   -0.8491227000E-01
                  51                 YES    0.5449000000E+00   -0.8542552000E-01
                  52                 YES    0.1053000000E+00    0.4446429000E-01
                  53                 YES    0.0000000000E+00    0.4419243000E-01
                  54                 YES   -0.3939000000E+00    0.4208943000E-01
                  55                 YES   -0.6101000000E+00    0.3898895000E-01
                  56                 YES   -0.1104000000E+00    0.4209543000E-01
                  57                 YES    0.6878000000E+00    0.2306520000E-01
                  58                  NO   -0.5238000000E+00    0.7432230000E-02
                  59                  NO   -0.3730000000E+00   -0.3709225000E-01
                  60                 YES   -0.5573000000E+00    0.6008582000E-01
                  61                 YES    0.1764000000E+00   -0.3560676000E-01
                  62                 YES   -0.5296000000E+00    0.4686537000E-01
                  63                 YES   -0.4233000000E+00    0.4015963000E-01
                  64                 YES   -0.4000000000E+00    0.3332472000E-01
                  65                 YES   -0.6610000000E-01    0.9387785000E-01
                  66                 YES   -0.7650000000E-01   -0.3751119000E-01
