               index         classified?        descriptor_1        descriptor_2
                   1                 YES   -0.9164012000E-01    0.8451000000E+00
                   2                  NO    0.1809819000E-01    0.4825000000E+00
                   3                 YES   -0.2089791000E-01    0.3605000000E+00
                   4                 YES   -0.1950000000E-01    0.3892000000E+00
                   5                 YES   -0.1138440000E+00    0.4910000000E+00
                   6                  NO   -0.2945280000E-02    0.1209400000E+01
                   7                 YES   -0.8304900000E-01    0.1274100000E+01
                   8                  NO    0.5621000000E-02    0.1177700000E+01
                   9                  NO   -0.5856840000E-02    0.9743000000E+00
                  10                 YES   -0.8656108000E-01    0.1002100000E+01
                  11                 YES   -0.5355609000E-01    0.1332700000E+01
                  12                 YES   -0.4679125000E-01    0.1187700000E+01
                  13                 YES   -0.4815044000E-01    0.1237100000E+01
                  14                 YES   -0.2092508000E-01    0.1299500000E+01
                  15                  NO   -0.9016930000E-02    0.7113000000E+00
                  16                 YES   -0.1423125000E-01    0.6889000000E+00
                  17                 YES   -0.2402960000E-01    0.8853000000E+00
                  18                 YES   -0.2000415000E-01    0.9992000000E+00
                  19                 YES   -0.3307473000E-01    0.9403000000E+00
                  20                  NO    0.1883952000E-01    0.6934000000E+00
                  21                 YES   -0.2384004000E-01    0.8910000000E+00
                  22                 YES   -0.1818238800E+00    0.1238000000E+01
                  23                 YES   -0.3323817000E+00    0.1014300000E+01
                  24                  NO    0.7086528000E-01    0.1252100000E+01
                  25                 YES   -0.6434155000E-01    0.1079200000E+01
                  26                  NO   -0.9073920000E-02    0.1111600000E+01
                  27                  NO   -0.3056550000E-02    0.1271400000E+01
                  28                 YES   -0.2223612000E-01    0.1391100000E+01
                  29                  NO    0.0000000000E+00    0.1228400000E+01
                  30                  NO    0.1054480000E-01    0.7484000000E+00
                  31                 YES   -0.1033128000E-01    0.6047000000E+00
                  32                  NO    0.1001792000E+00    0.1061700000E+01
                  33                 YES   -0.5840000000E-01    0.1281900000E+01
                  34                 YES   -0.7336290000E-01    0.1237400000E+01
                  35                 YES   -0.3254384000E-01    0.1303300000E+01
                  36                 YES   -0.7435701000E-01    0.1211800000E+01
                  37                 YES   -0.4944600000E-02    0.0000000000E+00
                  38                  NO    0.1280625000E-01    0.5159000000E+00
                  39                 YES    0.3371440000E-02    0.3041000000E+00
                  40                 YES    0.4522440000E-02    0.2521000000E+00
                  41                 YES   -0.1922830000E-01    0.2213900000E+01
                  42                 YES    0.2671298400E+00    0.9602000000E+00
                  43                 YES   -0.6011230000E-02    0.1455700000E+01
                  44                  NO    0.8116480000E-02    0.8416000000E+00
                  45                 YES   -0.1760440000E-02    0.3320000000E+00
                  46                 YES   -0.2444350000E-02    0.3131000000E+00
                  47                 YES    0.7550140000E-01    0.1287800000E+01
                  48                 YES   -0.1273330000E-01    0.1554600000E+01
                  49                 YES    0.4513320000E-02    0.1457600000E+01
                  50                 YES   -0.1563420000E-01    0.1672900000E+01
                  51                 YES   -0.1449395000E-01    0.1799000000E+01
                  52                 YES    0.2539548000E-01    0.1686900000E+01
                  53                  NO    0.1804980000E-02    0.1338400000E+01
                  54                 YES    0.5878460000E-01    0.1294800000E+01
                  55                 YES    0.1716452800E+00    0.1040800000E+01
                  56                  NO   -0.2146560000E-02    0.1133900000E+01
                  57                 YES   -0.1784500000E-02    0.1405000000E+01
                  58                 YES    0.1964780000E-01    0.1553300000E+01
                  59                  NO    0.1691670000E-01    0.8790000000E+00
                  60                  NO   -0.1056440000E-01    0.1056200000E+01
                  61                 YES    0.8595002000E-01    0.1281400000E+01
                  62                 YES   -0.5365800000E-02    0.1767800000E+01
                  63                 YES    0.1369296000E+00    0.1032600000E+01
                  64                 YES    0.8332542000E-01    0.1339800000E+01
                  65                  NO    0.1118472000E-01    0.1139700000E+01
                  66                 YES   -0.2092310000E-02    0.1412000000E+01
