               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.1000000000E+01   -0.9964000000E+00
                   2                 YES    0.9425000000E+00   -0.5374707200E+00
                   3                 YES    0.1967000000E+00    0.5707064139E-01
                   4                 YES    0.9682000000E+00   -0.5014773845E+00
                   5                 YES    0.9036000000E+00   -0.4124252334E+00
                   6                 YES    0.9682000000E+00   -0.1738539117E+00
                   7                  NO    0.7253000000E+00   -0.4314389632E-02
                   8                 YES    0.1806000000E+00    0.3866939100E-01
                   9                  NO    0.7075000000E+00   -0.5686405956E-02
                  10                 YES    0.2725000000E+00    0.3022958266E-01
                  11                 YES    0.1622000000E+00    0.3687526037E-01
                  12                  NO    0.5524000000E+00    0.4030162290E-01
                  13                 YES    0.4083000000E+00   -0.5599845440E-01
                  14                 YES    0.6980000000E-01   -0.6040905998E-01
                  15                 YES   -0.2048000000E+00   -0.5925310891E-01
                  16                 YES    0.8432000000E+00   -0.2268314793E+00
                  17                 YES    0.8468000000E+00   -0.1574553184E+00
                  18                  NO    0.8137000000E+00   -0.4390201500E-01
                  19                 YES    0.8617000000E+00   -0.1864111204E+00
                  20                 YES    0.8190000000E+00   -0.9174033900E-01
                  21                 YES    0.1220000000E+00    0.5847274024E-01
                  22                 YES    0.4630000000E-01    0.8092939509E-01
                  23                 YES    0.0000000000E+00    0.6941345544E-01
                  24                 YES    0.2647000000E+00    0.1207406000E-01
                  25                 YES    0.3782000000E+00    0.0000000000E+00
                  26                 YES    0.2171000000E+00    0.2265967008E-01
                  27                 YES    0.3458000000E+00    0.1059744697E-01
                  28                 YES    0.8761000000E+00   -0.1533354101E+00
                  29                 YES    0.1325000000E+00   -0.4318451481E-01
                  30                 YES    0.4288000000E+00    0.0000000000E+00
                  31                 YES   -0.1377000000E+00   -0.4265670720E-02
                  32                 YES    0.1494000000E+00    0.5630011063E-01
                  33                 YES    0.3112000000E+00    0.3841154486E-01
                  34                 YES    0.1190000000E+00    0.2243232153E-01
                  35                  NO    0.6464000000E+00    0.4431911232E-01
                  36                 YES    0.3702000000E+00   -0.6599652840E-01
                  37                 YES    0.8642000000E+00   -0.6011668800E-02
                  38                 YES    0.9476000000E+00   -0.6738152239E-01
                  39                 YES    0.9453000000E+00   -0.7688897280E-01
                  40                 YES    0.9476000000E+00   -0.6738152239E-01
                  41                 YES    0.8819000000E+00   -0.2903395320E-02
                  42                  NO    0.7037000000E+00   -0.1143647505E-01
                  43                  NO    0.4575000000E+00    0.1028256936E-01
                  44                 YES    0.3929000000E+00    0.9590308601E-01
                  45                 YES    0.1177000000E+01   -0.5446726384E-01
                  46                  NO    0.7414000000E+00   -0.1509556536E-01
                  47                 YES    0.8772000000E+00   -0.2981291530E-01
                  48                 YES    0.4671000000E+00    0.5933290730E-01
                  49                 YES    0.8228000000E+00    0.3614456960E-01
                  50                 YES    0.5269000000E+00    0.1421646932E+00
                  51                 YES    0.1781400000E+01   -0.1154545115E-01
                  52                 YES    0.1189600000E+01    0.6133967340E-03
                  53                 YES    0.9187000000E+00    0.1686975563E-01
                  54                 YES    0.4496000000E+00    0.8568053256E-01
                  55                 YES    0.4128000000E+00    0.2875949344E+00
                  56                  NO    0.4224000000E+00    0.5653193562E-01
                  57                 YES    0.8158000000E+00    0.5979976530E-02
                  58                 YES    0.5794000000E+00    0.1104393692E+00
                  59                  NO    0.4376000000E+00    0.1296706161E-01
                  60                  NO    0.6840000000E+00   -0.1011906896E-02
                  61                 YES    0.5817000000E+00    0.1037817300E+00
                  62                 YES    0.9494000000E+00    0.2604564198E-02
                  63                 YES    0.4358000000E+00    0.7730634024E-01
                  64                  NO    0.3658000000E+00    0.3441758494E-01
                  65                  NO    0.6138000000E+00    0.1888461328E-01
                  66                  NO    0.5076000000E+00    0.1128167419E-01
