               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.3587040000E-02    0.3600000000E-02
                   2                 YES   -0.1523856000E-01   -0.4700000000E+00
                   3                 YES   -0.8307798000E-01   -0.6244000000E+00
                   4                 YES   -0.3180000000E-01   -0.9890000000E-01
                   5                 YES   -0.6482272000E-01   -0.6382000000E+00
                   6                 YES   -0.2249797000E+00   -0.9551000000E+00
                   7                  NO   -0.8104950000E-02   -0.8860000000E+00
                   8                  NO   -0.5532504000E-01   -0.8899000000E+00
                   9                  NO   -0.3512999000E-01   -0.1024500000E+01
                  10                 YES   -0.7670076000E-01   -0.6815000000E+00
                  11                 YES   -0.1605402300E+00   -0.8697000000E+00
                  12                 YES   -0.7288560000E-02   -0.3052000000E+00
                  13                 YES   -0.1247761200E+00   -0.1027000000E+01
                  14                 YES   -0.1263950500E+00   -0.9745000000E+00
                  15                 YES   -0.1124457400E+00   -0.9073000000E+00
                  16                 YES   -0.5226960000E-01   -0.7457000000E+00
                  17                 YES   -0.7750336000E-01   -0.1021500000E+01
                  18                 YES   -0.9958844000E-01   -0.1424000000E+01
                  19                 YES   -0.1282245800E+00   -0.1529700000E+01
                  20                 YES   -0.8240016000E-01   -0.6635000000E+00
                  21                 YES   -0.7518381000E-01   -0.5822000000E+00
                  22                 YES   -0.1274491400E+00   -0.6454000000E+00
                  23                 YES   -0.2016908100E+00   -0.4117000000E+00
                  24                 YES    0.0000000000E+00   -0.3568000000E+00
                  25                 YES   -0.1244581200E+00   -0.9412000000E+00
                  26                 YES   -0.1358856800E+00   -0.9856000000E+00
                  27                 YES   -0.5314596000E-01   -0.7500000000E+00
                  28                  NO   -0.5713707000E-01   -0.9476000000E+00
                  29                  NO   -0.4904592000E-01   -0.1046300000E+01
                  30                 YES   -0.6518548000E-01   -0.8594000000E+00
                  31                 YES   -0.6196430000E-01   -0.4301000000E+00
                  32                 YES    0.1871280000E-02    0.4260000000E-01
                  33                  NO    0.2412111000E-01   -0.3833000000E+00
                  34                 YES   -0.1162736400E+00   -0.8589000000E+00
                  35                 YES   -0.6968105000E-01   -0.7471000000E+00
                  36                 YES   -0.3318844100E+00   -0.9732000000E+00
                  37                 YES   -0.6119400000E-01   -0.1693900000E+01
                  38                  NO   -0.6835290000E-01   -0.1125200000E+01
                  39                 YES   -0.1856256000E-01   -0.1128300000E+01
                  40                 YES   -0.1411200000E-01   -0.1228100000E+01
                  41                  NO   -0.3400799000E-01   -0.7068000000E+00
                  42                  NO   -0.6512220000E-01   -0.1042900000E+01
                  43                 YES   -0.8115660000E-02   -0.9367000000E+00
                  44                 YES    0.2322754000E+00   -0.8261000000E+00
                  45                 YES   -0.6386064000E-01   -0.1361600000E+01
                  46                  NO   -0.1947672000E-01   -0.6589000000E+00
                  47                 YES   -0.4764279000E-01   -0.1300400000E+01
                  48                 YES   -0.5038333000E-01   -0.1523000000E+01
                  49                 YES    0.4172004000E-01   -0.4451000000E+00
                  50                  NO   -0.5818365000E-01   -0.9103000000E+00
                  51                 YES   -0.9506196000E-01   -0.1450700000E+01
                  52                 YES    0.4064445000E-01   -0.1078500000E+01
                  53                 YES    0.4444523000E-01   -0.5020000000E+00
                  54                 YES    0.4097020000E-01   -0.3674000000E+00
                  55                 YES    0.3930620000E-01   -0.2437000000E+00
                  56                 YES   -0.4892944000E-01   -0.1137700000E+01
                  57                 YES    0.4238703000E-01   -0.5005000000E+00
                  58                 YES   -0.5659043000E-01   -0.1279300000E+01
                  59                 YES    0.1808253000E-01   -0.7170000000E+00
                  60                  NO    0.4234230000E-02   -0.6278000000E+00
                  61                  NO   -0.4787200000E-01   -0.1067900000E+01
                  62                 YES   -0.4471952000E-01   -0.1252200000E+01
                  63                 YES    0.4048768000E-01   -0.2612000000E+00
                  64                 YES    0.3338517000E-01   -0.4636000000E+00
                  65                 YES    0.9363065000E-01   -0.6594000000E+00
                  66                 YES    0.5084219000E-01   -0.6680000000E+00
