               index         classified?        descriptor_1
                   1                  NO    0.2034630000E-01
                   2                  NO    0.1839632000E-01
                   3                 YES   -0.1830264874E-01
                   4                 YES   -0.1334102576E-01
                   5                  NO    0.8088018576E-02
                   6                  NO   -0.2127800544E-02
                   7                  NO   -0.1867195044E-02
                   8                 YES   -0.1689273144E-01
                   9                 YES   -0.5070081596E-01
                  10                 YES   -0.1147220255E-01
                  11                 YES   -0.2507549229E-01
                  12                 YES   -0.2548321599E-01
                  13                 YES   -0.1077276200E-01
                  14                  NO   -0.5621941566E-02
                  15                 YES   -0.1048571287E-01
                  16                 YES   -0.6837558750E-02
                  17                  NO   -0.2805562020E-02
                  18                 YES   -0.1474015880E-01
                  19                 YES   -0.7240533750E-02
                  20                 YES   -0.3268427091E-01
                  21                 YES   -0.7961391630E-01
                  22                 YES   -0.1155933475E+00
                  23                 YES   -0.2578399377E-01
                  24                  NO    0.0000000000E+00
                  25                 YES   -0.1229249280E-01
                  26                  NO   -0.5434049838E-02
                  27                 YES   -0.5512669134E-01
                  28                 YES   -0.1016317096E-01
                  29                  NO    0.0000000000E+00
                  30                  NO   -0.1014761280E-03
                  31                  NO    0.1317228240E-01
                  32                  NO    0.8565770304E-02
                  33                 YES   -0.3210063675E-01
                  34                 YES   -0.1034400192E-01
                  35                 YES   -0.9243526110E-01
                  36                 YES   -0.3948280702E-01
                  37                  NO   -0.1359306720E-03
                  38                  NO    0.2300895039E-02
                  39                  NO    0.3019346856E-02
                  40                  NO   -0.1962894000E-04
                  41                  NO   -0.2040866850E-02
                  42                  NO    0.6037135570E-03
                  43                 YES    0.5043128688E-01
                  44                  NO   -0.2501427177E-02
                  45                  NO    0.7791428880E-02
                  46                  NO   -0.3002270380E-03
                  47                  NO   -0.2475684800E-03
                  48                 YES    0.2531836435E-01
                  49                  NO   -0.5391910755E-02
                  50                  NO   -0.1087881408E-02
                  51                  NO    0.9346278216E-02
                  52                  NO    0.1791733363E-02
                  53                 YES    0.2164643196E-01
                  54                 YES    0.1566700491E+00
                  55                  NO   -0.9579024000E-03
                  56                 YES    0.3106254590E-01
                  57                  NO   -0.1065065960E-02
                  58                  NO    0.1962299434E-01
                  59                  NO    0.1852932000E-02
                  60                  NO   -0.1739699208E-02
                  61                 YES    0.3342846172E-01
                  62                  NO   -0.1583457336E-02
                  63                 YES    0.4213097665E-01
                  64                  NO    0.9883574784E-02
                  65                  NO    0.5747742000E-02
                  66                  NO   -0.7043840180E-03
