               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.6460866000E-01   -0.7613739600E+00
                   2                 YES    0.3645776000E-01   -0.9212316000E+00
                   3                 YES   -0.4179582000E-01   -0.6501000000E+00
                   4                 YES   -0.3669760000E-01   -0.5197513900E+00
                   5                  NO    0.4948539000E-01   -0.2188757200E+00
                   6                 YES   -0.2458476000E-01    0.3156244000E-01
                   7                 YES   -0.8655900000E-02   -0.1700213800E+00
                   8                 YES   -0.1193641200E+00    0.4771592000E-01
                   9                 YES   -0.2297556300E+00    0.1685662300E+00
                  10                 YES   -0.1677144000E-01   -0.1118272000E-01
                  11                 YES   -0.1332261000E+00   -0.1190708400E+00
                  12                 YES   -0.1215239800E+00   -0.6406175000E-01
                  13                 YES   -0.5447600000E-01    0.6563868000E-01
                  14                 YES   -0.1884114000E-01   -0.3507187200E+00
                  15                 YES   -0.4561295000E-01   -0.9372360000E-01
                  16                 YES   -0.4638375000E-01    0.1935348000E-01
                  17                 YES   -0.2880732000E-01    0.8111716000E-01
                  18                 YES   -0.5721836000E-01   -0.2179900800E+00
                  19                 YES   -0.1680075000E+00    0.1069278000E+00
                  20                 YES   -0.1617834500E+00    0.9559582000E-01
                  21                 YES   -0.2930495200E+00    0.7881678000E-01
                  22                 YES   -0.5142837700E+00    0.8406020000E-02
                  23                 YES   -0.1739722200E+00    0.2268521500E+00
                  24                 YES   -0.1904709600E+00    0.2426418000E+00
                  25                 YES   -0.5789350000E-01    0.1176955000E+00
                  26                 YES   -0.2031619000E-01    0.3012298000E-01
                  27                 YES   -0.4115420000E+00    0.5229600000E-02
                  28                 YES   -0.4703710000E-01    0.3757840000E-01
                  29                  NO    0.4562370000E-01    0.5799540000E-01
                  30                 YES   -0.2834172000E-01    0.6167470000E-01
                  31                  NO    0.1097690200E+00    0.0000000000E+00
                  32                  NO    0.8673224000E-01    0.1643046000E-01
                  33                 YES   -0.1507087400E+00    0.6171196000E-01
                  34                 YES   -0.7072876000E-01   -0.1440090300E+00
                  35                 YES   -0.4931597000E+00    0.1322149200E+00
                  36                 YES   -0.1822917500E+00   -0.1752169300E+00
                  37                 YES   -0.2225483000E-01    0.5632806300E+00
                  38                  NO    0.3219072000E-01   -0.7891520000E-01
                  39                  NO    0.3721576000E-01    0.1130160000E-02
                  40                 YES   -0.5485060000E-02    0.2939856900E+00
                  41                  NO   -0.2595810000E-01    0.9720150000E-01
                  42                 YES    0.1172187000E-01    0.1837151600E+00
                  43                 YES    0.9319536000E-01   -0.6005724000E+00
                  44                 YES   -0.2744928000E-01    0.1696455800E+00
                  45                  NO    0.2241270000E-01   -0.1303380500E+00
                  46                 YES   -0.4493780000E-02    0.1231257600E+00
                  47                 YES   -0.8574670000E-02    0.3641841600E+00
                  48                 YES    0.1303993000E+00   -0.1759734000E-01
                  49                 YES   -0.7598745000E-01    0.6835043600E+00
                  50                 YES   -0.8449408000E-01    0.5182764300E+00
                  51                 YES    0.8360760000E-01    0.3028604800E+00
                  52                  NO    0.4729795000E-01    0.3266742000E-01
                  53                 YES    0.1108026300E+00    0.2458400000E-03
                  54                 YES    0.2180621400E+00   -0.1393110000E-01
                  55                 YES   -0.1890225000E-01    0.1413132300E+00
                  56                  NO    0.7626220000E-01    0.2389112000E-01
                  57                 YES   -0.1852788000E-01    0.1717701600E+00
                  58                  NO    0.5784327000E-01   -0.4436937000E-01
                  59                  NO    0.3756000000E-01    0.5079960000E-01
                  60                  NO   -0.2692440000E-01    0.1009234800E+00
                  61                 YES    0.1609321800E+00   -0.9805371000E-01
                  62                 YES   -0.2349532000E-01    0.2670764600E+00
                  63                 YES    0.1916110700E+00   -0.3776500000E-01
                  64                 YES    0.1227916800E+00    0.1191888000E-01
                  65                 YES    0.7191030000E-01    0.6455631000E-01
                  66                 YES   -0.1870986000E-01    0.1477382600E+00
