               index         classified?        descriptor_1        descriptor_2
                   1                 YES   -0.3587040000E-02   -0.1000000000E+01
                   2                 YES    0.1523856000E-01   -0.7123415000E+00
                   3                 YES    0.8307798000E-01    0.6255060000E-01
                   4                 YES    0.3180000000E-01   -0.8497891400E+00
                   5                 YES    0.6482272000E-01   -0.4569505200E+00
                   6                 YES    0.8104950000E-02   -0.1541374400E+00
                   7                 YES    0.5532504000E-01    0.7521361000E-01
                   8                 YES    0.1515260700E+00    0.5181414000E-01
                   9                 YES    0.3546150000E-01   -0.1286235000E+00
                  10                 YES    0.7670076000E-01    0.4188325000E-01
                  11                 YES    0.1605402300E+00    0.6350130000E-01
                  12                  NO    0.7288560000E-02   -0.3258100000E-02
                  13                 YES    0.1263950500E+00   -0.6414840000E-01
                  14                 YES    0.7385280000E-01    0.9017568000E-01
                  15                 YES    0.5226960000E-01   -0.2900608000E+00
                  16                 YES    0.4664253000E-01   -0.8095408000E-01
                  17                 YES    0.7750336000E-01   -0.4216320000E-01
                  18                 YES    0.7312760000E-01    0.4663134000E-01
                  19                 YES    0.6964958000E-01    0.3995264000E-01
                  20                 YES    0.1297220000E-01   -0.2895312000E+00
                  21                 YES    0.7545736000E-01   -0.1619163000E+00
                  22                 YES    0.8240016000E-01    0.5184038000E-01
                  23                 YES    0.7518381000E-01    0.3901560000E-01
                  24                 YES    0.2016908100E+00    0.0000000000E+00
                  25                  NO    0.0000000000E+00    0.1004801200E+00
                  26                 YES    0.1244581200E+00    0.8157831000E-01
                  27                 YES    0.1358856800E+00    0.1664080000E+00
                  28                  NO    0.5314596000E-01    0.1199872000E+00
                  29                 YES    0.5713707000E-01    0.5512814000E-01
                  30                 YES    0.4904592000E-01   -0.9356748000E-01
                  31                 YES    0.6518548000E-01    0.5730264000E-01
                  32                  NO    0.1643500000E-01   -0.1050732000E+00
                  33                 YES    0.1162736400E+00    0.6384400000E-01
                  34                 YES    0.1267292400E+00    0.9204305000E-01
                  35                 YES    0.3318844100E+00    0.7762128000E-01
                  36                 YES    0.1470360600E+00   -0.1108012500E+00
                  37                 YES    0.6119400000E-01    0.5546435600E+00
                  38                  NO    0.3205290000E-01   -0.4514685000E-01
                  39                  NO    0.1856256000E-01   -0.1411924000E-01
                  40                  NO    0.1411200000E-01    0.6049920000E-01
                  41                  NO    0.1856256000E-01    0.4652716000E-01
                  42                 YES    0.4945092000E-01    0.3288605100E+00
                  43                  NO    0.3400799000E-01    0.1006300000E+00
                  44                 YES   -0.1767780000E-01   -0.1639621000E-01
                  45                 YES   -0.3397540000E-01   -0.2503985200E+00
                  46                 YES    0.6386064000E-01    0.1994506800E+00
                  47                  NO    0.1947672000E-01   -0.9749410000E-01
                  48                 YES    0.4764279000E-01    0.1545082000E+00
                  49                 YES    0.5038333000E-01    0.3782486400E+00
                  50                 YES   -0.4172004000E-01   -0.5138100000E-02
                  51                 YES    0.9506196000E-01    0.4288302900E+00
                  52                 YES   -0.4064445000E-01    0.3770561400E+00
                  53                 YES   -0.4444523000E-01    0.1120694400E+00
                  54                 YES   -0.4097020000E-01    0.2158080000E-01
                  55                 YES   -0.3930620000E-01   -0.2625408000E-01
                  56                 YES    0.4892944000E-01    0.1726308000E+00
                  57                 YES   -0.4238703000E-01    0.9090048000E-01
                  58                 YES   -0.1808253000E-01   -0.1581762000E-01
                  59                 YES   -0.4234230000E-02    0.6844064000E-01
                  60                 YES   -0.5741820000E-01   -0.1009831200E+00
                  61                 YES    0.4471952000E-01    0.2722545900E+00
                  62                 YES   -0.4048768000E-01   -0.1904984000E-01
                  63                 YES   -0.3338517000E-01    0.4294492000E-01
                  64                 YES   -0.9363065000E-01    0.1521610200E+00
                  65                 YES   -0.5084219000E-01    0.1213671600E+00
                  66                 YES    0.4930003000E-01    0.1789036200E+00
