               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.3700000000E-02    0.9963000000E+00
                   2                 YES   -0.1530000000E-01    0.7164000000E+00
                   3                 YES   -0.1979000000E+00    0.9922680000E-01
                   4                 YES   -0.3180000000E-01    0.4803615900E+00
                   5                 YES   -0.6640000000E-01    0.3190900500E+00
                   6                 YES   -0.2483000000E+00    0.1367760000E-01
                   7                 YES   -0.8000000000E-02    0.2085292000E+00
                   8                 YES   -0.3022000000E+00    0.3365982000E-01
                   9                 YES   -0.3640000000E-01    0.3024684000E+00
                  10                  NO   -0.4360000000E-01   -0.5797440000E-01
                  11                 YES   -0.1646000000E+00    0.3032270000E-01
                  12                  NO   -0.3580000000E-01    0.7526244000E-01
                  13                 YES   -0.8230000000E-01   -0.3809990000E-01
                  14                 YES   -0.5660000000E-01    0.1731192900E+00
                  15                  NO   -0.5050000000E-01    0.4571658000E-01
                  16                 YES   -0.8030000000E-01    0.3132480000E-01
                  17                 YES   -0.8050000000E-01    0.1133750000E-02
                  18                 YES   -0.7660000000E-01   -0.1441474000E-01
                  19                 YES   -0.1013100000E+01    0.1345878300E+00
                  20                 YES   -0.8230000000E-01   -0.2555190000E-01
                  21                 YES   -0.2086000000E+00    0.1033729200E+00
                  22                 YES   -0.2107000000E+00    0.1147208100E+00
                  23                 YES   -0.3260000000E+00    0.7276703000E-01
                  24                 YES   -0.4414000000E+00   -0.7266000000E-02
                  25                 YES   -0.2809000000E+00    0.2841682200E+00
                  26                 YES   -0.2196000000E+00    0.1309000000E+00
                  27                 YES   -0.7870000000E-01    0.2377260000E-01
                  28                 YES   -0.3201000000E+00   -0.1575900000E-03
                  29                  NO    0.2627000000E+00    0.1688643000E+00
                  30                 YES   -0.1017100000E+01    0.1320228000E-01
                  31                 YES   -0.6570000000E-01    0.1689833900E+00
                  32                  NO    0.1494000000E+00    0.1376728000E-01
                  33                  NO    0.1578000000E+00    0.2227944800E+00
                  34                 YES   -0.1806000000E+00   -0.4433256000E-01
                  35                 YES   -0.1907000000E+00   -0.4955100000E-02
                  36                 YES   -0.4119000000E+00   -0.2509584000E-01
                  37                  NO   -0.3470000000E-01   -0.3715299000E-01
                  38                  NO   -0.1870000000E-01    0.9958277000E-01
                  39                  NO   -0.1410000000E-01    0.1029858600E+00
                  40                  NO   -0.1870000000E-01    0.9238429000E-01
                  41                  NO   -0.7170000000E-01   -0.3679566000E-01
                  42                 YES   -0.7990000000E-01   -0.1218072800E+00
                  43                  NO   -0.9700000000E-02    0.1153984300E+00
                  44                 YES    0.2765000000E+00    0.4082636800E+00
                  45                 YES    0.2646000000E+00   -0.4675358000E-01
                  46                  NO   -0.2220000000E-01   -0.2655298000E-01
                  47                  NO   -0.4980000000E-01    0.1502775600E+00
                  48                  NO   -0.5310000000E-01    0.6411265000E-01
                  49                 YES   -0.6390000000E-01   -0.2522249800E+00
                  50                 YES   -0.1010000000E-01   -0.8313487000E-01
                  51                 YES    0.8886000000E+00    0.5494000000E-01
                  52                 YES    0.5286000000E+00    0.1633230000E+00
                  53                 YES    0.4207000000E+00    0.1818315400E+00
                  54                 YES    0.2636000000E+00    0.6808942000E-01
                  55                  NO    0.1365000000E+00    0.7446740000E-01
                  56                 YES    0.2757000000E+00    0.4833169000E-01
                  57                 YES   -0.6010000000E-01   -0.2954770000E+00
                  58                 YES    0.3940000000E-01   -0.1675207200E+00
                  59                  NO    0.1790000000E-01    0.5195512000E-01
                  60                 YES   -0.6050000000E-01   -0.7054690000E-01
                  61                 YES    0.1336000000E+00   -0.3025136000E-01
                  62                 YES    0.2503000000E+00    0.3644177000E-01
                  63                 YES    0.2811000000E+00    0.1346887900E+00
                  64                 YES    0.2926000000E+00   -0.1011084000E-01
                  65                 YES    0.1461000000E+00   -0.4150380000E-01
                  66                 YES   -0.6000000000E-01   -0.4186557200E+00
