               index         classified?        descriptor_1
                   1                 YES    0.1000000000E+01
                   2                 YES    0.9425000000E+00
                   3                 YES    0.9682000000E+00
                   4                 YES    0.1948000000E+01
                   5                 YES    0.9036000000E+00
                   6                  NO    0.7253000000E+00
                   7                 YES    0.1806000000E+00
                   8                 YES    0.9098000000E+00
                   9                 YES    0.2725000000E+00
                  10                 YES    0.1622000000E+00
                  11                 YES    0.1051000000E+00
                  12                 YES    0.1408200000E+01
                  13                 YES    0.2069900000E+01
                  14                 YES    0.1093200000E+01
                  15                 YES    0.1346800000E+01
                  16                 YES    0.1628400000E+01
                  17                  NO    0.8193000000E+00
                  18                  NO    0.8137000000E+00
                  19                  NO    0.8617000000E+00
                  20                 YES    0.1220000000E+00
                  21                 YES    0.0000000000E+00
                  22                 YES    0.2647000000E+00
                  23                  NO    0.3782000000E+00
                  24                 YES    0.1217000000E+01
                  25                 YES    0.2890600000E+01
                  26                 YES    0.3458000000E+00
                  27                 YES    0.2132600000E+01
                  28                  NO    0.4288000000E+00
                  29                  NO    0.8460000000E+00
                  30                  NO    0.8623000000E+00
                  31                 YES    0.1494000000E+00
                  32                 YES    0.3112000000E+00
                  33                 YES    0.1106600000E+01
                  34                  NO    0.6464000000E+00
                  35                 YES    0.1052200000E+01
                  36                 YES    0.1620100000E+01
                  37                  NO    0.8642000000E+00
                  38                  NO    0.8467000000E+00
                  39                  NO    0.8819000000E+00
                  40                  NO    0.3470000000E+00
                  41                  NO    0.7037000000E+00
                  42                  NO    0.4575000000E+00
                  43                  NO    0.8437000000E+00
                  44                  NO    0.8890000000E+00
                  45                  NO    0.8772000000E+00
                  46                  NO    0.4671000000E+00
                  47                  NO    0.8228000000E+00
                  48                  NO    0.5269000000E+00
                  49                  NO    0.5229000000E+00
                  50                  NO    0.5854000000E+00
                  51                  NO    0.4284000000E+00
                  52                  NO    0.4496000000E+00
                  53                  NO    0.4128000000E+00
                  54                  NO    0.7110000000E+00
                  55                  NO    0.4224000000E+00
                  56                  NO    0.8158000000E+00
                  57                  NO    0.5794000000E+00
                  58                  NO    0.4376000000E+00
                  59                  NO    0.6840000000E+00
                  60                  NO    0.5817000000E+00
                  61                  NO    0.6161000000E+00
                  62                  NO    0.4358000000E+00
                  63                  NO    0.4196000000E+00
                  64                  NO    0.3658000000E+00
                  65                  NO    0.5076000000E+00
                  66                  NO    0.7182000000E+00
