               index         classified?        descriptor_1
                   1                  NO    0.2122911000E-01
                   2                 YES   -0.7868484000E-01
                   3                 YES   -0.5200000000E-01
                   4                 YES   -0.2064889800E+00
                   5                  NO    0.9012720000E-02
                   6                  NO   -0.4300004000E-01
                   7                  NO   -0.1850103000E-01
                   8                  NO   -0.2474606000E-01
                   9                 YES   -0.7176624000E-01
                  10                 YES   -0.1533428000E+00
                  11                 YES   -0.1131996500E+00
                  12                 YES   -0.1101131200E+00
                  13                 YES   -0.9705346000E-01
                  14                 YES   -0.5869760000E-01
                  15                  NO   -0.3680768000E-01
                  16                  NO   -0.3141344000E-01
                  17                 YES   -0.5971012000E-01
                  18                 YES   -0.5761448000E-01
                  19                 YES   -0.4845838000E-01
                  20                 YES   -0.5419964000E-01
                  21                 YES   -0.5964799000E-01
                  22                 YES   -0.7833192000E-01
                  23                 YES   -0.1225598000E+00
                  24                 YES   -0.1944810000E+00
                  25                  NO    0.0000000000E+00
                  26                 YES   -0.1189053000E+00
                  27                 YES   -0.2058158400E+00
                  28                  NO   -0.3274080000E-01
                  29                 YES   -0.5035873000E-01
                  30                  NO   -0.2802690000E-02
                  31                 YES   -0.4551878000E-01
                  32                  NO    0.2416911000E-01
                  33                 YES   -0.1072302500E+00
                  34                 YES   -0.5859620000E-01
                  35                 YES   -0.3144771600E+00
                  36                 YES   -0.1308426400E+00
                  37                  NO   -0.1760010000E-01
                  38                  NO   -0.1518720000E-02
                  39                  NO    0.2545020000E-02
                  40                  NO   -0.1518720000E-02
                  41                  NO   -0.3294902000E-01
                  42                  NO   -0.3016800000E-01
                  43                 YES    0.3365754000E-01
                  44                  NO   -0.3010692000E-01
                  45                  NO   -0.8658350000E-02
                  46                  NO   -0.3099936000E-01
                  47                  NO   -0.3401568000E-01
                  48                 YES    0.4310730000E-01
                  49                  NO   -0.4308668000E-01
                  50                  NO   -0.3521100000E-02
                  51                  NO    0.1178773000E-01
                  52                 YES    0.4419243000E-01
                  53                 YES    0.4208943000E-01
                  54                 YES    0.3898895000E-01
                  55                  NO   -0.3740184000E-01
                  56                 YES    0.4209543000E-01
                  57                  NO    0.2306520000E-01
                  58                  NO    0.7432230000E-02
                  59                  NO   -0.3709225000E-01
                  60                 YES    0.6008582000E-01
                  61                  NO   -0.1787520000E-01
                  62                 YES    0.4015963000E-01
                  63                 YES    0.3332472000E-01
                  64                 YES    0.9387785000E-01
                  65                 YES    0.5235840000E-01
                  66                  NO   -0.3751119000E-01
