               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.2122911000E-01   -0.1000000000E+01
                   2                 YES   -0.7868484000E-01   -0.4727000000E+00
                   3                 YES   -0.5200000000E-01   -0.9998000000E+00
                   4                 YES   -0.2064889800E+00   -0.5338000000E+00
                   5                  NO    0.9012720000E-02   -0.2232000000E+00
                   6                 YES   -0.4300004000E-01   -0.8820000000E-01
                   7                  NO   -0.1850103000E-01   -0.5591000000E+00
                   8                  NO   -0.2474606000E-01   -0.5713000000E+00
                   9                 YES   -0.7176624000E-01   -0.3754000000E+00
                  10                 YES   -0.1533428000E+00   -0.2713000000E+00
                  11                 YES   -0.1131996500E+00   -0.3759000000E+00
                  12                 YES   -0.1101131200E+00   -0.4528000000E+00
                  13                 YES   -0.9705346000E-01   -0.5324000000E+00
                  14                 YES   -0.5869760000E-01   -0.4971000000E+00
                  15                 YES   -0.3680768000E-01   -0.6463000000E+00
                  16                  NO   -0.3141344000E-01   -0.4386000000E+00
                  17                 YES   -0.5971012000E-01   -0.4085000000E+00
                  18                 YES   -0.5761448000E-01   -0.3586000000E+00
                  19                 YES   -0.4845838000E-01   -0.1965000000E+00
                  20                 YES   -0.5419964000E-01   -0.1868000000E+00
                  21                 YES   -0.5964799000E-01   -0.5872000000E+00
                  22                 YES   -0.7833192000E-01   -0.4879000000E+00
                  23                 YES   -0.1225598000E+00   -0.5543000000E+00
                  24                 YES   -0.1944810000E+00   -0.7520000000E+00
                  25                  NO    0.0000000000E+00   -0.2541000000E+00
                  26                 YES   -0.1189053000E+00   -0.2274000000E+00
                  27                 YES   -0.2058158400E+00   -0.7325000000E+00
                  28                  NO   -0.3274080000E-01   -0.4266000000E+00
                  29                 YES   -0.5035873000E-01   -0.6841000000E+00
                  30                 YES   -0.2802690000E-02   -0.1426500000E+01
                  31                 YES   -0.4551878000E-01   -0.4747000000E+00
                  32                  NO    0.2416911000E-01   -0.3529000000E+00
                  33                 YES   -0.1072302500E+00   -0.3607000000E+00
                  34                 YES   -0.5859620000E-01   -0.5457000000E+00
                  35                 YES   -0.3144771600E+00   -0.4964000000E+00
                  36                 YES   -0.1308426400E+00   -0.5703000000E+00
                  37                  NO   -0.1760010000E-01   -0.7055000000E+00
                  38                 YES   -0.1518720000E-02   -0.1079000000E+00
                  39                 YES    0.2545020000E-02   -0.1279000000E+00
                  40                 YES   -0.1518720000E-02   -0.1079000000E+00
                  41                 YES   -0.3294902000E-01   -0.2240000000E-01
                  42                 YES   -0.3016800000E-01   -0.7630000000E-01
                  43                 YES    0.3365754000E-01   -0.2000000000E+00
                  44                 YES   -0.3010692000E-01    0.1046000000E+00
                  45                  NO   -0.8658350000E-02   -0.6315000000E+00
                  46                  NO   -0.3099936000E-01   -0.3960000000E+00
                  47                  NO   -0.3401568000E-01   -0.2897000000E+00
                  48                 YES    0.4310730000E-01   -0.5284000000E+00
                  49                  NO   -0.4308668000E-01   -0.5680000000E+00
                  50                 YES   -0.3521100000E-02    0.5861000000E+00
                  51                 YES    0.1178773000E-01    0.7852000000E+00
                  52                 YES    0.4419243000E-01    0.0000000000E+00
                  53                 YES    0.4208943000E-01   -0.3939000000E+00
                  54                 YES    0.3898895000E-01   -0.6101000000E+00
                  55                 YES   -0.3740184000E-01   -0.7700000000E-01
                  56                 YES    0.4209543000E-01   -0.1104000000E+00
                  57                 YES    0.2306520000E-01    0.6878000000E+00
                  58                  NO    0.7432230000E-02   -0.5238000000E+00
                  59                  NO   -0.3709225000E-01   -0.3730000000E+00
                  60                 YES    0.6008582000E-01   -0.5573000000E+00
                  61                 YES   -0.1787520000E-01    0.1764000000E+00
                  62                 YES    0.4015963000E-01   -0.4233000000E+00
                  63                 YES    0.3332472000E-01   -0.4000000000E+00
                  64                 YES    0.9387785000E-01   -0.6610000000E-01
                  65                 YES    0.5235840000E-01   -0.6320000000E-01
                  66                 YES   -0.3751119000E-01   -0.7650000000E-01
