               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.3130866000E-01   -0.6708000000E+00
                   2                 YES   -0.7130193000E-01    0.2476000000E+00
                   3                 YES    0.1806144000E-01   -0.5647000000E+00
                   4                 YES   -0.2090000000E-01   -0.5152000000E+00
                   5                 YES   -0.1858042400E+00    0.2133000000E+00
                   6                  NO    0.3996111000E-01   -0.1193000000E+00
                   7                  NO   -0.2192268000E-01    0.6163000000E+00
                   8                 YES   -0.1361988600E+00    0.3089000000E+00
                   9                  NO    0.1012392000E-01    0.1240000000E-01
                  10                  NO   -0.4866180000E-02    0.4030000000E+00
                  11                 YES   -0.9685675000E-01    0.9080000000E+00
                  12                 YES   -0.8726662000E-01    0.5041000000E+00
                  13                 YES   -0.7449830000E-01    0.4105000000E+00
                  14                 YES   -0.3445600000E-01    0.4623000000E+00
                  15                 YES   -0.1086336000E-01   -0.1096000000E+00
                  16                 YES   -0.5460960000E-02    0.7840000000E-01
                  17                 YES   -0.3171170000E-01    0.1347000000E+00
                  18                 YES   -0.4214625000E-01    0.3691000000E+00
                  19                 YES   -0.3679640000E-01    0.5131000000E+00
                  20                 YES   -0.5423826000E-01    0.5740000000E+00
                  21                  NO    0.2687731000E-01   -0.5010000000E-01
                  22                 YES   -0.3432636000E-01    0.2903000000E+00
                  23                 YES   -0.7146705000E-01    0.5300000000E+00
                  24                 YES   -0.6548330000E-01    0.2395000000E+00
                  25                 YES   -0.1160510400E+00    0.9090000000E-01
                  26                 YES   -0.1877488900E+00    0.5830000000E-01
                  27                 YES   -0.1114958600E+00    0.7698000000E+00
                  28                 YES   -0.1151301600E+00    0.1202800000E+01
                  29                 YES   -0.3025750000E-01    0.3413000000E+00
                  30                 YES   -0.1938220500E+00    0.3988000000E+00
                  31                  NO    0.4562370000E-01   -0.5230000000E-01
                  32                  NO   -0.1858440000E-01    0.4223000000E+00
                  33                 YES    0.0000000000E+00   -0.9880000000E-01
                  34                 YES   -0.1035168000E+00    0.2650000000E+00
                  35                 YES   -0.3009866000E+00    0.5346000000E+00
                  36                 YES   -0.1090941100E+00    0.3812000000E+00
                  37                 YES   -0.1759967000E-01    0.6415000000E+00
                  38                  NO    0.1734636000E-01   -0.6410000000E-01
                  39                 YES    0.3258628000E-01    0.1558000000E+00
                  40                 YES    0.2873955000E-01    0.1679000000E+00
                  41                 YES   -0.5316860000E-02    0.7710000000E+00
                  42                  NO   -0.3253293000E-01    0.5321000000E+00
                  43                 YES    0.6374540000E-02    0.6936000000E+00
                  44                 YES    0.2520007200E+00   -0.2006000000E+00
                  45                  NO    0.1214190000E-01    0.8950000000E-01
                  46                  NO   -0.3133440000E-02    0.3008000000E+00
                  47                 YES   -0.6483720000E-02    0.5003000000E+00
                  48                 YES    0.5007454000E-01    0.2172000000E+00
                  49                 YES   -0.1784320000E-01    0.6819000000E+00
                  50                 YES   -0.7060032000E-01    0.1175500000E+01
                  51                 YES    0.5660304000E-01    0.6421000000E+00
                  52                 YES    0.4827683000E-01    0.5631000000E+00
                  53                 YES    0.3927628000E-01   -0.6218000000E+00
                  54                 YES   -0.1703025000E-01    0.8946000000E+00
                  55                  NO    0.4289032000E-01   -0.1650000000E+00
                  56                 YES   -0.1690108000E-01    0.1124600000E+01
                  57                 YES    0.3620583000E-01    0.2715000000E+00
                  58                 YES    0.1648000000E-01    0.5297000000E+00
                  59                 YES   -0.1775844000E-01    0.8964000000E+00
                  60                 YES    0.7077991000E-01    0.5088000000E+00
                  61                 YES   -0.1887748000E-01    0.8918000000E+00
                  62                 YES    0.4879420000E-01    0.8690000000E-01
                  63                  NO    0.4043280000E-01   -0.2040000000E+00
                  64                 YES    0.3485952000E-01    0.6437000000E+00
                  65                 YES    0.6012006000E-01    0.5304000000E+00
                  66                 YES   -0.1688219000E-01    0.1295800000E+01
