               index         classified?        descriptor_1
                   1                  NO    0.4340000000E-01
                   2                  NO   -0.3008592000E-01
                   3                 YES   -0.1062079200E+00
                   4                 YES   -0.1023453200E+00
                   5                 YES   -0.2932684800E+00
                   6                  NO   -0.5515776000E-01
                   7                  NO   -0.3565782000E-01
                   8                  NO   -0.6033300000E-01
                   9                 YES   -0.1231132800E+00
                  10                  NO   -0.4292263000E-01
                  11                 YES   -0.1646726400E+00
                  12                 YES   -0.1652447600E+00
                  13                 YES   -0.1598051700E+00
                  14                 YES   -0.1001638200E+00
                  15                  NO   -0.7302264000E-01
                  16                  NO   -0.5524127000E-01
                  17                  NO   -0.8737885000E-01
                  18                  NO   -0.6499608000E-01
                  19                  NO   -0.8375920000E-02
                  20                 YES   -0.1065552200E+00
                  21                 YES   -0.1537987500E+00
                  22                 YES   -0.1434511100E+00
                  23                 YES   -0.2084302000E+00
                  24                  NO    0.1117749000E+00
                  25                 YES   -0.1074278400E+00
                  26                 YES   -0.1789008000E+00
                  27                 YES   -0.1028136600E+00
                  28                  NO   -0.7482568000E-01
                  29                 YES   -0.3610345200E+00
                  30                 YES   -0.1009378800E+00
                  31                  NO    0.9090670000E-01
                  32                  NO   -0.1370412000E-01
                  33                  NO    0.7752470000E-01
                  34                 YES   -0.1568822600E+00
                  35                 YES   -0.3679080000E+00
                  36                 YES   -0.2110565600E+00
                  37                  NO   -0.6098340000E-01
                  38                  NO   -0.4299548000E-01
                  39                  NO   -0.4341900000E-02
                  40                  NO    0.1076500000E-03
                  41                  NO   -0.4341900000E-02
                  42                  NO   -0.4125186000E-01
                  43                  NO   -0.2847142000E-01
                  44                 YES    0.1349999700E+00
                  45                  NO   -0.6527000000E-01
                  46                  NO   -0.3284348000E-01
                  47                  NO   -0.5006430000E-01
                  48                  NO   -0.5024598000E-01
                  49                  NO   -0.8033580000E-01
                  50                  NO   -0.2719310000E-01
                  51                  NO   -0.9655686000E-01
                  52                  NO    0.5548880000E-01
                  53                  NO    0.8717958000E-01
                  54                 YES    0.2372860000E+00
                  55                  NO   -0.4930864000E-01
                  56                 YES    0.1191696400E+00
                  57                  NO   -0.5099127000E-01
                  58                  NO    0.1970325000E-01
                  59                  NO   -0.6891822000E-01
                  60                 YES    0.1278738000E+00
                  61                  NO   -0.5464400000E-01
                  62                 YES    0.2026188300E+00
                  63                 YES    0.1207689400E+00
                  64                 YES    0.1805317000E+00
                  65                  NO    0.6645133000E-01
                  66                  NO   -0.4927872000E-01
