               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.2170000000E-01   -0.1000000000E+01
                   2                 YES   -0.1403953153E-01   -0.9510000000E+00
                   3                 YES   -0.4388416141E-01   -0.8583000000E+00
                   4                 YES   -0.3510694895E-01   -0.7524000000E+00
                   5                 YES   -0.7235547883E-01   -0.4408000000E+00
                   6                  NO   -0.4736825856E-02   -0.1160000000E+00
                   7                  NO   -0.4442491980E-02    0.1810000000E-01
                   8                  NO   -0.1235949422E-01   -0.3331000000E+00
                   9                 YES   -0.2097262669E-01   -0.4192000000E+00
                  10                 YES   -0.3120128535E-01   -0.1195300000E+01
                  11                 YES   -0.2645800080E-01   -0.2344000000E+00
                  12                 YES   -0.3186197773E-01   -0.2282000000E+00
                  13                 YES   -0.3380030737E-01   -0.3092000000E+00
                  14                 YES   -0.1925664240E-01   -0.2091000000E+00
                  15                 YES   -0.2064011242E-01   -0.4598000000E+00
                  16                  NO   -0.1260929807E-01   -0.2644000000E+00
                  17                  NO   -0.1256745930E-01   -0.2350000000E-01
                  18                  NO   -0.6168606282E-02    0.1327000000E+00
                  19                  NO   -0.2223434024E-02   -0.4054000000E+00
                  20                 YES   -0.2653530900E-01   -0.3708000000E+00
                  21                  NO   -0.8487541584E-02   -0.4389000000E+00
                  22                 YES   -0.3835823732E-01   -0.7125000000E+00
                  23                 YES   -0.8606082958E-01   -0.9702000000E+00
                  24                  NO    0.2764959740E-02   -0.7670000000E-01
                  25                 YES   -0.2844154646E-01   -0.5112000000E+00
                  26                  NO    0.0000000000E+00   -0.3600000000E-01
                  27                 YES   -0.2166946092E-01   -0.4437000000E+00
                  28                 YES   -0.1892918931E-01   -0.3705000000E+00
                  29                 YES   -0.5877231461E-01   -0.6527000000E+00
                  30                 YES   -0.2091941086E-01   -0.3424000000E+00
                  31                  NO    0.0000000000E+00   -0.4691000000E+00
                  32                  NO   -0.1672000704E-02    0.4840000000E-01
                  33                 YES    0.7409558244E-02   -0.7134000000E+00
                  34                 YES   -0.3841517690E-01   -0.4740000000E+00
                  35                 YES   -0.9488453100E-01   -0.5855000000E+00
                  36                 YES   -0.4744032480E-01   -0.3791000000E+00
                  37                 YES   -0.3587608800E-03    0.5896000000E+00
                  38                  NO   -0.1051132734E-01   -0.4027000000E+00
                  39                 YES   -0.2857511810E-03    0.2193000000E+00
                  40                 YES    0.8009268000E-05    0.2103000000E+00
                  41                 YES   -0.2857511810E-03    0.2193000000E+00
                  42                  NO   -0.3693301425E-02   -0.1989000000E+00
                  43                  NO   -0.1390936708E-02   -0.5720000000E-01
                  44                 YES    0.3767224352E-01   -0.6148000000E+00
                  45                 YES   -0.5764231600E-02    0.1982000000E+00
                  46                  NO   -0.1063751828E-01   -0.6014000000E+00
                  47                 YES   -0.3161350140E-02    0.2809000000E+00
                  48                 YES   -0.1379723665E-02    0.4681000000E+00
                  49                  NO   -0.1876799496E-01   -0.3235000000E+00
                  50                 YES   -0.9945123190E-02    0.2793000000E+00
                  51                 YES   -0.1411087554E-02    0.3002000000E+00
                  52                 YES    0.5149090980E-02    0.1430000000E-01
                  53                 YES    0.1343264328E-01   -0.2929000000E+00
                  54                 YES    0.1172851172E+00   -0.1032700000E+01
                  55                 YES   -0.2469269504E-02    0.1442000000E+00
                  56                 YES    0.2319947332E-01   -0.5763000000E+00
                  57                 YES   -0.2857820310E-02    0.1230000000E+00
                  58                 YES    0.5933347200E-02    0.4097000000E+00
                  59                 YES   -0.4330173016E-02    0.1172000000E+00
                  60                 YES    0.2173639026E-01   -0.3392000000E+00
                  61                 YES   -0.3679138818E-02    0.1201000000E+00
                  62                 YES    0.3105813595E-01   -0.3951000000E+00
                  63                 YES    0.6814289808E-02   -0.1723000000E+00
                  64                 YES    0.7630004320E-02    0.1330000000E+00
                  65                 YES    0.3739798704E-02   -0.3330000000E-01
                  66                 YES   -0.1831111974E-02    0.2681000000E+00
