               index         classified?        descriptor_1        descriptor_2
                   1                 YES   -0.3587040000E-02   -0.1000000000E+01
                   2                 YES    0.1523856000E-01   -0.1000000000E+01
                   3                 YES    0.8307798000E-01   -0.4727000000E+00
                   4                 YES    0.3180000000E-01   -0.9998000000E+00
                   5                 YES    0.6482272000E-01   -0.9999000000E+00
                   6                 YES    0.2249797000E+00   -0.5338000000E+00
                   7                  NO    0.8104950000E-02   -0.2232000000E+00
                   8                  NO    0.5532504000E-01   -0.8820000000E-01
                   9                 YES    0.1515260700E+00   -0.2771000000E+00
                  10                  NO    0.3512999000E-01   -0.5591000000E+00
                  11                  NO    0.3546150000E-01   -0.5713000000E+00
                  12                 YES    0.7670076000E-01   -0.3754000000E+00
                  13                 YES    0.1605402300E+00   -0.2713000000E+00
                  14                 YES    0.1247761200E+00   -0.3759000000E+00
                  15                 YES    0.1124457400E+00   -0.5324000000E+00
                  16                  NO    0.4664253000E-01   -0.4386000000E+00
                  17                 YES    0.7750336000E-01   -0.4085000000E+00
                  18                 YES    0.7312760000E-01   -0.3586000000E+00
                  19                 YES    0.6378844000E-01   -0.1965000000E+00
                  20                 YES    0.6964958000E-01   -0.1868000000E+00
                  21                 YES    0.1297220000E-01   -0.1638300000E+01
                  22                 YES    0.7545736000E-01   -0.5872000000E+00
                  23                 YES    0.8240016000E-01   -0.4879000000E+00
                  24                 YES    0.7518381000E-01   -0.4767000000E+00
                  25                 YES    0.1274491400E+00   -0.5543000000E+00
                  26                 YES    0.2016908100E+00   -0.7520000000E+00
                  27                  NO    0.0000000000E+00   -0.2541000000E+00
                  28                 YES    0.1244581200E+00   -0.2274000000E+00
                  29                 YES    0.1358856800E+00   -0.3798000000E+00
                  30                  NO    0.5314596000E-01   -0.5611000000E+00
                  31                 YES    0.5713707000E-01   -0.6648000000E+00
                  32                 YES    0.1643500000E-01   -0.1426500000E+01
                  33                 YES    0.6196430000E-01   -0.4747000000E+00
                  34                 YES   -0.1871280000E-02   -0.7094000000E+00
                  35                 YES    0.6968105000E-01   -0.5457000000E+00
                  36                 YES    0.3318844100E+00   -0.4964000000E+00
                  37                  NO    0.6119400000E-01   -0.2361000000E+00
                  38                  NO    0.3205290000E-01   -0.7055000000E+00
                  39                 YES    0.1856256000E-01   -0.1079000000E+00
                  40                 YES    0.4945092000E-01   -0.2240000000E-01
                  41                 YES    0.3400799000E-01   -0.7630000000E-01
                  42                 YES    0.6512220000E-01    0.5814000000E+00
                  43                  NO    0.8115660000E-02   -0.3805000000E+00
                  44                 YES   -0.3397540000E-01   -0.2000000000E+00
                  45                 YES    0.2891064000E-01    0.2713000000E+00
                  46                  NO    0.1947672000E-01   -0.6315000000E+00
                  47                  NO    0.4764279000E-01   -0.3960000000E+00
                  48                  NO    0.5038333000E-01   -0.2897000000E+00
                  49                  NO    0.5818365000E-01   -0.5680000000E+00
                  50                 YES   -0.4773804000E-01    0.8782000000E+00
                  51                 YES   -0.3944500000E-03    0.2720000000E+00
                  52                 YES   -0.4444523000E-01    0.0000000000E+00
                  53                 YES   -0.4097020000E-01   -0.3939000000E+00
                  54                 YES   -0.3930620000E-01   -0.6101000000E+00
                  55                 YES    0.4892944000E-01   -0.7700000000E-01
                  56                 YES   -0.4238703000E-01   -0.1104000000E+00
                  57                 YES    0.5659043000E-01   -0.7680000000E-01
                  58                 YES   -0.1808253000E-01   -0.3122000000E+00
                  59                  NO    0.4787200000E-01   -0.3730000000E+00
                  60                 YES   -0.5741820000E-01   -0.5573000000E+00
                  61                 YES   -0.4703097000E-01   -0.5296000000E+00
                  62                 YES   -0.4048768000E-01   -0.4233000000E+00
                  63                 YES   -0.3338517000E-01   -0.4000000000E+00
                  64                 YES   -0.9363065000E-01   -0.6610000000E-01
                  65                 YES   -0.5084219000E-01   -0.6320000000E-01
                  66                 YES    0.4930003000E-01   -0.7650000000E-01
