               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.2122911000E-01    0.1000000000E+01
                   2                 YES    0.1411500000E-02    0.6786000000E+00
                   3                 YES   -0.5200000000E-01    0.9861000000E+00
                   4                 YES   -0.4687776000E-01    0.1348600000E+01
                   5                 YES   -0.2064889800E+00    0.3661000000E+00
                   6                  NO    0.9012720000E-02    0.2267000000E+00
                   7                  NO   -0.4300004000E-01    0.4400000000E-02
                   8                  NO   -0.2474606000E-01    0.2381000000E+00
                   9                 YES   -0.7176624000E-01    0.5720000000E-01
                  10                 YES   -0.1533428000E+00   -0.3440000000E-01
                  11                 YES   -0.1131996500E+00   -0.1330000000E-01
                  12                 YES   -0.9705346000E-01    0.3469000000E+00
                  13                 YES   -0.3680768000E-01    0.4095000000E+00
                  14                 YES   -0.7406448000E-01    0.5640000000E-01
                  15                 YES   -0.7615838000E-01   -0.1186000000E+00
                  16                 YES   -0.1006246400E+00   -0.1121000000E+00
                  17                  NO    0.9466600000E-03    0.3383000000E+00
                  18                 YES   -0.7833192000E-01    0.1084000000E+00
                  19                 YES   -0.7173909000E-01    0.2145000000E+00
                  20                 YES   -0.1225598000E+00    0.2448000000E+00
                  21                 YES   -0.1944810000E+00    0.4794000000E+00
                  22                  NO    0.0000000000E+00   -0.8700000000E-02
                  23                 YES   -0.1189053000E+00   -0.1147000000E+00
                  24                 YES   -0.1268920800E+00    0.1030000000E-01
                  25                 YES   -0.4502121000E-01    0.3291000000E+00
                  26                 YES   -0.2058158400E+00    0.4971000000E+00
                  27                  NO   -0.3274080000E-01    0.2799000000E+00
                  28                 YES   -0.5035873000E-01    0.5060000000E+00
                  29                  NO   -0.2802690000E-02    0.6300000000E-01
                  30                  NO    0.1834650000E-02    0.4463000000E+00
                  31                  NO    0.2416911000E-01    0.7830000000E-01
                  32                 YES   -0.1072302500E+00    0.1083000000E+00
                  33                 YES   -0.1169971800E+00    0.1871000000E+00
                  34                 YES   -0.5859620000E-01    0.2349000000E+00
                  35                 YES   -0.3144771600E+00    0.4265000000E+00
                  36                 YES   -0.1308426400E+00    0.3950000000E+00
                  37                 YES   -0.4465059000E-01   -0.3838000000E+00
                  38                  NO   -0.3790010000E-01    0.3955000000E+00
                  39                 YES   -0.1518720000E-02   -0.6630000000E-01
                  40                 YES    0.2545020000E-02   -0.1254000000E+00
                  41                 YES   -0.3294902000E-01   -0.3064000000E+00
                  42                 YES   -0.3016800000E-01   -0.8130000000E-01
                  43                  NO   -0.5297978000E-01    0.3260000000E-01
                  44                 YES   -0.3961000000E-02   -0.7330000000E-01
                  45                 YES    0.2336825400E+00   -0.7510000000E-01
                  46                 YES   -0.4790514000E-01   -0.3364000000E+00
                  47                  NO   -0.8658350000E-02    0.5427000000E+00
                  48                 YES   -0.3099936000E-01   -0.7600000000E-01
                  49                 YES   -0.3401568000E-01   -0.2584000000E+00
                  50                 YES    0.4310730000E-01    0.2846000000E+00
                  51                  NO   -0.4308668000E-01    0.2180000000E+00
                  52                  NO   -0.3521100000E-02    0.9620000000E-01
                  53                 YES   -0.8491227000E-01   -0.8067000000E+00
                  54                 YES   -0.8542552000E-01   -0.6500000000E+00
                  55                 YES    0.4419243000E-01   -0.1338000000E+00
                  56                 YES    0.4208943000E-01    0.2035000000E+00
                  57                 YES    0.3898895000E-01    0.2398000000E+00
                  58                 YES    0.4209543000E-01   -0.9710000000E-01
                  59                 YES   -0.4182728000E-01   -0.2066000000E+00
                  60                 YES    0.2306520000E-01    0.6670000000E-01
                  61                  NO    0.7432230000E-02    0.1408000000E+00
                  62                  NO   -0.3709225000E-01   -0.3050000000E-01
                  63                 YES    0.6008582000E-01    0.2865000000E+00
                  64                 YES    0.4015963000E-01    0.1329000000E+00
                  65                 YES    0.9387785000E-01   -0.1317000000E+00
                  66                 YES   -0.3751119000E-01   -0.1618000000E+00
