               index         classified?        descriptor_1
                   1                  NO    0.2170000000E-01
                   2                  NO    0.1500000000E-02
                   3                  NO   -0.1369726000E-01
                   4                 YES   -0.5198960000E-01
                   5                 YES   -0.1253124600E+00
                   6                  NO    0.2146960000E-02
                   7                  NO   -0.5201440000E-02
                   8                  NO   -0.1118380000E-01
                   9                 YES   -0.6236828000E-01
                  10                 YES   -0.8805256000E-01
                  11                 YES   -0.5787152000E-01
                  12                 YES   -0.6111196000E-01
                  13                 YES   -0.3403400000E-01
                  14                  NO   -0.2698176000E-01
                  15                  NO   -0.1574944000E-01
                  16                 YES   -0.4581654000E-01
                  17                 YES   -0.4812044000E-01
                  18                 YES   -0.7380337000E-01
                  19                  NO    0.7047700000E-03
                  20                 YES   -0.3970700000E-01
                  21                 YES   -0.1033695200E+00
                  22                 YES   -0.1026401100E+00
                  23                 YES   -0.3323376000E+00
                  24                  NO    0.6858377000E-01
                  25                 YES   -0.8225280000E-01
                  26                  NO   -0.2861859000E-01
                  27                 YES   -0.2295421800E+00
                  28                  NO   -0.1545136000E-01
                  29                 YES   -0.4027994000E-01
                  30                  NO    0.0000000000E+00
                  31                  NO   -0.1420320000E-02
                  32                  NO   -0.2386717000E-01
                  33                  NO    0.9667926000E-01
                  34                  NO    0.5325852000E-01
                  35                 YES   -0.6369250000E-01
                  36                 YES   -0.8758496000E-01
                  37                  NO   -0.1179468000E-01
                  38                  NO    0.3612600000E-03
                  39                  NO   -0.1822400000E-03
                  40                  NO   -0.1041100000E-02
                  41                  NO   -0.5940000000E-02
                  42                  NO   -0.2898350000E-01
                  43                  NO   -0.3269950000E-02
                  44                 YES    0.3214801800E+00
                  45                  NO   -0.1249026000E-01
                  46                  NO   -0.7291000000E-02
                  47                  NO   -0.1095540000E-01
                  48                  NO    0.6730056000E-01
                  49                  NO   -0.2820246000E-01
                  50                  NO   -0.2757480000E-02
                  51                  NO   -0.2128367000E-01
                  52                  NO    0.1710510000E-02
                  53                  NO    0.5289420000E-01
                  54                 YES    0.1632845500E+00
                  55                  NO   -0.4093440000E-02
                  56                  NO    0.3041532000E-01
                  57                  NO    0.1362240000E-01
                  58                  NO    0.9327900000E-02
                  59                  NO   -0.1904860000E-01
                  60                  NO    0.7524829000E-01
                  61                  NO   -0.8650320000E-02
                  62                 YES    0.1292862900E+00
                  63                 YES    0.1161284900E+00
                  64                  NO    0.2094532000E-01
                  65                  NO    0.1002240000E-01
                  66                  NO   -0.4044030000E-02
