               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.1000000000E+01    0.9570708900E+00
                   2                  NO    0.9397000000E+00    0.4965777448E+00
                   3                 YES    0.1577000000E+00    0.5688751736E-01
                   4                 YES    0.9454000000E+00    0.8039000000E+00
                   5                 YES    0.8989000000E+00    0.5913590550E+00
                   6                 YES    0.6343000000E+00    0.4212459592E+00
                   7                 YES    0.1408000000E+00    0.1307189650E+00
                   8                  NO    0.6933000000E+00    0.2482274167E+00
                   9                 YES    0.2372000000E+00    0.5281184563E-01
                  10                 YES    0.1216000000E+00    0.1272716861E+00
                  11                 YES    0.6170000000E-01    0.1873350000E-01
                  12                  NO    0.5307000000E+00    0.1948994163E+00
                  13                 YES   -0.2147000000E+00    0.3680119231E+00
                  14                 YES    0.8356000000E+00    0.5063609887E+00
                  15                 YES    0.8393000000E+00    0.5149078603E+00
                  16                  NO    0.8005000000E+00    0.3534373410E+00
                  17                  NO    0.8105000000E+00    0.3641111328E+00
                  18                  NO    0.8047000000E+00    0.3294404022E+00
                  19                 YES    0.8550000000E+00    0.9922836935E+00
                  20                 YES    0.8102000000E+00    0.4642468648E+00
                  21                 YES    0.1212000000E+00    0.9536181552E-02
                  22                 YES    0.7940000000E-01    0.3511560308E-01
                  23                 YES    0.0000000000E+00    0.5775480040E-01
                  24                 YES    0.2290000000E+00    0.0000000000E+00
                  25                 YES    0.1002000000E+00    0.6777830520E-01
                  26                 YES    0.3480000000E+00    0.0000000000E+00
                  27                 YES   -0.1147000000E+00    0.5130062786E+00
                  28                 YES    0.8701000000E+00    0.5007930624E+00
                  29                  NO    0.4010000000E+00    0.2643406435E-01
                  30                 YES    0.8385000000E+00    0.5649485933E+00
                  31                 YES    0.1081000000E+00    0.2006572500E-04
                  32                 YES    0.2777000000E+00    0.3384401608E-02
                  33                 YES    0.7950000000E-01    0.1970370285E+00
                  34                 YES    0.9240000000E-01    0.2469382434E+00
                  35                 YES    0.2250000000E-01    0.2726181441E+00
                  36                 YES    0.3558000000E+00    0.3629585965E+00
                  37                 YES    0.8576000000E+00    0.2234454315E-01
                  38                  NO    0.8392000000E+00    0.4017777705E+00
                  39                  NO    0.9451000000E+00    0.5513100536E+00
                  40                 YES    0.8762000000E+00    0.9021641756E-01
                  41                  NO    0.3153000000E+00    0.7578968370E-01
                  42                 YES    0.1689300000E+01    0.2995358290E+00
                  43                 YES    0.4311000000E+00    0.2249736160E-01
                  44                  NO    0.3635000000E+00    0.1230954548E-01
                  45                 YES    0.8361000000E+00    0.3251345176E+00
                  46                  NO    0.7288000000E+00    0.3946468250E+00
                  47                 YES    0.8836000000E+00    0.1724512480E+00
                  48                 YES    0.8713000000E+00    0.9088704403E-01
                  49                  NO    0.8142000000E+00    0.4311833737E+00
                  50                 YES    0.1504000000E+01    0.2296616935E+00
                  51                 YES    0.7708000000E+00    0.2501317375E+00
                  52                 YES    0.4997000000E+00    0.3067245453E-01
                  53                 YES    0.5652000000E+00    0.7806476427E-01
                  54                  NO    0.4007000000E+00    0.2620317695E-01
                  55                 YES    0.4229000000E+00    0.3187498724E-01
                  56                  NO    0.6970000000E+00    0.2713837372E+00
                  57                  NO    0.3944000000E+00    0.2217182730E-01
                  58                  NO    0.8069000000E+00    0.4487771415E+00
                  59                 YES    0.1558900000E+01    0.2395022567E+00
                  60                 YES    0.4103000000E+00    0.1422870201E-01
                  61                 YES    0.5974000000E+00    0.1409737956E+00
                  62                 YES    0.4084000000E+00    0.1009748479E-01
                  63                 YES    0.3914000000E+00    0.1827684996E-01
                  64                 YES    0.5950000000E+00    0.4102497740E-01
                  65                 YES    0.4837000000E+00    0.5914849910E-01
                  66                 YES    0.7045000000E+00    0.2081320804E+00
