               index         classified?        descriptor_1
                   1                  NO    0.0000000000E+00
                   2                  NO   -0.6030000000E-01
                   3                 YES   -0.3185000000E+00
                   4                  NO   -0.5440000000E-01
                   5                  NO   -0.1010000000E+00
                   6                  NO    0.9740000000E-01
                   7                 YES   -0.1412000000E+00
                   8                  NO    0.1191000000E+00
                   9                 YES   -0.1424000000E+00
                  10                 YES   -0.1546000000E+00
                  11                 YES   -0.3627000000E+00
                  12                  NO    0.1506000000E+00
                  13                 YES   -0.7152000000E+00
                  14                  NO    0.1870000000E+00
                  15                  NO    0.3969000000E+00
                  16                  NO    0.4375000000E+00
                  17                  NO    0.6086000000E+00
                  18                  NO    0.6124000000E+00
                  19                  NO    0.2143000000E+00
                  20                  NO    0.2202000000E+00
                  21                 YES   -0.3701000000E+00
                  22                 YES   -0.4009000000E+00
                  23                 YES   -0.5573000000E+00
                  24                  NO   -0.3010000000E-01
                  25                 YES   -0.1324000000E+00
                  26                  NO   -0.3600000000E-01
                  27                 YES   -0.7818000000E+00
                  28                  NO    0.4397000000E+00
                  29                  NO    0.4010000000E+00
                  30                  NO    0.4081000000E+00
                  31                 YES   -0.6033000000E+00
                  32                  NO   -0.7950000000E-01
                  33                 YES   -0.2855000000E+00
                  34                 YES   -0.3417000000E+00
                  35                 YES   -0.4773000000E+00
                  36                 YES   -0.2174000000E+00
                  37                 YES    0.6164000000E+00
                  38                  NO    0.1318000000E+00
                  39                 YES    0.8312000000E+00
                  40                 YES    0.8472000000E+00
                  41                  NO    0.2328000000E+00
                  42                  NO    0.2668000000E+00
                  43                  NO    0.4640000000E-01
                  44                  NO    0.1581000000E+00
                  45                 YES    0.9355000000E+00
                  46                  NO    0.9480000000E-01
                  47                  NO    0.4835000000E+00
                  48                  NO    0.5768000000E+00
                  49                  NO    0.2433000000E+00
                  50                  NO    0.8620000000E-01
                  51                 YES    0.1550700000E+01
                  52                 YES    0.1038700000E+01
                  53                 YES    0.6653000000E+00
                  54                  NO    0.3940000000E+00
                  55                  NO    0.2490000000E-01
                  56                 YES    0.6138000000E+00
                  57                  NO    0.2780000000E+00
                  58                 YES    0.7239000000E+00
                  59                  NO    0.2421000000E+00
                  60                  NO   -0.1167000000E+00
                  61                 YES    0.7681000000E+00
                  62                  NO   -0.1243000000E+00
                  63                  NO   -0.3570000000E-01
                  64                  NO    0.5226000000E+00
                  65                  NO    0.4141000000E+00
                  66                 YES    0.6218000000E+00
