               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.0000000000E+00    0.0000000000E+00
                   2                 YES   -0.2125578000E-01   -0.4609000000E+00
                   3                 YES   -0.9976548000E-01   -0.6089000000E+00
                   4                 YES   -0.7304250000E-01   -0.6253000000E+00
                   5                 YES   -0.2441610000E+00   -0.9440000000E+00
                   6                  NO   -0.6845124000E-01   -0.8883000000E+00
                   7                  NO   -0.4846720000E-01   -0.7472000000E+00
                   8                 YES   -0.9345245000E-01   -0.6680000000E+00
                   9                 YES   -0.1819781700E+00   -0.8555000000E+00
                  10                 YES   -0.1404228000E-01   -0.2916000000E+00
                  11                 YES   -0.1429871800E+00   -0.1013000000E+01
                  12                 YES   -0.1408779900E+00   -0.9644000000E+00
                  13                 YES   -0.1266715800E+00   -0.8963000000E+00
                  14                 YES   -0.8568104000E-01   -0.9846000000E+00
                  15                 YES   -0.6222272000E-01   -0.7369000000E+00
                  16                  NO   -0.5645894000E-01   -0.9411000000E+00
                  17                 YES   -0.8683554000E-01   -0.1013500000E+01
                  18                 YES   -0.1082025000E+00   -0.1124900000E+01
                  19                 YES   -0.1165467600E+00   -0.1409300000E+01
                  20                 YES   -0.1485435000E+00   -0.1512700000E+01
                  21                 YES   -0.2172859000E-01    0.2242000000E+00
                  22                 YES   -0.9872764000E-01   -0.6460000000E+00
                  23                 YES   -0.9053616000E-01   -0.5659000000E+00
                  24                 YES   -0.1461532900E+00   -0.6267000000E+00
                  25                 YES    0.0000000000E+00   -0.3419000000E+00
                  26                 YES   -0.1436432800E+00   -0.9247000000E+00
                  27                 YES   -0.1560025600E+00   -0.9691000000E+00
                  28                  NO   -0.6574438000E-01   -0.9349000000E+00
                  29                  NO   -0.5798906000E-01   -0.1036400000E+01
                  30                 YES   -0.2569576000E-01   -0.8380000000E-01
                  31                 YES    0.1301340000E-02    0.5870000000E-01
                  32                  NO    0.1855840000E-01   -0.3699000000E+00
                  33                 YES   -0.1352299300E+00   -0.8467000000E+00
                  34                 YES   -0.1460573800E+00   -0.8408000000E+00
                  35                 YES   -0.8472480000E-01   -0.7363000000E+00
                  36                 YES   -0.3593516800E+00   -0.9597000000E+00
                  37                 YES   -0.7075172000E-01   -0.1672800000E+01
                  38                  NO   -0.8865140000E-01   -0.1105100000E+01
                  39                 YES   -0.2004080000E-01   -0.1221900000E+01
                  40                 YES   -0.2445156000E-01   -0.1125200000E+01
                  41                 YES   -0.5816840000E-01   -0.1421900000E+01
                  42                  NO   -0.4839790000E-01   -0.6996000000E+00
                  43                 YES    0.2061255000E+00   -0.8046000000E+00
                  44                 YES   -0.7418530000E-01   -0.1348400000E+01
                  45                 YES    0.3246840000E-01   -0.4309000000E+00
                  46                  NO   -0.6891295000E-01   -0.8990000000E+00
                  47                  NO   -0.2257956000E-01   -0.7191000000E+00
                  48                 YES   -0.1137132500E+00   -0.1682700000E+01
                  49                 YES   -0.1125080400E+00   -0.1430800000E+01
                  50                 YES    0.2964195000E-01   -0.1060700000E+01
                  51                 YES    0.3959490000E-01   -0.4947000000E+00
                  52                 YES    0.3211104000E-01   -0.3577000000E+00
                  53                 YES    0.3510260000E-01   -0.2269000000E+00
                  54                 YES   -0.6216000000E-01   -0.1129700000E+01
                  55                 YES    0.3783159000E-01   -0.4901000000E+00
                  56                 YES   -0.6748412000E-01   -0.1270800000E+01
                  57                 YES    0.5811980000E-02   -0.7071000000E+00
                  58                 YES   -0.8111880000E-02   -0.6115000000E+00
                  59                 YES    0.4756960000E-01   -0.4024000000E+00
                  60                 YES   -0.5931147000E-01   -0.1236800000E+01
                  61                 YES    0.4165140000E-01   -0.1512000000E+00
                  62                 YES    0.3629145000E-01   -0.2486000000E+00
                  63                 YES    0.2799384000E-01   -0.4474000000E+00
                  64                 YES    0.8733661000E-01   -0.6509000000E+00
                  65                 YES    0.4163040000E-01   -0.6605000000E+00
                  66                 YES   -0.6241436000E-01   -0.1129600000E+01
