               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.3058250000E-01   -0.3512950610E+00
                   2                 YES   -0.3624522013E-01    0.5272859434E-01
                   3                 YES    0.1776883552E-01   -0.5366083500E+00
                   4                 YES   -0.2089582000E-01   -0.4514388600E+00
                   5                  NO   -0.2298496512E-02   -0.4160570712E-01
                   6                 YES    0.5224914000E-02   -0.1167697250E+00
                   7                 YES   -0.2575018118E-01    0.5677380072E-01
                   8                  NO   -0.2635524000E-02   -0.2374334250E-01
                   9                 YES   -0.3810515804E-01    0.1732528399E+00
                  10                 YES   -0.4095676426E-01    0.4498775766E-01
                  11                 YES   -0.1805892088E-01    0.4709907509E-01
                  12                 YES   -0.7976949792E-02   -0.2146150884E+00
                  13                 YES   -0.3044915328E-02   -0.2288769120E+00
                  14                 YES   -0.1340299125E-01   -0.2797554176E+00
                  15                 YES   -0.1245943776E-01   -0.6236560818E-01
                  16                 YES   -0.5033155005E-02   -0.7165804810E-01
                  17                  NO   -0.5910063588E-02   -0.4410183554E-01
                  18                 YES    0.1621076075E-01   -0.1557637032E+00
                  19                 YES   -0.2112584680E-01   -0.2511029708E-02
                  20                 YES   -0.3751504405E-01    0.1836183600E-01
                  21                 YES   -0.3379521442E-01    0.4479986326E-01
                  22                 YES   -0.6798993124E-01    0.4757408656E-01
                  23                 YES   -0.1465608816E+00    0.5910476040E-01
                  24                  NO    0.0000000000E+00    0.0000000000E+00
                  25                 YES   -0.2720477970E-01    0.1025261943E+00
                  26                 YES   -0.4590578688E-01    0.0000000000E+00
                  27                 YES   -0.1903519176E-01    0.7971396909E-01
                  28                 YES   -0.2787573600E-02   -0.1907291136E+00
                  29                 YES   -0.1907358775E-01    0.1028992713E+00
                  30                  NO    0.0000000000E+00   -0.3557164424E-01
                  31                  NO   -0.9424193616E-02   -0.9866355200E-04
                  32                 YES   -0.3588680000E-01    0.5732722733E-01
                  33                 YES   -0.4667347698E-01    0.2871369731E-01
                  34                 YES   -0.2365937168E-01    0.1629054330E+00
                  35                 YES   -0.1521878505E+00    0.9509720168E-01
                  36                 YES   -0.6366080145E-01    0.4623501082E-01
                  37                  NO   -0.4514914260E-02   -0.7785455840E-03
                  38                  NO    0.4599868500E-02   -0.1120463635E+00
                  39                  NO   -0.1836517800E-03   -0.1249941724E-01
                  40                 YES   -0.2094790500E-02    0.5168771011E-01
                  41                  NO   -0.1484650212E-01    0.7837844872E-01
                  42                 YES    0.1165256300E-02    0.3260328458E-01
                  43                 YES    0.7247645808E-02   -0.1162488776E-01
                  44                  NO   -0.5392674433E-02   -0.4062633076E-01
                  45                 YES    0.6109934080E-02   -0.1484989844E-01
                  46                  NO   -0.1624181944E-02   -0.4493845287E-01
                  47                  NO   -0.2235113640E-02   -0.1281857126E-01
                  48                 YES    0.2570339160E-01    0.4479770544E-01
                  49                 YES    0.2407280040E-02    0.4033398710E-01
                  50                 YES   -0.1372215651E-01    0.1176758055E+00
                  51                 YES    0.1258853944E-01    0.6630862411E-01
                  52                  NO    0.3124420380E-03   -0.3629721264E-01
                  53                 YES    0.1861708282E-01    0.7168363885E-01
                  54                 YES    0.2510760660E-01   -0.1842272655E-01
                  55                 YES   -0.1631814912E-02    0.8592884971E-01
                  56                 YES   -0.1542164900E-02    0.1953678878E+00
                  57                 YES    0.1053575424E-01    0.2831203951E-01
                  58                 YES    0.7103322330E-02    0.2379536769E-01
                  59                 YES   -0.7757495200E-02    0.7567071668E-01
                  60                 YES    0.3845403895E-01    0.1043817129E+00
                  61                 YES   -0.3591329940E-02    0.8943730741E-01
                  62                 YES    0.2643614309E-01    0.2492766520E-01
                  63                 YES    0.1802062886E-01    0.1175635283E-01
                  64                 YES    0.1429864207E-01    0.1711988678E-01
                  65                 YES    0.7271331100E-02    0.7927526887E-01
                  66                 YES   -0.1605011001E-02    0.1817005530E+00
