               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.0000000000E+00   -0.3600000000E-02
                   2                 YES    0.4690042700E+00    0.1870000000E-01
                   3                 YES    0.2223254600E+00    0.1167642400E+00
                   4                 YES    0.5314366800E+00    0.3339332000E-01
                   5                 YES    0.8885626500E+00    0.7149285000E-01
                   6                 YES    0.6514261000E+00    0.1431912300E+00
                   7                  NO    0.6488456000E+00    0.7825760000E-02
                   8                 YES    0.1757606400E+00    0.9844620000E-01
                   9                 YES    0.5622534000E+00    0.2332300000E-01
                  10                 YES    0.8969915400E+00    0.3514104000E-01
                  11                 YES    0.1663123200E+00    0.1017244600E+00
                  12                 YES    0.7967938000E-01    0.3866284000E-01
                  13                 YES    0.8818111200E+00    0.7370139000E-01
                  14                 YES    0.6833160000E-01    0.7637656000E-01
                  15                 YES   -0.2659703600E+00    0.4699695000E-01
                  16                 YES    0.7013190800E+00    0.4254816000E-01
                  17                 YES    0.7035851900E+00    0.2627856000E-01
                  18                 YES    0.7152755000E+00    0.3576375000E-01
                  19                 YES    0.7596745000E+00    0.3314190000E-01
                  20                  NO    0.9374755000E+00    0.1674933000E-01
                  21                  NO    0.8048970000E+00    0.1377505000E-01
                  22                 YES    0.1137008000E+00    0.1260787500E+00
                  23                 YES    0.0000000000E+00    0.2122755700E+00
                  24                 YES    0.3654840000E+00   -0.5933390000E-01
                  25                 YES    0.1723139400E+00    0.7689756000E-01
                  26                 YES    0.6066684000E+00    0.9807360000E-01
                  27                 YES   -0.1580680700E+00    0.4362834000E-01
                  28                 YES    0.4272912000E+00    0.2617779500E+00
                  29                 YES    0.1701885200E+00    0.5784666000E-01
                  30                  NO    0.4679269000E+00    0.0000000000E+00
                  31                  NO    0.8797542000E+00    0.1140560000E-01
                  32                 YES    0.8143600800E+00    0.3510722000E-01
                  33                 YES    0.1480429500E+00   -0.6708502000E-01
                  34                  NO    0.4324066700E+00   -0.4022072000E-01
                  35                 YES    0.1042960500E+00    0.7774500000E-01
                  36                 YES    0.4111980600E+00    0.1048956000E+00
                  37                  NO    0.8365888000E+00    0.1746288000E-01
                  38                 YES    0.1078288080E+01    0.3098412000E-01
                  39                  NO    0.2483722800E+00    0.2471630000E-02
                  40                  NO    0.3641650100E+00    0.2314740000E-02
                  41                  NO    0.2483722800E+00    0.2471630000E-02
                  42                  NO    0.4434448200E+00    0.1699400000E-02
                  43                  NO    0.3405870600E+00    0.9190500000E-02
                  44                 YES    0.9588852300E+00   -0.5613300000E-01
                  45                  NO    0.6701449500E+00    0.1673445000E-01
                  46                 YES    0.5845807000E+00   -0.4826900000E-01
                  47                  NO    0.8338425300E+00    0.1812725000E-01
                  48                  NO    0.9061899200E+00    0.2409200000E-01
                  49                  NO    0.6521851600E+00    0.2244561000E-01
                  50                  NO    0.7491437400E+00    0.1767000000E-01
                  51                 YES    0.5930630700E+00   -0.5023620000E-01
                  52                 YES    0.1282772100E+01    0.4230369000E-01
                  53                 YES    0.1335488080E+01    0.2718235000E-01
                  54                  NO    0.8080648700E+00    0.2119820000E-01
                  55                 YES    0.8560519200E+00   -0.1406196000E-01
                  56                 YES    0.6038589100E+00   -0.3991940000E-01
                  57                 YES    0.5457444300E+00   -0.1441683100E+00
                  58                 YES    0.8026362900E+00   -0.3991680000E-02
                  59                  NO    0.5902986100E+00    0.9169800000E-02
                  60                 YES    0.9417231000E+00    0.2994968000E-01
                  61                 YES    0.8433912200E+00   -0.5922371000E-01
                  62                 YES    0.4966144000E+00   -0.1127725900E+00
                  63                 YES    0.5601200000E+00   -0.6477723000E-01
                  64                 YES    0.8242535000E+00   -0.1914980000E-01
                  65                  NO    0.5246210200E+00   -0.7892640000E-02
                  66                 YES    0.1001799000E+01    0.6351360000E-02
