               index         classified?        descriptor_1        descriptor_2
                   1                 YES   -0.9964000000E+00   -0.1000000000E+01
                   2                 YES   -0.4593000000E+00   -0.9397000000E+00
                   3                 YES    0.1306216600E+00   -0.1577000000E+00
                   4                 YES   -0.9035192600E+00   -0.9666000000E+00
                   5                 YES   -0.1758347500E+00   -0.6343000000E+00
                   6                 YES   -0.1934548000E+00   -0.9666000000E+00
                   7                 YES    0.7275600000E-02   -0.1408000000E+00
                   8                 YES   -0.1831558000E+00   -0.9054000000E+00
                   9                 YES    0.5769920000E-01   -0.2372000000E+00
                  10                 YES    0.1723064000E+00   -0.6170000000E-01
                  11                 YES   -0.1620220000E+00   -0.3957000000E+00
                  12                 YES   -0.1644292000E+00   -0.5700000000E-01
                  13                 YES   -0.1400899500E+00    0.2147000000E+00
                  14                 YES   -0.2739686400E+00   -0.8356000000E+00
                  15                 YES   -0.1862061600E+00   -0.8393000000E+00
                  16                 YES   -0.2062087500E+00   -0.8725000000E+00
                  17                 YES   -0.1859229000E+00   -0.8005000000E+00
                  18                 YES   -0.8226279000E-01   -0.8047000000E+00
                  19                 YES   -0.2191834700E+00   -0.8550000000E+00
                  20                 YES   -0.2381830000E+00   -0.8102000000E+00
                  21                 YES    0.2328399400E+00    0.0000000000E+00
                  22                 YES    0.1544236000E+00   -0.2290000000E+00
                  23                 YES    0.6719814000E-01   -0.1002000000E+00
                  24                  NO    0.5372160000E-01   -0.3480000000E+00
                  25                 YES    0.1472040000E-01   -0.1953000000E+00
                  26                 YES   -0.2035989200E+00    0.1147000000E+00
                  27                 YES   -0.3106089000E-01   -0.3140000000E+00
                  28                 YES   -0.1713852800E+00   -0.8701000000E+00
                  29                 YES   -0.1513071000E+00   -0.1228000000E+00
                  30                  NO    0.0000000000E+00   -0.4010000000E+00
                  31                 YES   -0.9589312000E-01   -0.8385000000E+00
                  32                 YES    0.1090524000E-01    0.1444000000E+00
                  33                 YES    0.1400224000E+00   -0.2777000000E+00
                  34                 YES   -0.1106929600E+00   -0.6292000000E+00
                  35                 YES   -0.7367052000E-01   -0.2250000000E-01
                  36                 YES   -0.2040018800E+00   -0.3558000000E+00
                  37                 YES    0.1097460000E-01   -0.8576000000E+00
                  38                 YES    0.7068636000E-01   -0.8392000000E+00
                  39                 YES   -0.8018560000E-01   -0.9451000000E+00
                  40                 YES   -0.7676106000E-01   -0.9427000000E+00
                  41                 YES   -0.8018560000E-01   -0.9451000000E+00
                  42                 YES   -0.1243230000E-01   -0.8762000000E+00
                  43                  NO   -0.6525750000E-02   -0.3153000000E+00
                  44                  NO   -0.5408000000E-01   -0.6893000000E+00
                  45                 YES    0.1336063100E+00   -0.4311000000E+00
                  46                 YES    0.7137793400E+00   -0.3635000000E+00
                  47                 YES   -0.5929365000E-01   -0.1169400000E+01
                  48                 YES   -0.8066016000E-01   -0.8836000000E+00
                  49                 YES   -0.2105675000E-01   -0.8713000000E+00
                  50                  NO    0.1846676000E-01   -0.5040000000E+00
                  51                 YES    0.2326457000E-01   -0.1770800000E+01
                  52                 YES    0.2794076000E-01   -0.1166400000E+01
                  53                  NO    0.9473800000E-03   -0.4007000000E+00
                  54                  NO    0.4190940000E-01   -0.4229000000E+00
                  55                 YES    0.3299389500E+00   -0.3843000000E+00
                  56                  NO    0.3162588000E-01   -0.3944000000E+00
                  57                 YES   -0.3451140000E-01   -0.8069000000E+00
                  58                  NO   -0.2385504000E-01   -0.5589000000E+00
                  59                 YES    0.1467168000E+00   -0.4103000000E+00
                  60                  NO   -0.2719612000E-01   -0.6686000000E+00
                  61                 YES    0.2610998000E-01   -0.5614000000E+00
                  62                 YES    0.4536540000E-02   -0.9307000000E+00
                  63                 YES    0.1527250900E+00   -0.4084000000E+00
                  64                  NO    0.3967520000E-02   -0.5950000000E+00
                  65                  NO   -0.1273680000E-02   -0.4837000000E+00
                  66                 YES   -0.2971411000E-01   -0.7045000000E+00
