               index         classified?        descriptor_1
                   1                 YES   -0.9964000000E+00
                   2                 YES   -0.5196000000E+00
                   3                 YES   -0.4420000000E-01
                   4                 YES   -0.9369000000E+00
                   5                 YES   -0.2301000000E+00
                   6                 YES   -0.1088000000E+00
                   7                 YES   -0.1154000000E+00
                   8                 YES    0.1750000000E-01
                   9                 YES    0.9600000000E-02
                  10                 YES    0.4330000000E-01
                  11                 YES   -0.8240000000E-01
                  12                 YES   -0.1189000000E+00
                  13                 YES    0.4900000000E-02
                  14                 YES   -0.2354000000E+00
                  15                 YES   -0.2400000000E-01
                  16                 YES   -0.3990000000E-01
                  17                  NO    0.1342000000E+00
                  18                  NO    0.5251000000E+00
                  19                 YES   -0.1278000000E+00
                  20                 YES   -0.1835000000E+00
                  21                 YES   -0.1395000000E+00
                  22                  NO    0.5659000000E+00
                  23                  NO    0.1565000000E+00
                  24                  NO    0.1039000000E+00
                  25                 YES   -0.9300000000E-02
                  26                 YES   -0.8700000000E-01
                  27                 YES   -0.4626000000E+00
                  28                 YES    0.4150000000E-01
                  29                 YES   -0.1172000000E+00
                  30                  NO    0.6577000000E+00
                  31                  NO    0.1853000000E+00
                  32                  NO    0.4001000000E+00
                  33                  NO    0.3125000000E+00
                  34                 YES   -0.1213000000E+00
                  35                 YES   -0.2914000000E+00
                  36                 YES   -0.2400000000E+00
                  37                 YES    0.6619000000E+00
                  38                  NO    0.1732000000E+00
                  39                  NO    0.1272000000E+00
                  40                  NO    0.2352000000E+00
                  41                  NO    0.1272000000E+00
                  42                  NO    0.4185000000E+00
                  43                  NO    0.1537000000E+00
                  44                  NO    0.1388000000E+00
                  45                  NO    0.3937000000E+00
                  46                 YES    0.9052000000E+00
                  47                  NO    0.3487000000E+00
                  48                  NO    0.2819000000E+00
                  49                  NO    0.5053000000E+00
                  50                  NO    0.1304000000E+00
                  51                  NO    0.6564000000E+00
                  52                  NO    0.5908000000E+00
                  53                  NO    0.5354000000E+00
                  54                  NO    0.1302000000E+00
                  55                  NO    0.3101000000E+00
                  56                  NO    0.5497000000E+00
                  57                  NO    0.3081000000E+00
                  58                  NO    0.1668000000E+00
                  59                  NO    0.1617000000E+00
                  60                  NO    0.2193000000E+00
                  61                  NO    0.4770000000E-01
                  62                  NO    0.4627000000E+00
                  63                  NO    0.1624000000E+00
                  64                  NO    0.5774000000E+00
                  65                  NO    0.3958000000E+00
                  66                  NO    0.2625000000E+00
