               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.2170000000E-01    0.0000000000E+00
                   2                 YES   -0.2916160000E-02   -0.7240000000E-01
                   3                 YES   -0.1065782000E+00   -0.5850000000E+00
                   4                 YES   -0.1606150000E-01   -0.1670000000E-01
                   5                 YES   -0.4678698000E-01   -0.2658000000E+00
                   6                 YES   -0.3940970000E-01   -0.3192000000E+00
                   7                 YES   -0.1476820800E+00   -0.5923000000E+00
                   8                 YES   -0.2241355000E+00   -0.8166000000E+00
                   9                 YES   -0.3065916000E-01   -0.4563000000E+00
                  10                 YES   -0.6911696000E-01   -0.5134000000E+00
                  11                 YES   -0.2295017200E+00   -0.9299000000E+00
                  12                 YES   -0.1248900000E+00   -0.9850000000E+00
                  13                 YES   -0.8146600000E-01   -0.6874000000E+00
                  14                 YES   -0.7872576000E-01   -0.5908000000E+00
                  15                 YES   -0.7215823000E-01   -0.5383000000E+00
                  16                 YES   -0.4543880000E-01   -0.6111000000E+00
                  17                  NO   -0.3551181000E-01   -0.7125000000E+00
                  18                 YES   -0.5379171000E-01   -0.7546000000E+00
                  19                 YES   -0.7005726000E-01   -0.7057000000E+00
                  20                 YES   -0.1196658900E+00   -0.1067600000E+01
                  21                  NO   -0.9419440000E-02   -0.5292000000E+00
                  22                 YES   -0.5236260000E-01   -0.5152000000E+00
                  23                 YES   -0.9871488000E-01   -0.5519000000E+00
                  24                  NO    0.8313440000E-02   -0.4034000000E+00
                  25                  NO    0.0000000000E+00   -0.3822000000E+00
                  26                 YES   -0.5107833000E-01   -0.5241000000E+00
                  27                 YES   -0.9051980000E-01   -0.1439000000E+00
                  28                  NO   -0.3040605000E-01   -0.7195000000E+00
                  29                 YES   -0.3668111000E-01   -0.4313000000E+00
                  30                 YES   -0.6345600000E-03    0.4893000000E+00
                  31                 YES    0.3963600000E-02   -0.5370000000E-01
                  32                  NO    0.8771280000E-02   -0.3470000000E+00
                  33                 YES   -0.1253885400E+00   -0.7549000000E+00
                  34                 YES   -0.1514878300E+00   -0.8162000000E+00
                  35                 YES   -0.3799752000E-01   -0.3178000000E+00
                  36                 YES   -0.2085646000E+00   -0.6144000000E+00
                  37                 YES   -0.1736640000E-02   -0.7907000000E+00
                  38                 YES   -0.4711630000E-02   -0.7734000000E+00
                  39                 YES   -0.2214820000E-02   -0.8667000000E+00
                  40                 YES   -0.4711630000E-02   -0.7734000000E+00
                  41                  NO   -0.5197770000E-01   -0.7586000000E+00
                  42                 YES   -0.7490280000E-02   -0.5657000000E+00
                  43                 YES    0.3464246600E+00   -0.1470500000E+01
                  44                 YES   -0.2900720000E-01   -0.8520000000E+00
                  45                  NO   -0.2917078000E-01   -0.5883000000E+00
                  46                 YES   -0.9461420000E-02   -0.5633000000E+00
                  47                 YES   -0.5608920000E-02   -0.7004000000E+00
                  48                 YES    0.1851520000E-01   -0.3876000000E+00
                  49                  NO   -0.3978936000E-01   -0.5888000000E+00
                  50                 YES   -0.5010849000E-01   -0.9954000000E+00
                  51                 YES   -0.1341224000E-01   -0.8568000000E+00
                  52                 YES    0.1299393000E-01   -0.8913000000E+00
                  53                 YES    0.1644934500E+00   -0.1200200000E+01
                  54                 YES    0.2167396000E-01   -0.3626000000E+00
                  55                 YES    0.1588492500E+00   -0.8990000000E+00
                  56                 YES   -0.3902376000E-01   -0.8331000000E+00
                  57                 YES   -0.4206300000E-01   -0.1000100000E+01
                  58                 YES   -0.5410600000E-02   -0.1003100000E+01
                  59                  NO   -0.3905880000E-02   -0.2808000000E+00
                  60                  NO   -0.1525992000E-01   -0.4941000000E+00
                  61                 YES    0.2899356000E-01   -0.2979000000E+00
                  62                 YES    0.4776912000E-01   -0.2368000000E+00
                  63                 YES    0.1706598600E+00   -0.9486000000E+00
                  64                 YES    0.1235304000E-01   -0.3921000000E+00
                  65                 YES    0.9502344000E-01   -0.7185000000E+00
                  66                 YES    0.3852114000E-01   -0.7451000000E+00
