               index         classified?        descriptor_1
                   1                  NO    0.0000000000E+00
                   2                  NO   -0.5182016320E-03
                   3                 YES   -0.4055300510E-01
                   4                  NO   -0.3662022000E-02
                   5                 YES   -0.2042719547E-01
                   6                 YES   -0.3940970000E-01
                   7                 YES   -0.5992938806E-01
                   8                 YES   -0.6390103105E-01
                   9                  NO   -0.6990288480E-02
                  10                 YES   -0.1926289675E-01
                  11                 YES   -0.7559786657E-01
                  12                 YES   -0.3402003600E-01
                  13                 YES   -0.2219133840E-01
                  14                 YES   -0.2174405491E-01
                  15                 YES   -0.2697274637E-01
                  16                 YES   -0.2147892076E-01
                  17                  NO   -0.1088792095E-01
                  18                 YES   -0.1997286192E-01
                  19                  NO   -0.1164101526E-01
                  20                 YES   -0.1818435398E-01
                  21                  NO   -0.2207916736E-02
                  22                  NO   -0.1160878842E-01
                  23                 YES   -0.4315814554E-01
                  24                  NO    0.2770038208E-02
                  25                  NO    0.0000000000E+00
                  26                 YES   -0.2187684874E-01
                  27                 YES   -0.3555617744E-01
                  28                  NO   -0.1167592320E-01
                  29                 YES   -0.1743086347E-01
                  30                  NO   -0.2259668160E-03
                  31                  NO    0.1481593680E-02
                  32                  NO    0.2477886600E-02
                  33                 YES   -0.4098951373E-01
                  34                 YES   -0.5720180461E-01
                  35                  NO   -0.8663434560E-02
                  36                 YES   -0.1215931618E+00
                  37                  NO   -0.6175491840E-03
                  38                  NO   -0.4174504180E-03
                  39                  NO   -0.2945710600E-03
                  40                  NO   -0.4174504180E-03
                  41                  NO   -0.1416392325E-01
                  42                  NO   -0.2757172068E-02
                  43                 YES    0.9069030833E-01
                  44                  NO   -0.1242378376E-01
                  45                  NO   -0.1231006916E-01
                  46                  NO   -0.2517683862E-02
                  47                  NO   -0.1748300364E-02
                  48                 YES    0.6804336000E-02
                  49                  NO   -0.8972500680E-02
                  50                  NO   -0.1352428145E-01
                  51                  NO   -0.1045349986E-01
                  52                 YES    0.7526084256E-02
                  53                 YES    0.3025034546E-01
                  54                 YES    0.5147565500E-02
                  55                 YES    0.5038698210E-01
                  56                  NO   -0.7176469464E-02
                  57                  NO   -0.7609196700E-02
                  58                  NO   -0.1220090300E-02
                  59                  NO   -0.1261989828E-02
                  60                  NO   -0.4156802208E-02
                  61                 YES    0.6712009140E-02
                  62                 YES    0.1119708173E-01
                  63                 YES    0.3935416372E-01
                  64                 YES    0.4038208776E-02
                  65                 YES    0.1781689500E-01
                  66                 YES    0.7319016600E-02
