               index         classified?        descriptor_1        descriptor_2
                   1                 YES    0.2122911000E-01   -0.2170000000E-01
                   2                 YES   -0.5200000000E-01    0.8110000000E+00
                   3                 YES   -0.4687776000E-01    0.9414000000E+00
                   4                 YES    0.9012720000E-02    0.8651000000E+00
                   5                  NO   -0.4300004000E-01    0.1603500000E+01
                   6                 YES   -0.1444924000E+00    0.1452200000E+01
                   7                 YES   -0.6735000000E-02    0.1020900000E+01
                   8                 YES   -0.1131996500E+00    0.1997200000E+01
                   9                 YES   -0.1101131200E+00    0.1584600000E+01
                  10                 YES   -0.9705346000E-01    0.1517000000E+01
                  11                 YES   -0.5869760000E-01    0.1604900000E+01
                  12                 YES   -0.3680768000E-01    0.1077800000E+01
                  13                 YES   -0.3141344000E-01    0.1282100000E+01
                  14                 YES   -0.5971012000E-01    0.1353100000E+01
                  15                 YES   -0.7615838000E-01    0.1750400000E+01
                  16                 YES   -0.1006246400E+00    0.1853800000E+01
                  17                  NO    0.9466600000E-03    0.1163700000E+01
                  18                 YES   -0.5964799000E-01    0.1437500000E+01
                  19                 YES   -0.7833192000E-01    0.1370300000E+01
                  20                 YES   -0.7173909000E-01    0.1291000000E+01
                  21                 YES   -0.1225598000E+00    0.1351000000E+01
                  22                 YES   -0.1944810000E+00    0.1118700000E+01
                  23                  NO    0.0000000000E+00    0.1341900000E+01
                  24                 YES   -0.1189053000E+00    0.1915300000E+01
                  25                 YES   -0.1268920800E+00    0.1955900000E+01
                  26                 YES   -0.4502121000E-01    0.1454500000E+01
                  27                 YES   -0.2058158400E+00    0.1286700000E+01
                  28                 YES   -0.3274080000E-01    0.1353300000E+01
                  29                 YES   -0.4551878000E-01    0.1389300000E+01
                  30                 YES    0.1834650000E-02    0.6736000000E+00
                  31                  NO    0.2416911000E-01    0.1366300000E+01
                  32                 YES   -0.1072302500E+00    0.1565700000E+01
                  33                 YES   -0.1169971800E+00    0.1559300000E+01
                  34                 YES   -0.5859620000E-01    0.1720100000E+01
                  35                 YES   -0.3144771600E+00    0.1674900000E+01
                  36                 YES   -0.1308426400E+00    0.1441700000E+01
                  37                  NO   -0.4465059000E-01    0.1652500000E+01
                  38                  NO   -0.3790010000E-01    0.1446400000E+01
                  39                  NO   -0.1518720000E-02    0.1104100000E+01
                  40                  NO   -0.1518720000E-02    0.1104100000E+01
                  41                  NO   -0.3294902000E-01    0.1401500000E+01
                  42                 YES   -0.5297978000E-01    0.1744800000E+01
                  43                 YES   -0.3961000000E-02    0.1640000000E+01
                  44                 YES    0.2336825400E+00    0.1534400000E+01
                  45                  NO   -0.4790514000E-01    0.1665700000E+01
                  46                  NO   -0.8658350000E-02    0.1364800000E+01
                  47                  NO   -0.3401568000E-01    0.1484500000E+01
                  48                 YES    0.4310730000E-01    0.1156000000E+01
                  49                 YES   -0.4308668000E-01    0.1879700000E+01
                  50                 YES   -0.3521100000E-02    0.1672300000E+01
                  51                 YES   -0.8491227000E-01    0.2395900000E+01
                  52                 YES   -0.8542552000E-01    0.2148900000E+01
                  53                 YES    0.4446429000E-01    0.1782300000E+01
                  54                 YES    0.4419243000E-01    0.1223400000E+01
                  55                 YES    0.3898895000E-01    0.9563000000E+00
                  56                 YES   -0.3740184000E-01    0.1845500000E+01
                  57                 YES    0.4209543000E-01    0.1219100000E+01
                  58                 YES   -0.4182728000E-01    0.2251700000E+01
                  59                 YES    0.2306520000E-01    0.1660300000E+01
                  60                  NO    0.7432230000E-02    0.1334800000E+01
                  61                 YES   -0.3709225000E-01    0.1770000000E+01
                  62                 YES    0.6008582000E-01    0.1392400000E+01
                  63                 YES   -0.3560676000E-01    0.1954600000E+01
                  64                 YES    0.4686537000E-01    0.8795000000E+00
                  65                 YES    0.3332472000E-01    0.1443600000E+01
                  66                 YES   -0.3751119000E-01    0.2112600000E+01
