               index         classified?        descriptor_1        descriptor_2
                   1                 YES   -0.3600000000E-02    0.0000000000E+00
                   2                 YES    0.9819244000E-01   -0.6153535000E-01
                   3                 YES    0.3179364000E-01    0.2592000000E-04
                   4                 YES    0.1340639300E+00    0.2876754100E+00
                   5                  NO    0.1895720000E-02    0.5079599000E-01
                   6                  NO    0.6570240000E-02    0.1426918500E+00
                   7                 YES    0.8722260000E-01    0.1244905200E+00
                   8                  NO    0.2085020000E-01    0.1687016700E+00
                   9                 YES    0.2698740000E-01    0.7457208000E-01
                  10                 YES    0.6544304000E-01    0.3667901000E-01
                  11                 YES    0.9051074000E-01    0.1503806900E+00
                  12                 YES    0.2024388000E-01   -0.1123337600E+00
                  13                 YES    0.6521956000E-01    0.1664880900E+00
                  14                 YES    0.6952088000E-01    0.1755686300E+00
                  15                 YES    0.4204200000E-01    0.2454354700E+00
                  16                 YES    0.2296056000E-01    0.1661844600E+00
                  17                 YES    0.3333000000E-01    0.2092220900E+00
                  18                 YES    0.2976600000E-01    0.7181104000E-01
                  19                 YES    0.1445604000E-01    0.0000000000E+00
                  20                  NO    0.9482360000E-02    0.7569180000E-01
                  21                 YES    0.1056179700E+00   -0.1170448800E+00
                  22                 YES    0.3384417600E+00   -0.2575156500E+00
                  23                 YES   -0.6858377000E-01   -0.1743224800E+00
                  24                 YES    0.4726320000E-01    0.5806944000E-01
                  25                 YES    0.4009271000E-01    0.2188257600E+00
                  26                 YES    0.2272512000E-01    0.1692407500E+00
                  27                 YES    0.5119052000E-01    0.1505490000E+00
                  28                  NO    0.0000000000E+00    0.7563984000E-01
                  29                  NO    0.8177600000E-02    0.1395066000E+00
                  30                 YES    0.3190261000E-01    0.2782171100E+00
                  31                 YES   -0.9646584000E-01   -0.4865760000E+00
                  32                 YES   -0.5218692000E-01   -0.1031577000E+00
                  33                 YES    0.6781700000E-01    0.1400496000E+00
                  34                 YES    0.8490996000E-01    0.1438446400E+00
                  35                 YES    0.5164208000E-01    0.8047566000E-01
                  36                 YES    0.9664152000E-01    0.1310078700E+00
                  37                 YES    0.1587096000E-01    0.6420304800E+00
                  38                  NO    0.2186880000E-02    0.8426652000E-01
                  39                 YES    0.1966860000E-02    0.1682969400E+00
                  40                  NO    0.2186880000E-02    0.1421784300E+00
                  41                 YES    0.1534100000E-02    0.3802548400E+00
                  42                  NO    0.6575250000E-02    0.1338593800E+00
                  43                 YES   -0.4781700000E-01    0.1528072000E+00
                  44                 YES   -0.5430776000E-01    0.3322080000E-02
                  45                 YES    0.1634961000E-01    0.3356358600E+00
                  46                  NO    0.1610360000E-01    0.7050352000E-01
                  47                 YES    0.2028507000E-01    0.3264040400E+00
                  48                 YES    0.1593245000E-01    0.4874067200E+00
                  49                 YES   -0.6395148000E-01   -0.1015291200E+00
                  50                  NO    0.6893700000E-02    0.5194816000E-01
                  51                 YES    0.1823556000E-01    0.5380000000E+00
                  52                 YES   -0.1877260000E-01    0.2515670300E+00
                  53                  NO   -0.1689070000E-02    0.4711488000E-01
                  54                 YES   -0.5054600000E-01   -0.3537014000E-01
                  55                 YES   -0.1616302600E+00   -0.2690387400E+00
                  56                 YES   -0.3006612000E-01    0.1648989000E-01
                  57                 YES    0.5336900000E-02    0.2804994900E+00
                  58                  NO   -0.1048608000E-01    0.6942375000E-01
                  59                  NO    0.2414080000E-01    0.2174371200E+00
                  60                 YES   -0.7059780000E-01   -0.4261404000E-01
                  61                 YES    0.1066656000E-01    0.3300437800E+00
                  62                 YES   -0.1149753200E+00   -0.1110120400E+00
                  63                 YES   -0.7722351000E-01   -0.1260323600E+00
                  64                 YES   -0.2051092000E-01    0.8602473000E-01
                  65                 YES   -0.9556080000E-02    0.9652470000E-01
                  66                 YES    0.5218370000E-02    0.2415060200E+00
