               index         classified?        descriptor_1
                   1                  NO    0.0000000000E+00
                   2                  NO   -0.1856274000E-01
                   3                 YES   -0.3999788566E-01
                   4                 YES   -0.6845832348E-01
                   5                 YES   -0.1228362235E+00
                   6                  NO   -0.2663872596E-02
                   7                  NO   -0.5460143200E-02
                   8                 YES   -0.4313693934E-01
                   9                  NO   -0.2168546688E-01
                  10                  NO   -0.2165511467E-01
                  11                  NO   -0.2949150360E-01
                  12                 YES   -0.4474858443E-01
                  13                 YES   -0.5919187151E-01
                  14                 YES   -0.6188497006E-01
                  15                 YES   -0.3851111264E-01
                  16                  NO   -0.3589954301E-01
                  17                  NO   -0.2198493086E-01
                  18                  NO   -0.3347668913E-01
                  19                  NO   -0.2768020200E-01
                  20                  NO   -0.1350280549E-01
                  21                  NO   -0.1399242105E-01
                  22                  NO   -0.1014522822E-01
                  23                 YES   -0.4644639890E-01
                  24                 YES   -0.4089444619E-01
                  25                 YES   -0.3646237795E-01
                  26                 YES   -0.7158674544E-01
                  27                 YES   -0.1531470743E+00
                  28                  NO    0.0000000000E+00
                  29                  NO   -0.3090869460E-01
                  30                 YES   -0.1616969721E+00
                  31                  NO   -0.2255091990E-01
                  32                 YES   -0.4675432621E-01
                  33                  NO    0.0000000000E+00
                  34                 YES   -0.4312314765E-01
                  35                 YES   -0.3948163789E-01
                  36                 YES   -0.8619583273E-01
                  37                  NO   -0.1557941674E-01
                  38                  NO   -0.2476246626E-01
                  39                  NO   -0.2508739759E-02
                  40                  NO   -0.2346276660E-02
                  41                  NO   -0.2872715175E-02
                  42                  NO   -0.2858279255E-01
                  43                  NO   -0.3444773068E-02
                  44                 YES    0.6992452740E-02
                  45                  NO   -0.1572184579E-01
                  46                  NO   -0.1375952448E-01
                  47                  NO   -0.2041378617E-01
                  48                  NO   -0.1582797612E-01
                  49                  NO   -0.3496536994E-01
                  50                  NO   -0.4215560220E-02
                  51                  NO   -0.2293436497E-01
                  52                  NO   -0.1238793692E-01
                  53                 YES    0.9299384028E-02
                  54                  NO    0.2981352600E-03
                  55                 YES    0.1622002434E-01
                  56                 YES    0.4940387316E-02
                  57                 YES    0.5402114784E-02
                  58                 YES    0.1899982560E-02
                  59                  NO   -0.1891787757E-01
                  60                 YES    0.3185575565E-01
                  61                  NO   -0.7563956880E-02
                  62                 YES    0.2506894723E-01
                  63                 YES    0.1349538826E-01
                  64                 YES    0.6774654068E-02
                  65                 YES    0.3515776488E-02
                  66                  NO   -0.4273290113E-02
