               index         classified?        descriptor_1
                   1                  NO    0.2200000000E-01
                   2                  NO    0.2300000000E-02
                   3                 YES   -0.1906000000E+00
                   4                  NO   -0.1340000000E-01
                   5                  NO   -0.5200000000E-01
                   6                 YES   -0.2318000000E+00
                   7                  NO   -0.5210000000E-01
                   8                 YES   -0.2933000000E+00
                   9                  NO   -0.1900000000E-01
                  10                  NO   -0.2980000000E-01
                  11                 YES   -0.1566000000E+00
                  12                 YES   -0.3117000000E+00
                  13                  NO   -0.3330000000E-01
                  14                 YES   -0.1250000000E+00
                  15                  NO   -0.6620000000E-01
                  16                  NO   -0.3400000000E-01
                  17                  NO   -0.6260000000E-01
                  18                  NO   -0.6410000000E-01
                  19                  NO   -0.5370000000E-01
                  20                  NO   -0.6020000000E-01
                  21                 YES   -0.9970000000E+00
                  22                 YES   -0.2046000000E+00
                  23                 YES   -0.4333000000E+00
                  24                 YES   -0.2732000000E+00
                  25                  NO   -0.4200000000E-01
                  26                 YES   -0.3079000000E+00
                  27                  NO   -0.3470000000E-01
                  28                  NO    0.2658000000E+00
                  29                 YES   -0.1001200000E+01
                  30                  NO    0.1494000000E+00
                  31                  NO    0.1606000000E+00
                  32                 YES   -0.1692000000E+00
                  33                 YES   -0.1789000000E+00
                  34                 YES   -0.7690000000E-01
                  35                 YES   -0.3972000000E+00
                  36                 YES   -0.1508000000E+00
                  37                  NO   -0.4770000000E-01
                  38                  NO   -0.9000000000E-03
                  39                  NO    0.3500000000E-02
                  40                  NO   -0.9000000000E-03
                  41                  NO   -0.3480000000E-01
                  42                  NO   -0.6400000000E-01
                  43                  NO   -0.6540000000E-01
                  44                 YES    0.2787000000E+00
                  45                 YES    0.2813000000E+00
                  46                  NO   -0.8100000000E-02
                  47                  NO   -0.3260000000E-01
                  48                  NO   -0.3600000000E-01
                  49                  NO    0.1357000000E+00
                  50                  NO   -0.4760000000E-01
                  51                  NO   -0.2000000000E-03
                  52                 YES    0.9050000000E+00
                  53                 YES    0.5407000000E+00
                  54                  NO    0.2666000000E+00
                  55                  NO    0.1423000000E+00
                  56                  NO   -0.4590000000E-01
                  57                 YES    0.2728000000E+00
                  58                  NO    0.2560000000E-01
                  59                  NO   -0.4680000000E-01
                  60                  NO    0.1418000000E+00
                  61                 YES    0.2847000000E+00
                  62                 YES    0.2836000000E+00
                  63                  NO    0.2056000000E+00
                  64                 YES    0.2985000000E+00
                  65                  NO    0.1527000000E+00
                  66                  NO   -0.4570000000E-01
