               index         classified?        descriptor_1
                   1                 YES    0.0000000000E+00
                   2                 YES   -0.5750000000E-01
                   3                 YES    0.4531000000E+00
                   4                 YES    0.4219000000E+00
                   5                 YES    0.3087000000E+00
                   6                 YES    0.2409000000E+00
                   7                  NO    0.7398000000E+00
                   8                 YES    0.3478000000E+00
                   9                  NO    0.8659000000E+00
                  10                  NO    0.6186000000E+00
                  11                 YES    0.4133000000E+00
                  12                  NO    0.1172300000E+01
                  13                 YES    0.1737000000E+00
                  14                 YES   -0.6580000000E-01
                  15                  NO    0.5551000000E+00
                  16                  NO    0.8073000000E+00
                  17                  NO    0.9779000000E+00
                  18                  NO    0.9819000000E+00
                  19                  NO    0.6280000000E+00
                  20                  NO    0.8685000000E+00
                  21                 YES    0.4032000000E+00
                  22                 YES   -0.2100000000E-01
                  23                  NO    0.1005600000E+01
                  24                  NO    0.9093000000E+00
                  25                  NO    0.9942000000E+00
                  26                 YES    0.3857000000E+00
                  27                 YES   -0.4390000000E-01
                  28                  NO    0.7829000000E+00
                  29                  NO    0.1161400000E+01
                  30                  NO    0.8226000000E+00
                  31                 YES    0.3840000000E+00
                  32                 YES    0.1706000000E+00
                  33                 YES    0.4743000000E+00
                  34                 YES    0.4175000000E+00
                  35                 YES    0.2851000000E+00
                  36                 YES    0.4365000000E+00
                  37                  NO    0.4998000000E+00
                  38                  NO    0.8337000000E+00
                  39                  NO    0.8115000000E+00
                  40                  NO    0.8337000000E+00
                  41                  NO    0.8529000000E+00
                  42                  NO    0.9971000000E+00
                  43                  NO    0.1013800000E+01
                  44                  NO    0.8054000000E+00
                  45                  NO    0.9201000000E+00
                  46                  NO    0.9470000000E+00
                  47                  NO    0.4889000000E+00
                  48                  NO    0.5827000000E+00
                  49                 YES    0.1251900000E+01
                  50                  NO    0.1074200000E+01
                  51                 YES    0.1293900000E+01
                  52                  NO    0.1127800000E+01
                  53                  NO    0.1084800000E+01
                  54                  NO    0.1154300000E+01
                  55                  NO    0.1051600000E+01
                  56                  NO    0.5327000000E+00
                  57                 YES    0.1360400000E+01
                  58                 YES    0.1732800000E+01
                  59                  NO    0.1039400000E+01
                  60                  NO    0.1021400000E+01
                  61                 YES    0.1186100000E+01
                  62                  NO    0.6357000000E+00
                  63                  NO    0.9925000000E+00
                  64                  NO    0.9617000000E+00
                  65                 YES    0.1541400000E+01
                  66                 YES    0.1635500000E+01
